,0,100recon _recon 10recon _recon 1000,100recon _recon 20recon _recon 1000,200recon _recon 10recon _recon 1000,200recon _recon 20recon _recon 1000
0,OR4F5,0.18575054,0.2659618,0.19351454,0.6996219
1,SAMD11,0.6024682,4.4552846,0.61568856,0.63683254
2,NOC2L,0.69404995,0.7729618,0.78345096,0.7914217
3,KLHL17,0.66313803,5.762999,0.6816073,0.7152367
4,PLEKHN1,0.5537336,3.7105827,0.5624237,0.58631086
5,PERM1,0.56740916,0.59722036,0.5768265,0.59580934
6,HES4,0.6486032,0.6941811,0.6655549,0.7392092
7,ISG15,0.6600082,5.6476464,0.6782928,2.8960533
8,AGRN,0.69426477,0.7875757,0.7581747,1.0248032
9,RNF223,0.37964165,1.9461471,0.38291946,1.9455293
10,C1orf159,0.66988206,0.72854304,0.6898918,0.7601707
11,TTLL10,0.46614742,0.47900316,0.47109672,0.4778527
12,TNFRSF18,0.5350829,3.4713697,0.5439417,1.3775165
13,TNFRSF4,0.55856776,3.7856565,0.5686678,3.785929
14,SDF4,0.69753945,0.8128432,0.83128184,0.8058708
15,B3GALT6,0.6685244,0.7724202,0.6954495,5.93345
16,UBE2J2,0.6893363,0.75875443,0.73699486,0.84567
17,SCNN1D,0.66061723,0.69210154,0.6815593,5.693276
18,ACAP3,0.6970556,0.7898331,0.76796454,0.8400538
19,PUSL1,0.6479575,5.356188,0.6641104,1.2208502
20,CPTP,0.68378955,6.5072503,0.7199793,0.7414892
21,TAS1R3,0.55061597,0.57893777,0.56217295,0.5930018
22,DVL1,0.6973045,0.7839446,0.7970562,0.8045483
23,MXRA8,0.6949619,0.7666065,0.73817766,0.78635633
24,AURKAIP1,0.6942055,0.7759997,0.76334774,0.78657657
25,CCNL2,0.69551164,0.7922897,0.86868834,3.4746938
26,MRPL20,0.690073,0.7773443,0.729306,0.87744737
27,ANKRD65,0.632849,0.679382,0.6466321,4.809611
28,TMEM88B,0.33685768,1.6191939,0.34039244,0.37379977
29,VWA1,0.688393,1.0790721,0.73468727,0.74657464
30,ATAD3C,0.58919203,4.24048,0.60063463,0.6286032
31,ATAD3B,0.67910504,6.2951646,0.70750743,0.85262626
32,ATAD3A,0.67562497,0.7754445,0.6983868,6.1721125
33,TMEM240,0.59749997,0.6728347,0.60887456,3.2064812
34,SSU72,0.6970424,0.83538634,0.7880171,7.602928
35,MIB2,0.69531226,0.81172955,0.7904625,7.254301
36,MMP23B,0.4721472,0.48644775,0.480305,0.4925117
37,CDK11B,0.6905565,0.7415743,0.7479068,0.7756889
38,SLC35E2B,0.69428027,0.80682397,0.7475283,0.8541486
39,CDK11A,0.6811777,0.747601,0.7089908,0.7664745
40,SLC35E2,0.62943363,0.6910608,0.64249396,4.943546
41,NADK,0.69476885,0.8337926,0.77047807,2.8491068
42,GNB1,0.69382364,0.8074078,0.8335448,0.81476444
43,CALML6,0.50748163,0.52902997,0.5160421,3.155292
44,TMEM52,0.55124974,3.6815405,0.5601038,3.6793163
45,GABRD,0.5305412,3.4249413,0.5392932,0.55488837
46,PRKCZ,0.6439613,0.6803566,0.6594341,5.2485976
47,SKI,0.698058,0.7856554,0.8416642,0.8109549
48,MORN1,0.63123375,0.67117774,0.64493823,4.9769382
49,RER1,0.69588494,0.9495621,0.75671273,0.80001616
50,PEX10,0.66230613,0.7059626,0.68357974,5.7363534
51,PLCH2,0.649492,5.382074,0.66736287,5.3865337
52,PANK4,0.6811367,0.727348,0.73666155,6.4010525
53,HES5,0.45514905,0.4834209,0.46253598,0.47256094
54,TNFRSF14,0.691859,0.77307653,0.75646806,6.9299145
55,FAM213B,0.67225176,0.7178735,0.69034606,5.548573
56,MMEL1,0.4762638,0.49416718,0.48449266,2.8167548
57,TTC34,0.57268274,3.671827,0.58387,0.59807444
58,ACTRT2,0.14653312,0.5099864,0.1556471,0.371465
59,PRDM16,0.64088064,5.199054,0.65525603,0.67539394
60,ARHGEF16,0.622225,0.81450766,0.6338334,0.6573096
61,MEGF6,0.6869591,3.5714831,0.72108036,6.5954084
62,TPRG1L,0.69581103,0.83043534,0.7857157,0.7961787
63,WRAP73,0.6723854,0.8074405,0.69501907,4.154243
64,TP73,0.52637005,3.3714797,0.5365971,3.3738964
65,CCDC27,0.21073921,0.83205533,0.21433143,0.82783276
66,SMIM1,0.54496783,0.59209734,0.5566916,0.5732095
67,LRRC47,0.6937673,0.7557866,0.7495949,0.8121722
68,CEP104,0.68557703,0.7593191,0.7191061,0.7547922
69,DFFB,0.6487245,0.6784613,0.66448385,0.6820795
70,C1orf174,0.6726399,0.7464173,0.6986681,0.7559583
71,AJAP1,0.5866443,0.60849154,0.59821105,4.200051
72,NPHP4,0.6705359,5.9972825,0.6910889,5.99881
73,KCNAB2,0.6877947,0.752555,0.73441416,0.75655586
74,CHD5,0.6124256,0.6336701,4.6298575,4.637591
75,RPL22,0.6958456,0.8198452,0.8532414,0.8246174
76,RNF207,0.66372305,5.7792454,0.6829514,5.776576
77,ICMT,0.6942602,0.7779658,0.74788845,0.82349485
78,GPR153,0.6634479,5.0770617,0.6814097,5.7765994
79,ACOT7,0.67602503,0.72401154,0.70119023,6.18427
80,HES2,0.4216815,0.46429172,0.4270736,0.4506412
81,ESPN,0.5834527,4.140373,0.5931885,4.145697
82,TNFRSF25,0.6621967,0.7151106,0.6800447,5.738642
83,PLEKHG5,0.6856749,0.74388355,0.7255663,0.77566886
84,NOL9,0.67654234,0.71986055,0.7033067,1.32021
85,TAS1R1,0.4190539,2.2736263,0.42595083,2.1490393
86,ZBTB48,0.6775721,0.7219401,0.70285445,6.249989
87,KLHL21,0.69692636,0.79214865,0.8013516,0.8572638
88,PHF13,0.6830227,6.441503,0.73278505,0.863948
89,THAP3,0.6666127,0.76359487,0.68763554,5.8760667
90,DNAJC11,0.6812328,6.3930964,0.70759493,0.802624
91,CAMTA1,0.686345,0.73776007,0.7166239,0.77144694
92,VAMP3,0.6972561,0.8178106,0.8132208,0.8282161
93,PER3,0.681391,0.7402952,0.70961124,0.74569863
94,UTS2,0.21786268,0.85430074,0.25515327,0.86772114
95,TNFRSF9,0.3645548,0.41947663,0.37381014,1.5714625
96,PARK7,0.69737315,0.78697604,0.8047835,7.829885
97,ERRFI1,0.6977734,0.7805212,0.7826321,0.8409323
98,SLC45A1,0.6281369,2.7253315,0.6419456,1.0429189
99,RERE,0.6971755,0.808686,0.8329532,0.85331696
100,ENO1,0.6872186,0.8243976,0.86472374,0.8467568
101,CA6,0.24244207,1.0045112,0.24400705,0.5398231
102,SLC2A5,0.6328212,0.6644923,0.64750904,0.67702013
103,GPR157,0.6534407,4.351431,0.67076266,5.484644
104,H6PD,0.697818,0.8015158,0.7928703,0.79675376
105,SPSB1,0.68376034,0.7366751,0.71327174,0.74568653
106,SLC25A33,0.65401024,0.698271,0.67165345,0.755649
107,TMEM201,0.67253816,0.7283702,0.7002799,6.0592284
108,PIK3CD,0.67602706,0.72086334,0.7009368,1.2550354
109,CLSTN1,0.69720244,0.800328,0.80420655,0.83752656
110,CTNNBIP1,0.68516374,0.76166415,0.71907794,0.7909943
111,LZIC,0.66739523,0.85417366,0.69028735,0.87282944
112,NMNAT1,0.6483184,0.68504167,0.6638417,5.3724365
113,RBP7,0.6396856,5.180039,0.655574,0.7129287
114,UBE4B,0.6951096,0.7807306,0.764844,0.83899146
115,KIF1B,0.69734913,0.7683588,0.76637554,7.7254963
116,PGD,0.69706255,0.8050605,0.7661941,7.278532
117,CORT,0.5249639,3.358161,0.5339635,3.3587155
118,DFFA,0.68602353,0.7526305,0.7166322,0.7558092
119,PEX14,0.6777316,0.76011336,0.69942963,0.81252897
120,CASZ1,0.6630666,0.7058307,0.68158793,0.7879561
121,C1orf127,0.42712563,0.44501516,0.43369117,0.83882254
122,TARDBP,0.69789004,0.8000828,0.84983546,0.80913806
123,MASP2,0.6121131,4.621953,0.6252824,0.66067797
124,SRM,0.6918982,0.968203,0.7390256,0.7835524
125,EXOSC10,0.693764,0.7880231,0.80980706,0.7750851
126,MTOR,0.69546914,0.76667446,0.75690097,0.91655797
127,ANGPTL7,0.5740652,0.63678885,0.5845681,0.6010008
128,UBIAD1,0.6701028,5.9863653,0.6915177,0.7317367
129,FBXO2,0.65466917,0.6816955,0.67215437,5.1353254
130,FBXO44,0.6895535,0.74755436,0.7363623,6.802644
131,FBXO6,0.65140224,0.695095,0.6691439,0.7217999
132,MAD2L2,0.67480206,0.7202873,0.7037268,6.098673
133,DRAXIN,0.45100704,2.56547,0.46103022,2.5698795
134,AGTRAP,0.68227315,6.4259567,0.71804196,6.424668
135,C1orf167,0.23639117,0.9755995,0.27200615,0.41793033
136,MTHFR,0.689899,0.75850654,0.7401739,6.8287787
137,CLCN6,0.69212276,0.7607586,0.7558427,6.96277
138,NPPA,0.5643725,3.8738458,0.57518333,0.59405804
139,NPPB,0.37975848,1.9489983,0.38616288,1.9424019
140,KIAA2013,0.693465,1.3244445,0.75383973,4.8151784
141,PLOD1,0.6956654,7.3390164,0.7552104,2.7093532
142,MFN2,0.6973797,0.80085266,0.7681473,0.81467026
143,MIIP,0.68302476,6.4457717,0.7111147,1.0131843
144,TNFRSF8,0.5466785,3.6267357,0.55497736,3.6232185
145,TNFRSF1B,0.6915809,6.829752,0.7414433,0.7674203
146,VPS13D,0.69738746,0.77911335,0.7861664,0.8164947
147,DHRS3,0.6941141,0.7963338,0.7496861,0.8055996
148,AADACL4,0.22008494,0.88362366,0.8807635,0.883137
149,AADACL3,0.14914016,0.51557493,0.17686757,0.51819843
150,C1orf158,0.22614129,0.57278657,0.23566747,0.6870201
151,HNRNPCL1,0.22801042,0.9232003,0.23863167,0.49183422
152,LRRC38,0.41487515,2.2424185,0.42180994,0.4625409
153,PDPN,0.6614636,0.6869176,0.67811835,0.85429156
154,PRDM2,0.69556695,0.7959891,0.7690265,0.7827447
155,KAZN,0.6784359,0.73566574,0.7017727,6.2122636
156,TMEM51,0.64960295,2.1840372,0.66527945,0.6877367
157,FHAD1,0.4813519,1.7232318,0.4901121,0.5097326
158,EFHD2,0.69511515,0.773788,0.7603294,0.7668591
159,CTRC,0.48941696,2.9564884,0.49628937,0.51492006
160,CELA2A,0.3991979,0.42069313,0.40270746,0.42778087
161,CELA2B,0.33390102,1.6012583,0.3430187,1.6021668
162,CASP9,0.6746067,0.72039455,0.6951524,6.1341066
163,DNAJC16,0.67570823,6.18416,0.6971843,0.732514
164,AGMAT,0.4964366,3.0330017,0.5065708,3.033826
165,DDI2,0.6895949,0.7735301,0.7399385,0.7739368
166,PLEKHM2,0.697837,0.80682254,0.837168,0.86044204
167,SLC25A34,0.6334252,0.7003542,0.6481491,0.6663624
168,TMEM82,0.20830423,0.81793225,0.22061501,0.8204118
169,FBLIM1,0.68479806,0.7419753,0.71231544,6.523115
170,UQCRHL,0.6286275,0.6547892,0.64304286,4.1517787
171,SPEN,0.6973405,0.79040986,0.80022055,7.7868295
172,ZBTB17,0.68816674,2.8490622,0.724007,0.7688943
173,C1orf64,0.34922484,0.37499556,0.3547657,1.7068739
174,HSPB7,0.6904407,0.7723068,0.72802216,6.863223
175,CLCNKA,0.53829294,3.522899,0.5474632,3.5238674
176,CLCNKB,0.48043564,2.609751,0.4897097,0.49678892
177,FAM131C,0.5117376,3.209996,0.5216539,0.5299096
178,EPHA2,0.67652375,0.71650064,0.701699,0.85621035
179,ARHGEF19,0.64703166,5.0884647,0.66164654,5.3353972
180,RSG1,0.6019645,0.62156767,0.6144655,4.449372
181,FBXO42,0.68914235,0.7509681,0.7378797,6.7867637
182,SZRD1,0.6963718,0.7743752,0.77907014,1.1993492
183,SPATA21,0.3247698,1.5324832,0.3435281,1.5369955
184,NECAP2,0.6906685,0.7793736,0.72477794,6.837839
185,NBPF1,0.6690103,5.943744,0.6915007,5.943229
186,CROCC,0.6901659,0.7632164,0.73566836,0.7989563
187,MFAP2,0.61624926,3.824464,0.62656987,4.6950307
188,ATP13A2,0.6901689,0.7788691,0.7405456,0.9760047
189,SDHB,0.6933705,0.7797306,0.7614356,0.83121043
190,PADI2,0.6583672,5.6347785,0.6769459,5.6360207
191,PADI1,0.41782534,2.2674007,0.42424127,2.268585
192,PADI3,0.25226495,1.0693066,0.25604483,0.3577107
193,PADI4,0.47649664,0.5178164,0.4876418,0.978732
194,PADI6,0.11475946,0.36262357,0.36155608,0.29881012
195,RCC2,0.69114757,0.8496595,0.7359297,0.7718406
196,ARHGEF10L,0.69544655,0.8015591,0.74994975,0.9180124
197,ACTL8,0.13370448,0.44873285,0.4461424,0.44954354
198,IGSF21,0.57958734,4.081138,0.58929247,0.61128837
199,KLHDC7A,0.38170877,0.6412247,0.38838533,0.4831556
200,PAX7,0.26467884,0.32640684,0.27113923,1.1386606
201,TAS1R2,0.14031523,0.47729886,0.15573859,0.47878715
202,ALDH4A1,0.6863067,0.7511655,0.72096753,6.616974
203,IFFO2,0.68517655,0.74999183,0.7243518,0.7576662
204,UBR4,0.69585824,0.8636081,0.8155453,0.8877054
205,EMC1,0.6901518,0.7500737,0.7393585,6.8581543
206,MRTO4,0.6802675,0.76727974,0.70563924,0.86162376
207,AKR7A3,0.5788953,4.0838947,0.5904486,0.6089544
208,AKR7A2,0.68347275,0.7385097,0.7159983,0.8035487
209,PQLC2,0.6683375,2.1338603,0.69248426,0.76290244
210,CAPZB,0.69685227,0.90316296,0.8570498,0.84625
211,MINOS1,0.6923023,5.6089287,0.7717166,0.8165182
212,NBL1,0.6974156,0.7616612,0.7942242,0.8965077
213,HTR6,0.2931945,1.3192506,0.30289257,0.324412
214,TMCO4,0.66829735,0.7128309,0.69611734,5.9173393
215,RNF186,0.18707015,0.71252704,0.20526677,0.6484424
216,OTUD3,0.6762438,6.1860533,0.69930816,1.0292498
217,PLA2G2A,0.6679599,5.9059186,0.6852315,5.9055233
218,PLA2G5,0.60727316,4.545642,0.6190888,0.6597925
219,PLA2G2D,0.2597734,1.1083865,0.26257497,1.1137276
220,PLA2G2F,0.24530792,1.0275941,0.25496346,1.0331265
221,PLA2G2C,0.30058986,1.3693568,0.30632246,1.3705621
222,UBXN10,0.5999347,0.6165615,0.61237216,4.41027
223,VWA5B1,0.339401,0.35250893,0.34857786,0.36380008
224,CAMK2N1,0.6871056,6.676764,0.7182991,0.77196455
225,MUL1,0.6834772,0.75230336,0.70719457,0.79654187
226,FAM43B,0.53830194,1.8957075,0.5489823,0.5624687
227,CDA,0.6128314,0.6524458,0.6249974,0.66378564
228,PINK1,0.68669766,0.7716835,0.72476983,0.7710357
229,DDOST,0.6974789,0.78035617,0.7937788,0.80527323
230,KIF17,0.60880905,4.5673275,0.62297237,0.6335788
231,SH2D5,0.51662856,0.5282169,0.526953,0.55374175
232,HP1BP3,0.6961116,0.83642995,0.8571266,0.8813104
233,EIF4G3,0.6972277,0.7704222,0.79916024,0.7857675
234,ECE1,0.6986491,0.7877896,0.76827526,7.9504876
235,NBPF3,0.6345068,0.66363925,0.65244824,5.0637097
236,ALPL,0.66553676,1.0876245,0.6847906,5.8140197
237,RAP1GAP,0.6628791,5.765393,0.6818031,0.710026
238,USP48,0.6946138,0.7539169,0.79697657,0.8560544
239,LDLRAD2,0.5900325,4.2512646,0.60080576,4.2526574
240,HSPG2,0.6976272,0.8141602,0.81909555,0.8339928
241,CELA3B,0.4182327,2.2730706,0.4242364,2.2730522
242,CELA3A,0.4733925,0.67511153,0.4817453,2.165391
243,CDC42,0.6979519,0.78363496,0.8217703,0.8837009
244,WNT4,0.57680255,4.0430045,0.58607715,4.042252
245,ZBTB40,0.6922038,0.7748488,0.75510234,0.79923797
246,EPHA8,0.3769728,1.9183189,0.38911942,1.9215235
247,C1QA,0.6749367,0.74545074,0.69958496,6.1434436
248,C1QC,0.67501223,0.764327,0.6996458,0.74408555
249,C1QB,0.68140626,0.77465487,0.71380556,0.8830708
250,EPHB2,0.62912726,4.9507375,0.6435029,0.7528836
251,C1orf234,0.21755454,0.8685375,0.24859156,0.86718106
252,KDM1A,0.6937408,0.7700953,0.7515647,0.82549435
253,LUZP1,0.68807524,4.9737797,0.72157234,2.8001878
254,HTR1D,0.31715086,1.4840952,0.3215907,0.36088678
255,HNRNPR,0.69752413,0.7990805,0.7717384,0.79689914
256,ZNF436,0.6750435,0.7360036,0.7186379,0.730822
257,TCEA3,0.67884123,6.2922473,0.70596653,6.291885
258,ASAP3,0.68889517,0.7608307,0.7620957,0.77248245
259,E2F2,0.52262276,3.0587156,0.53056216,0.5411875
260,ID3,0.69424444,0.94711834,0.7529123,2.556943
261,MDS2,0.29542586,1.3292686,0.29968446,1.3353388
262,RPL11,0.68721104,0.8292307,0.8623598,0.8475268
263,PITHD1,0.6927757,0.7549189,0.74098545,0.85160565
264,LYPLA2,0.68858355,0.76890045,0.73636967,0.7752978
265,GALE,0.6642021,0.73036885,0.68185526,0.73890126
266,HMGCL,0.68439746,0.99083304,0.70930266,6.523707
267,FUCA1,0.67514557,0.7203947,0.69848657,2.8796437
268,CNR2,0.31763408,1.4814556,0.33223492,0.3449267
269,PNRC2,0.69450724,0.75796854,0.7406795,0.7849591
270,SRSF10,0.6964966,0.83360624,0.7855635,0.8052863
271,MYOM3,0.5647084,0.6080858,0.5768965,3.8711615
272,IL22RA1,0.5285048,0.55842793,0.5353499,2.4213254
273,IFNLR1,0.5980127,4.3838663,0.61020917,0.8872669
274,GRHL3,0.48093992,2.8672416,2.869786,0.6144721
275,STPG1,0.64618397,0.67967206,0.6621026,5.304148
276,NIPAL3,0.6829868,0.73032916,0.72081643,0.77860206
277,RCAN3,0.65923285,5.65116,0.68178517,0.949607
278,NCMAP,0.4890202,0.54344887,0.49718803,0.5552355
279,SRRM1,0.6976801,0.8333078,0.80510765,0.8252054
280,CLIC4,0.698199,1.0764256,0.8286458,0.92228633
281,RUNX3,0.6290016,4.936857,0.6438693,0.6748628
282,SYF2,0.6918536,5.039193,0.7515535,0.76685166
283,RSRP1,0.6975014,0.81259894,0.79513574,0.812829
284,RHD,0.4649778,0.48455253,0.47573102,1.8493915
285,TMEM50A,0.6972973,0.75510806,0.76974726,0.8102142
286,RHCE,0.48496738,0.50821,0.49327368,0.51401365
287,TMEM57,0.68353844,3.259075,0.719599,0.92599785
288,LDLRAP1,0.6870777,0.8161807,0.72043145,0.7874491
289,MAN1C1,0.67779624,0.72491014,0.7043313,1.6750839
290,MTFR1L,0.6953413,7.2191477,0.7610286,0.80795187
291,AUNIP,0.507053,3.1473274,0.5168387,0.5395554
292,PAQR7,0.6621763,5.7145457,0.68367857,0.7115964
293,STMN1,0.693408,0.78279036,0.72972894,7.058411
294,PAFAH2,0.6652001,0.70947534,0.68543273,0.7040908
295,EXTL1,0.58316255,0.6001727,0.5935184,0.62113535
296,SLC30A2,0.4310931,0.4818635,0.43768236,0.4506855
297,TRIM63,0.5355548,0.5793389,0.54373246,0.5588855
298,PDIK1L,0.6459064,0.69283426,0.6607402,0.7903771
299,FAM110D,0.6111181,4.606151,0.6226762,0.65951335
300,CNKSR1,0.6394362,2.3759696,0.65464604,0.68590677
301,CATSPER4,0.20905606,0.82072437,0.23659968,0.8185885
302,CEP85,0.67116916,4.5984306,0.69321805,5.966425
303,SH3BGRL3,0.6963419,0.7781435,0.7631291,0.81612945
304,UBXN11,0.6799042,0.7268502,0.7166642,0.7771744
305,CD52,0.58573353,4.1802316,0.59638965,0.61236435
306,AIM1L,0.4821248,1.6418298,0.4885157,2.0249472
307,ZNF683,0.3802234,1.9491757,0.38435507,0.4488289
308,LIN28A,0.18581712,0.6983764,0.21841748,0.4270414
309,DHDDS,0.6865073,0.7710361,0.72046745,0.9100323
310,HMGN2,0.69787186,0.85058,0.8056245,0.84606034
311,RPS6KA1,0.67549086,0.7205693,0.69629323,0.8033111
312,ARID1A,0.69739336,0.78876454,0.8084856,0.77371
313,PIGV,0.6631199,0.7097469,0.68115723,0.8078425
314,ZDHHC18,0.6892519,0.7704249,0.74066234,0.7553503
315,SFN,0.6108734,3.1189597,0.62307966,0.6797098
316,GPN2,0.68169713,0.79258126,0.7171105,0.738133
317,GPATCH3,0.65950495,5.6660185,0.67880774,5.666105
318,NUDC,0.6982506,0.7706907,0.80810213,0.8345302
319,NR0B2,0.3415327,1.6583143,0.34878874,0.6366849
320,KDF1,0.49716938,0.54284257,0.50565386,0.5214471
321,TRNP1,0.6638942,0.71125907,0.68196523,0.713417
322,FAM46B,0.6523812,5.462359,0.6661897,0.73185796
323,SLC9A1,0.6882711,6.7079115,0.72644496,0.777375
324,WDTC1,0.69745636,0.8328042,0.78108484,0.78789264
325,TMEM222,0.6884805,0.7703956,0.71611476,0.7679279
326,SYTL1,0.63788533,0.6693943,0.6517093,1.5524334
327,MAP3K6,0.6950771,0.77531165,0.78721434,7.198774
328,FCN3,0.5788389,4.075463,0.58934426,4.071223
329,CD164L2,0.3884906,2.0180774,0.39885122,2.0141299
330,GPR3,0.5409526,0.9925182,0.55188286,0.57278806
331,WASF2,0.6975438,0.7989586,0.79592454,0.89942265
332,AHDC1,0.694734,0.7676074,0.75462973,0.8563468
333,FGR,0.6647017,5.810337,0.68349034,1.719554
334,IFI6,0.68609715,6.5711994,0.7229696,6.5708885
335,FAM76A,0.6674607,0.7226636,0.68986887,5.895464
336,STX12,0.6946416,7.2001386,0.76364255,0.79149544
337,PPP1R8,0.68473166,0.7646501,0.71440846,0.79899913
338,THEMIS2,0.6701233,5.970818,0.69438815,5.971763
339,RPA2,0.68665135,0.74863994,0.7264249,0.7768986
340,SMPDL3B,0.48106998,2.8648767,0.4897884,0.49412903
341,XKR8,0.6580598,5.616501,0.6754377,5.6168795
342,EYA3,0.68158054,0.7295279,0.70857006,6.41902
343,PTAFR,0.62621665,0.6540878,0.64081234,0.6867877
344,DNAJC8,0.69550544,0.7871119,0.7701337,7.2758355
345,ATPIF1,0.6939111,0.8192928,0.75335,0.81706405
346,SESN2,0.67493594,0.7290294,0.69252294,0.7396886
347,MED18,0.64601856,0.67149407,0.66122866,0.6860586
348,PHACTR4,0.6888058,0.77753806,0.7322578,0.78902996
349,RCC1,0.6711638,0.7363581,0.6927524,0.7418049
350,TRNAU1AP,0.6696629,0.72316146,0.69322217,5.962111
351,TAF12,0.66969085,0.73286843,0.6933282,0.8628834
352,RAB42,0.5226319,2.9915667,0.5316321,0.5644763
353,GMEB1,0.66143924,3.2813406,0.6795752,0.7159672
354,YTHDF2,0.6932756,0.77871895,0.76250434,0.768276
355,OPRD1,0.44570827,2.5174222,0.45438957,0.46609682
356,EPB41,0.6865209,6.6515713,0.73150754,0.7535565
357,TMEM200B,0.6358192,3.4828153,0.6503417,0.6782322
358,SRSF4,0.69758695,0.7850243,0.81058425,0.797906
359,MECR,0.67165416,1.0133135,0.69248086,0.7417134
360,PTPRU,0.6809726,0.7510055,0.7062803,0.72944164
361,MATN1,0.42298806,0.94187045,0.433416,1.3049357
362,LAPTM5,0.691391,1.0038896,0.74246764,6.9339485
363,SDC3,0.6955281,0.763765,0.75376576,0.81109804
364,PUM1,0.6963303,0.78686917,0.7710327,0.8156024
365,NKAIN1,0.48024198,0.53654635,0.48887315,2.733289
366,SNRNP40,0.67725986,6.2215486,0.7027801,6.2220254
367,ZCCHC17,0.68143517,0.7410746,0.70691335,0.79108846
368,FABP3,0.66208243,0.71626866,0.6819395,0.71399057
369,SERINC2,0.6608176,0.7029097,0.6794217,0.7143882
370,TINAGL1,0.69636136,0.7852819,0.7580197,0.80771434
371,HCRTR1,0.38538647,1.992005,0.3933843,0.4351588
372,PEF1,0.69436413,0.77497387,0.762201,0.7888312
373,COL16A1,0.6968014,0.7804194,0.7786119,0.7930362
374,SPOCD1,0.53057796,3.426263,0.54072446,3.4295075
375,PTP4A2,0.69749093,0.8727817,0.79148734,0.8642679
376,KHDRBS1,0.6987405,0.79460144,0.7766059,0.83818054
377,TMEM39B,0.66312504,5.763795,0.684475,5.763853
378,KPNA6,0.6961532,0.790503,0.7583107,0.8074667
379,TXLNA,0.6966819,0.8110808,0.7702454,7.450302
380,CCDC28B,0.63224036,5.0129414,0.64703774,5.0113955
381,IQCC,0.61002654,4.0087914,0.6213042,0.64001346
382,DCDC2B,0.3961258,2.0819597,0.40275145,0.54152846
383,TMEM234,0.6600138,5.678743,0.6775243,0.74278384
384,EIF3I,0.6982987,0.82651836,0.78773254,0.8389838
385,FAM167B,0.59311557,0.63638455,0.60664165,4.302088
386,LCK,0.5637605,0.5938456,0.5744391,3.8592577
387,HDAC1,0.69458395,0.818975,0.7367461,0.83735967
388,MARCKSL1,0.6924466,0.73777956,0.73978037,6.863365
389,TSSK3,0.6351838,4.9389133,0.6518251,5.0767837
390,FAM229A,0.6042115,4.47663,0.61664844,0.73327345
391,BSDC1,0.69721407,0.76734453,0.7802198,7.4960275
392,ZBTB8B,0.41344506,0.43186012,0.4197118,2.224211
393,ZBTB8A,0.6459525,5.3085465,0.660075,0.7355401
394,ZBTB8OS,0.6659252,0.7191433,0.68451566,5.8467593
395,RBBP4,0.69729275,0.77477026,0.79214096,0.7954878
396,SYNC,0.6014564,0.64668536,0.61256737,0.6984565
397,KIAA1522,0.6879709,1.3580596,0.7320701,0.789295
398,YARS,0.6963195,0.7743923,0.7686694,0.8066408
399,S100PBP,0.6850935,0.7389004,0.71410793,0.7912345
400,FNDC5,0.62940025,4.953497,0.6457885,0.6911671
401,HPCA,0.5051721,1.5274479,3.1293452,3.130058
402,TMEM54,0.6619837,0.7045498,0.68305165,0.71143657
403,RNF19B,0.6801682,0.7254746,0.70424825,6.342225
404,AK2,0.6963971,0.7728501,0.760952,0.7995188
405,AZIN2,0.64462644,1.2242975,0.66058564,0.69731826
406,TRIM62,0.6580772,5.615759,0.6770808,5.616613
407,ZNF362,0.6847678,0.7953331,0.7197017,0.8195049
408,A3GALT2,0.28339252,0.34052977,1.2509035,0.34913516
409,PHC2,0.696924,0.88774085,0.8210643,0.869677
410,ZSCAN20,0.5943791,4.319319,0.6052399,1.053107
411,CSMD2,0.5744388,4.0144553,0.5849395,0.6088581
412,HMGB4,0.19934195,0.77198625,0.20311025,0.75836265
413,C1orf94,0.25515744,1.0848721,1.0814985,0.41329965
414,SMIM12,0.6849229,6.5494785,0.71843976,0.7533939
415,GJB5,0.47194612,2.7750404,0.47973523,0.49337354
416,GJB4,0.32637492,1.550564,0.3318133,1.5521578
417,GJB3,0.50250715,3.1016161,0.5107857,0.5165815
418,GJA4,0.6644723,5.797412,0.68472165,0.72382665
419,DLGAP3,0.5629602,1.3237498,0.5731032,0.8003616
420,ZMYM6,0.6827944,6.451755,0.7165988,1.3676498
421,ZMYM1,0.6479409,0.7122841,0.6633548,0.6827793
422,SFPQ,0.6944239,0.814118,0.8334814,0.86656904
423,ZMYM4,0.6905959,2.6575618,0.73385453,0.76918805
424,KIAA0319L,0.69576615,0.772654,0.7806791,0.83321166
425,NCDN,0.692261,0.75283605,0.7535312,0.78790146
426,TFAP2E,0.59427184,4.322739,0.6057732,4.324462
427,PSMB2,0.69519454,0.8009239,0.73936224,7.147922
428,C1orf216,0.6799228,0.7293388,0.70642287,0.75159675
429,CLSPN,0.4805263,0.495684,0.4853925,0.76156783
430,AGO4,0.69077516,3.177062,0.7410524,0.78585845
431,AGO1,0.6915267,6.9541693,0.7340174,0.8614757
432,AGO3,0.6864453,0.7569168,0.72586125,0.7618811
433,TEKT2,0.48258337,2.883966,0.49205938,0.5170134
434,ADPRHL2,0.67985344,1.8378748,0.70726115,0.8618191
435,COL8A2,0.65380025,0.7133358,0.67565566,0.7068306
436,TRAPPC3,0.69073313,0.8078217,0.7272539,1.7859039
437,MAP7D1,0.697081,0.88562316,0.8192642,0.85481673
438,THRAP3,0.69755244,0.78529906,0.80962867,0.82408017
439,SH3D21,0.6478529,0.6776634,0.6626792,5.359334
440,EVA1B,0.6427751,0.6897908,0.65823567,0.83884877
