,0,100recon _recon 10recon _recon 1000,100recon _recon 20recon _recon 1000,200recon _recon 10recon _recon 1000,200recon _recon 20recon _recon 1000
12608,FBXL16,0.64036417,0.6986336,0.65541047,5.175114
12609,METRN,0.6787089,0.7683916,0.71077085,6.296696
12610,FAM173A,0.65767545,0.71342564,0.6767681,0.7626153
12611,CCDC78,0.56892604,3.9324598,0.57861155,0.8708472
12612,HAGHL,0.642189,0.9663146,0.65831,0.70387834
12613,NARFL,0.6806834,1.0687635,0.7080065,0.7540039
12614,MSLN,0.4905431,2.969813,0.49996123,0.8016835
12615,MSLNL,0.24665634,1.0311298,1.0285774,0.6084842
12616,RPUSD1,0.6712505,0.74816763,0.6925953,0.7316161
12617,CHTF18,0.6662741,0.7077926,0.6843052,0.71115035
12618,GNG13,0.2363428,0.96849704,0.23991561,0.9718895
12619,PRR25,0.27328846,1.1938447,0.27730846,1.1934468
12620,LMF1,0.67092705,6.011528,0.69014955,4.050695
12621,SOX8,0.6325048,0.6525159,0.6482519,5.0218587
12622,SSTR5,0.31113732,1.449779,0.31531835,0.41568547
12623,C1QTNF8,0.2658931,0.30900896,0.26735285,1.1489015
12624,CACNA1H,0.6903527,0.7681911,0.7528344,0.78520757
12625,TPSG1,0.46100748,0.47756925,0.46860898,2.669473
12626,TPSB2,0.6124246,0.73719716,0.62122977,0.7108193
12627,TPSAB1,0.60725856,4.279199,0.61698127,0.6474667
12628,TPSD1,0.52099836,0.5319744,0.52959365,3.3077273
12629,UBE2I,0.6956371,0.79049873,0.74272275,1.019731
12630,BAIAP3,0.65656376,5.5697193,0.67465997,5.5682635
12631,TSR3,0.6840979,0.75034094,0.70847464,6.5235987
12632,GNPTG,0.69080293,0.7614714,0.7413765,2.41323
12633,UNKL,0.6792371,0.7388389,0.70993596,6.3147593
12634,C16orf91,0.6426123,0.677076,0.65725666,0.6954636
12635,CCDC154,0.56858784,3.931947,0.5797641,3.9318836
12636,CLCN7,0.6925389,0.8071007,0.7398313,0.81549466
12637,PTX4,0.30590022,1.4051867,0.31936353,0.3379246
12638,TELO2,0.69000185,0.7903827,0.7376176,6.8270884
12639,IFT140,0.68062615,0.7289665,0.70798993,0.76177824
12640,TMEM204,0.68146133,0.7489324,0.7083223,0.78256524
12641,HN1L,0.68968785,6.813002,0.7279239,1.0051365
12642,MAPK8IP3,0.698,0.8214523,0.81986845,0.8391179
12643,NME3,0.68814397,0.7780745,0.72815937,0.7800588
12644,MRPS34,0.68692786,0.7681066,0.7586652,0.77208066
12645,EME2,0.68098944,0.72243726,0.7073874,6.3864007
12646,SPSB3,0.6773749,4.830652,0.7001839,0.9449771
12647,NUBP2,0.68865263,0.7494057,0.74326044,0.7735298
12648,IGFALS,0.5110633,3.1978796,0.519044,0.5372771
12649,HAGH,0.6906174,0.7627256,0.7266352,0.76348233
12650,FAHD1,0.66786164,0.71465623,0.6921927,0.72298634
12651,MEIOB,0.34889168,1.709246,0.35762298,1.7097554
12652,HS3ST6,0.34709373,1.6974235,0.34935325,0.9358676
12653,MSRB1,0.6834066,6.477243,0.71580815,0.8629674
12654,RPL3L,0.49217737,2.9899056,0.5026153,2.9829206
12655,NDUFB10,0.69414884,0.7756145,0.77444106,7.1504574
12656,RPS2,0.6837654,0.82026815,0.86629385,0.8633494
12657,RNF151,0.24539116,0.5731012,0.29200947,0.31345025
12658,TBL3,0.68837297,0.76970315,0.7454464,6.7061815
12659,GFER,0.6592808,0.7241094,0.67600656,0.70653176
12660,SYNGR3,0.56771415,0.5963892,0.5780637,0.8143
12661,ZNF598,0.68939584,0.77921134,0.7341242,0.8379524
12662,NPW,0.39476502,0.40640253,0.40360224,2.0720663
12663,SLC9A3R2,0.6957288,0.77075917,0.74913484,0.78833634
12664,NTHL1,0.647237,0.7366775,0.6629501,0.7000983
12665,TSC2,0.6974589,0.9423898,0.8349562,0.81943583
12666,PKD1,0.69713473,0.9188705,0.85140073,1.1370777
12667,RAB26,0.56997585,3.0012517,0.57969254,0.59150124
12668,TRAF7,0.693984,0.7669475,0.75641924,0.79257035
12669,CASKIN1,0.56650835,3.896613,0.57737947,3.8959918
12670,MLST8,0.6865802,0.738704,0.74388355,0.78089136
12671,BRICD5,0.65314996,0.7364802,0.6714097,0.6963734
12672,PGP,0.67424446,6.1273503,0.6989495,6.126182
12673,E4F1,0.68562907,0.772483,0.72388965,0.8476966
12674,DNASE1L2,0.5584237,0.6058868,0.56779474,0.6198949
12675,ECI1,0.68707967,0.7617266,0.7316654,6.6748753
12676,RNPS1,0.6978294,0.79942584,0.7799227,0.83011085
12677,ABCA3,0.6856737,0.73795253,0.720074,0.7435446
12678,CCNF,0.6197781,4.7590485,0.6302225,0.6502549
12679,C16orf59,0.53328896,0.548126,0.541041,0.55532116
12680,NTN3,0.32136437,1.5109949,0.32719094,0.5605205
12681,TBC1D24,0.67635995,0.75479794,0.704883,0.7390918
12682,ATP6V0C,0.69736356,0.7869237,0.8010979,0.8413171
12683,AMDHD2,0.66856384,0.70849484,0.6887274,5.924727
12684,PDPK1,0.6892754,0.74980813,0.73178697,0.78255105
12685,KCTD5,0.677716,0.72908854,0.70320284,1.7946148
12686,PRSS27,0.5725793,0.62240654,0.5815213,1.1062697
12687,SRRM2,0.66987276,0.8450037,0.87042105,1.0222831
12688,PRSS33,0.20322186,0.78469276,0.21331316,0.4479226
12689,PRSS21,0.4040767,0.41826665,0.41035542,0.6247175
12690,ZG16B,0.5001023,0.5202154,0.50860435,3.0729978
12691,PRSS22,0.46719116,2.7226925,0.4745439,2.7238472
12692,FLYWCH2,0.66792077,5.9043846,0.6894996,0.7238165
12693,FLYWCH1,0.6959679,0.81072927,0.77656484,0.98107934
12694,KREMEN2,0.44058135,0.45350143,0.44712913,2.4658194
12695,PKMYT1,0.5556565,0.65023327,3.7471707,3.7472827
12696,PAQR4,0.6247413,0.6531388,0.63756186,0.71263725
12697,CLDN9,0.5124832,3.21177,0.5231718,0.5577624
12698,CLDN6,0.260954,1.1146576,0.27001685,1.1146137
12699,TNFRSF12A,0.6600118,0.77198786,0.67852104,0.75658786
12700,HCFC1R1,0.6898186,0.74748206,0.72965264,0.7677011
12701,THOC6,0.6659742,0.7755725,0.6877832,0.731426
12702,MMP25,0.5757019,4.0270615,0.58645767,0.61338544
12703,IL32,0.66416574,0.7829268,0.68077636,0.72638994
12704,ZSCAN10,0.25410903,1.0784016,0.26033908,1.0773005
12705,ZNF205,0.65582484,0.78807205,0.6719281,4.0553594
12706,ZNF213,0.67483646,0.7297279,0.6950458,6.144574
12707,OR1F1,0.15698305,0.55309206,0.17170325,0.55163026
12708,ZNF200,0.637446,0.6716707,0.65200233,0.9084354
12709,MEFV,0.54828924,0.8038299,0.5602301,0.5688116
12710,ZNF263,0.68419254,0.78387904,0.70972687,0.8173724
12711,TIGD7,0.5750216,0.6391869,0.5854985,0.62524414
12712,ZNF75A,0.66850364,0.7152106,0.68797493,2.0231104
12713,OR2C1,0.25517812,1.0843123,0.2723503,0.42192438
12714,MTRNR2L4,0.3498162,0.4351122,0.35654786,0.6279024
12715,ZSCAN32,0.5048798,0.5274847,0.51177114,3.1259143
12716,ZNF174,0.6543572,0.7009337,0.6758301,5.5310984
12717,ZNF597,0.6260876,4.8879457,0.63898575,0.79816025
12718,NAA60,0.69287807,4.3056645,0.7416079,7.014524
12719,C16orf90,0.17547828,0.64946735,0.18481202,0.6487493
12720,CLUAP1,0.6729865,0.73750323,0.69474196,0.7603779
12721,NLRC3,0.6287466,4.9319983,0.6439866,0.6854319
12722,SLX4,0.66119206,5.676963,0.6772651,4.5759587
12723,DNASE1,0.6754533,6.1675777,0.6985411,1.7817813
12724,TRAP1,0.6910989,6.892972,0.73629165,0.7807261
12725,CREBBP,0.69769514,0.82204944,0.825848,0.816542
12726,ADCY9,0.693321,6.779825,0.7249584,0.7791942
12727,SRL,0.62249666,4.823394,0.63754857,0.65373695
12728,TFAP4,0.64620394,0.69311655,0.66203046,5.325512
12729,GLIS2,0.6761334,6.1902285,0.6974016,3.9579124
12730,PAM16,0.667404,0.7177589,0.68637204,0.9249225
12731,CORO7,0.6878696,6.7061977,0.72810894,0.82831955
12732,VASN,0.684719,0.7495146,0.71988887,6.536157
12733,DNAJA3,0.6907458,0.7915982,0.7346795,0.8098068
12734,NMRAL1,0.677746,0.73916733,0.70644695,0.7621287
12735,HMOX2,0.68994117,6.827766,0.72339267,0.7620199
12736,CDIP1,0.69249094,0.7560968,0.7397702,3.0249436
12737,C16orf96,0.45699298,2.6236248,0.4662193,0.4809591
12738,UBALD1,0.68556416,0.76290405,0.729007,6.6035137
12739,MGRN1,0.6966159,0.78543967,0.78931594,1.1431389
12740,NUDT16L1,0.6790757,6.314229,0.7051296,4.6988564
12741,ANKS3,0.67816323,0.7713845,0.7009143,0.7816744
12742,C16orf71,0.5205396,3.3070707,0.5314919,3.306524
12743,ZNF500,0.66884285,5.9321737,0.68843365,5.9336743
12744,SEPT12,0.3232358,1.5252036,0.33154938,0.46609083
12745,SMIM22,0.41208833,2.2190104,0.41971388,0.44925922
12746,ROGDI,0.6840112,0.73902553,0.72479683,0.75355035
12747,GLYR1,0.69718623,0.79925275,0.75162196,1.097165
12748,UBN1,0.6942084,7.1528616,0.7443477,0.8474365
12749,PPL,0.69129765,0.74833584,0.7285898,6.756334
12750,SEC14L5,0.60030735,4.4275064,0.6122769,0.6587586
12751,NAGPA,0.6640362,0.70966023,0.68011296,1.9197134
12752,C16orf89,0.6064743,4.52925,0.6187897,0.6337732
12753,ALG1,0.6507587,0.7029988,0.6668015,0.691606
12754,RBFOX1,0.5242691,3.3566704,0.5334866,0.55246127
12755,TMEM114,0.13403754,0.38573647,0.1436597,0.45229524
12756,METTL22,0.6720255,0.93204963,0.69521534,0.7889198
12757,ABAT,0.68418735,0.73006946,0.7279739,0.7723525
12758,TMEM186,0.6382191,0.6698974,0.6526024,0.68647265
12759,PMM2,0.6183812,1.5383458,0.63204604,0.64979845
12760,CARHSP1,0.68544936,0.78148264,0.72610694,5.1469493
12761,USP7,0.6975283,0.8119724,0.8295479,0.85252845
12762,C16orf72,0.69244814,0.95336366,0.74430794,0.79351497
12763,GRIN2A,0.56607586,3.9014692,0.57636553,0.62998635
12764,ATF7IP2,0.63765675,0.67169136,0.65283257,5.1145334
12765,EMP2,0.6922219,0.75954396,0.7321872,0.7790148
12766,TEKT5,0.351636,1.7263873,0.36247265,0.4171355
12767,NUBP1,0.64824975,0.69557875,0.6658833,5.371827
12768,TVP23A,0.5920156,3.0283065,0.6035867,0.82560444
12769,CIITA,0.66949093,0.8617363,0.693597,5.9320464
12770,DEXI,0.26659986,1.152686,0.29423836,0.9632157
12771,CLEC16A,0.68930984,0.7450943,0.7413185,6.796574
12772,RMI2,0.5635745,3.853496,0.5740578,3.85601
12773,SOCS1,0.6001027,0.62930614,0.6095018,0.6413148
12774,TNP2,0.08965516,0.24841158,0.11067357,0.2479854
12775,PRM3,0.27434808,0.27485606,0.27126613,0.27400422
12776,PRM2,0.3797036,1.9501147,0.3862791,0.39421907
12777,PRM1,0.33623636,1.0861936,0.35387948,1.6180167
12778,LITAF,0.69723976,0.83202624,0.7817103,0.79387385
12779,SNN,0.6936742,0.7780302,0.7593029,0.77580047
12780,TXNDC11,0.6909216,0.78647006,0.7358187,0.8904366
12781,ZC3H7A,0.6935246,7.097649,0.75481033,0.7749859
12782,RSL1D1,0.69729733,0.79661906,0.7731965,0.82619613
12783,GSPT1,0.697982,0.84270096,0.77058434,0.85017926
12784,NPIPB2,0.50885713,0.5310901,0.5181487,0.5255583
12785,TNFRSF17,0.3371076,1.61963,0.34532562,0.4159839
12786,SNX29,0.684655,0.7430351,0.7137628,6.5324965
12787,CPPED1,0.6783416,6.26991,0.7058887,0.7666652
12788,SHISA9,0.52633965,0.54268247,0.5357871,3.3787317
12789,ERCC4,0.6449604,5.2889476,0.6592784,0.74185497
12790,MKL2,0.6935253,7.094141,0.7540469,7.093626
12791,PARN,0.68701863,0.74718505,0.73726887,6.6687765
12792,BFAR,0.68884635,6.7647023,0.74238724,0.7685278
12793,PLA2G10,0.30086154,1.3720977,1.3671517,0.42605793
12794,NPIPA3,0.35601962,1.7629322,0.36129427,0.38023794
12795,NPIPA2,0.51937264,1.2714276,0.52842224,3.2934837
12796,NOMO1,0.68944836,1.5476689,0.728151,0.7564473
12797,NPIPA1,0.6605566,3.6441061,0.67847234,0.7726521
12798,PDXDC1,0.6977537,0.7798891,0.76742715,0.8100297
12799,NTAN1,0.6726562,6.056449,0.6975658,0.74341244
12800,RRN3,0.6879065,0.76727664,0.7420292,0.7685345
12801,NPIPA5,0.618472,0.6409758,0.6319197,4.7386103
12802,MPV17L,0.6346152,5.06758,0.65123546,5.0648723
12803,C16orf45,0.68987083,0.8897915,0.7348999,6.735233
12804,KIAA0430,0.6973038,0.8323326,0.78326166,0.89711213
12805,NDE1,0.6709333,0.8865979,0.6966219,5.960878
12806,MYH11,0.69638675,0.7940367,0.81295365,0.8204662
12807,FOPNL,0.68046933,0.7464974,0.7069211,6.3495154
12808,ABCC1,0.6922112,0.79104954,0.7527902,0.79398835
12809,ABCC6,0.5923073,4.2855887,0.6048608,0.74456084
12810,NOMO3,0.61075544,0.6389783,0.6233975,4.5755215
12811,PKD1P1,0.8754018,0.87534004,0.23196483,0.8778171
12812,NPIPA7,0.42045403,2.2890096,0.42973623,2.2869666
12813,XYLT1,0.6799334,6.3328195,0.7306048,0.7439202
12814,NPIPA8,0.24979919,1.0542088,0.25309688,0.49884382
12815,NOMO2,0.6530608,5.4780183,0.6732991,0.7152391
12816,RPS15A,0.69137573,0.87299895,0.82864475,0.8544081
12817,ARL6IP1,0.6976234,0.8095182,0.8092396,1.3725276
12818,SMG1,0.6974585,0.82319313,0.80442023,7.9082203
12819,TMC7,0.5909366,1.7959925,0.6012812,4.264572
12820,COQ7,0.66919655,0.72196037,0.688926,1.4119966
12821,ITPRIPL2,0.67618626,0.7378381,0.6975021,1.0649053
12822,SYT17,0.62782896,0.6760353,0.6416586,0.6623347
12823,CLEC19A,0.18892796,0.71571994,0.19185703,0.7156279
12824,TMC5,0.51101243,0.52739054,0.51752234,0.53374374
12825,GDE1,0.69195426,6.960455,0.7293652,0.7786436
12826,CCP110,0.67839706,0.78713006,0.70446265,0.7612906
12827,C16orf62,0.69049805,0.7561622,0.73121583,0.7897669
12828,KNOP1,0.6450652,5.292461,0.663349,0.73454654
12829,IQCK,0.61930907,0.6424318,0.6321672,0.6493683
12830,GPRC5B,0.6882898,0.7538686,0.73957294,6.7262635
12831,GP2,0.503791,3.1196895,0.5143344,3.120495
12832,UMOD,0.1653282,0.6032418,0.17275071,0.5964881
12833,PDILT,0.17571901,0.6440915,0.18189806,0.644323
12834,ACSM5,0.59839183,0.62050855,0.60941285,0.6987745
12835,ACSM2A,0.29265025,1.3188215,0.2993444,0.35810125
12836,ACSM2B,0.29601645,1.3447483,0.30039036,0.37877262
12837,ACSM3,0.59428465,0.63761973,0.6044564,2.422268
12838,ACSM1,0.49587768,3.0274076,0.50428206,0.61709803
12839,THUMPD1,0.6903518,0.768117,0.73559546,6.8289523
12840,ERI2,0.6443158,0.6856271,0.66160387,0.7179086
12841,DCUN1D3,0.6775639,6.2487926,0.70720816,0.7447326
12842,LYRM1,0.67909545,0.7487799,0.7122169,0.7354118
12843,DNAH3,0.43672627,2.4361064,0.44119808,0.4658086
12844,TMEM159,0.6802083,3.2308333,0.7055758,0.7547731
12845,ZP2,0.20420797,0.79436356,0.20797321,0.3795111
12846,ANKS4B,0.29901764,1.3615274,0.30407056,1.3649497
12847,CRYM,0.58105016,0.6415485,0.5915769,0.6256571
12848,NPIPB3,0.623189,0.6638875,0.6359403,0.6726932
12849,METTL9,0.69504434,0.7838138,0.76775515,7.2164316
12850,IGSF6,0.5791386,0.6029302,0.5912929,0.60924244
12851,OTOA,0.3446819,1.1872442,0.3551756,1.6807355
12852,NPIPB4,0.64843374,0.7026229,0.66457754,0.70410997
12853,UQCRC2,0.6977027,0.8118728,0.85829484,0.80562836
12854,PDZD9,0.36336714,0.40036747,0.37863642,1.6342616
12855,C16orf52,0.6741849,0.7326919,0.69361466,0.7507786
12856,VWA3A,0.5390899,0.56215787,0.547895,3.5327525
12857,SDR42E2,0.3835165,1.5456507,0.38796678,0.40908855
12858,EEF2K,0.6928216,0.77060133,0.7811802,1.42654
12859,POLR3E,0.68872947,0.75688046,0.7233768,0.82138383
12860,CDR2,0.682613,0.73661816,0.7121721,6.4605536
12861,NPIPB5,0.68660927,6.6548924,0.71383363,0.768027
12862,HS3ST2,0.5628583,0.5786743,0.57373405,0.6426633
12863,USP31,0.67856336,6.280449,0.70059973,0.77385193
12864,SCNN1G,0.5052989,0.71191245,0.5137937,1.1915894
12865,SCNN1B,0.60103023,0.6216525,0.6114567,4.434885
12866,COG7,0.6780946,0.7471946,0.70701855,0.71966183
12867,GGA2,0.6968019,1.122485,0.79271156,0.79547966
12868,EARS2,0.6745064,0.71508294,0.7010161,0.738246
12869,UBFD1,0.6920055,0.78410393,0.7391873,6.96823
12870,NDUFAB1,0.688502,6.7490025,0.7335851,1.2765553
12871,PALB2,0.65153706,1.2579662,0.6692987,5.449305
12872,DCTN5,0.69394964,0.76459235,0.7634494,7.1483545
12873,PLK1,0.61452085,0.6813589,0.62735707,0.65894455
12874,ERN2,0.37803993,1.9401408,0.38869768,0.40450317
12875,CHP2,0.45510975,2.6126654,0.46265194,2.6193204
12876,PRKCB,0.66288596,5.759031,0.68254256,0.7323406
12877,CACNG3,0.30382732,0.43644968,0.30990285,0.41462672
12878,RBBP6,0.6961609,0.7934167,0.75533235,0.912781
12879,TNRC6A,0.6971859,0.78034985,0.78709537,0.8215861
12880,SLC5A11,0.45178425,2.5771983,0.45980802,0.47588184
12881,ARHGAP17,0.69396204,0.7886133,0.74830663,0.8520016
12882,LCMT1,0.6790977,0.7247549,0.7133299,0.7355198
12883,AQP8,0.4119817,2.2149594,0.42136586,2.2177458
12884,ZKSCAN2,0.63426286,0.66380537,0.65072227,0.6997054
12885,HS3ST4,0.4118935,1.1172976,2.212112,0.46406302
12886,KDM8,0.61860883,4.736849,0.6305977,0.65824914
12887,NSMCE1,0.6845292,6.545587,0.71325034,0.76524144
12888,IL4R,0.69444245,0.7644332,0.7391685,0.9986937
12889,IL21R,0.49236387,2.9818056,0.5011662,0.52325386
12890,GTF3C1,0.6973202,0.8098382,0.802448,0.78570104
12891,KIAA0556,0.68279034,6.460272,0.71214414,6.4695263
12892,GSG1L,0.47504267,0.4878751,0.48082584,0.4915176
12893,XPO6,0.6983002,0.80273557,0.7643089,0.9332
12894,SBK1,0.60656285,4.526819,0.61962986,0.6397105
12895,NPIPB6,0.49907553,0.5348437,0.5076539,3.0611792
12896,EIF3CL,0.4707286,2.7598495,0.47791874,1.8032451
12897,NPIPB7,0.39672735,2.0827456,0.40300524,0.40523854
12898,CLN3,0.6855946,0.73818743,0.7124451,6.5896106
12899,APOBR,0.61252046,0.6459192,0.62542677,4.630684
12900,IL27,0.3111624,1.433784,0.35988414,1.4367874
12901,NUPR1,0.69604886,0.7884164,0.7718117,7.3610435
12902,SULT1A2,0.542835,0.57577205,0.55088305,3.579945
12903,SULT1A1,0.6630261,0.6986059,0.6893862,0.7465561
12904,NPIPB8,0.2151649,0.49887344,0.25386313,0.34077284
12905,EIF3C,0.6491351,0.684918,0.6643397,5.3926806
12906,NPIPB9,0.32272896,1.5194849,0.32948178,1.522893
12907,ATXN2L,0.6979204,0.81531215,0.8503952,0.8010695
12908,TUFM,0.6979186,0.7913489,0.7765222,0.8030357
12909,SH2B1,0.69718003,0.8900724,0.82337373,0.9766174
12910,ATP2A1,0.6074996,4.523901,0.621151,3.6359015
12911,RABEP2,0.6760921,6.176012,0.71553504,6.177596
12912,CD19,0.44431067,0.46249983,0.45065615,0.5812382
12913,NFATC2IP,0.69147354,4.0819607,0.728743,1.167053
12914,SPNS1,0.6885316,0.7791908,0.7425936,0.7646314
12915,LAT,0.65525126,0.72891545,0.67568314,0.719856
12916,NPIPB11,0.6061795,0.63350385,0.6190554,0.6393086
12917,BOLA2,0.53766143,3.513946,0.5480018,0.57375234
12918,SLX1B,0.25928056,1.1077218,0.26545703,0.37998927
12919,SULT1A4,0.41597342,0.43269002,0.42222247,0.50603855
12920,NPIPB12,0.5887686,0.6207356,0.6008161,0.6215204
12921,SPN,0.5918238,2.9132574,0.6032735,0.64594626
12922,QPRT,0.6515243,5.4587913,0.6714994,0.72867805
12923,C16orf54,0.502978,3.1009276,0.5132039,3.0997682
12924,ZG16,0.29908222,1.3619094,0.30144143,0.45784318
12925,KIF22,0.6713987,4.4517837,0.69401574,0.71907
12926,MAZ,0.6676804,0.71600366,0.6890617,0.72242916
12927,PRRT2,0.6786311,0.72240615,0.7112918,0.75693196
12928,MVP,0.6988367,0.8145839,0.800222,1.5872092
12929,CDIPT,0.69646835,0.82586265,0.7734726,0.81659865
12930,SEZ6L2,0.6381058,5.1400623,0.6527587,5.142101
12931,ASPHD1,0.5723516,0.6134398,0.58232147,0.88520986
12932,KCTD13,0.676999,0.72733015,0.6982051,6.2211685
12933,TMEM219,0.696112,0.7972271,0.77041954,0.79077435
12934,TAOK2,0.69668794,0.7804382,0.773013,0.78466636
12935,HIRIP3,0.6741914,0.7436937,0.7003629,6.1251416
12936,INO80E,0.6837876,0.746494,0.7365341,6.509036
12937,DOC2A,0.580367,4.107536,0.5909231,0.6124772
12938,C16orf92,0.13934523,0.46926486,0.14405626,0.4683592
12939,FAM57B,0.49252695,1.0583776,0.50103605,0.52051747
12940,ALDOA,0.67494607,0.84236896,0.91324973,0.86246216
12941,PPP4C,0.69165105,6.9447207,0.7428996,6.945212
12942,TBX6,0.58974415,4.2467823,0.60396,0.72403836
12943,YPEL3,0.69704646,0.7833986,0.79094774,0.8026027
12944,GDPD3,0.63805234,3.6157804,0.6524403,0.8098643
12945,MAPK3,0.69666076,0.77038133,0.80058205,7.4690685
12946,CORO1A,0.6753674,0.7784254,0.7003533,1.2007804
12947,BOLA2B,0.42748043,0.67773795,0.4355861,0.48867062
12948,SLX1A,0.46848127,2.735086,0.4782285,2.7395792
12949,SULT1A3,0.46763816,2.728676,0.47565025,2.594773
12950,NPIPB13,0.5979374,4.3811445,0.6124059,4.382783
12951,CD2BP2,0.695367,0.8021003,0.76028144,7.252596
12952,TBC1D10B,0.69326895,0.7998575,0.73503196,0.8241527
12953,MYLPF,0.48135075,0.5155178,0.48820856,0.50439775
12954,ZNF48,0.6509621,5.440872,0.6663302,1.6258137
12955,SEPT1,0.61447614,0.64533573,0.62996364,4.6684284
12956,ZNF771,0.6418437,5.218066,0.65796864,0.680188
12957,DCTPP1,0.66169775,0.72543824,0.67959946,0.74290854
12958,SEPHS2,0.68901926,0.7517406,0.7613925,0.79611385
12959,ITGAL,0.63143736,0.6674676,0.64766556,0.67902184
12960,ZNF768,0.6892517,0.7492893,0.7326336,0.78438044
12961,ZNF747,0.6712954,0.7309382,0.69213045,6.0191555
12962,ZNF764,0.6475915,0.68030626,0.6641619,5.3584514
12963,ZNF688,0.66227764,0.71922755,0.67915976,0.7097815
12964,ZNF785,0.6551021,0.69526345,0.6727153,5.544769
12965,ZNF689,0.65179664,5.4580717,0.6687337,5.4579916
12966,PRR14,0.6906724,1.0653901,0.74042207,6.8718834
12967,FBRS,0.69720256,0.8275313,0.7798502,0.8012664
12968,SRCAP,0.6979687,0.83606344,0.81254315,0.80133
12969,PHKG2,0.68246925,0.73749083,0.7167949,6.4491735
12970,RNF40,0.6897137,6.8081226,0.74095184,0.76503384
12971,ZNF629,0.681453,0.7279886,0.70700145,0.9446332
12972,BCL7C,0.6780337,6.250997,0.7046061,6.251891
12973,CTF1,0.6376136,3.3447385,0.6544642,0.68290544
12974,FBXL19,0.67879665,0.77136165,0.701157,0.727195
12975,ORAI3,0.6777144,6.247694,0.70381814,6.248789
12976,SETD1A,0.69059986,0.7949283,0.7398261,6.8817472
12977,HSD3B7,0.64108956,5.2047815,0.65592927,5.2072816
12978,STX1B,0.6403842,5.19325,0.6564323,2.967364
12979,STX4,0.6911957,0.7462796,0.75098646,0.78208584
12980,ZNF668,0.61581326,4.677909,0.6276629,0.6715092
12981,ZNF646,0.6805144,0.7647531,0.7077387,0.7428868
12982,PRSS53,0.62545645,4.8745327,0.639239,0.6637582
12983,VKORC1,0.6875125,0.7586596,0.7194957,1.228497
12984,BCKDK,0.69243395,0.75925195,0.7445985,7.0130434
12985,KAT8,0.6897,0.754185,0.74313277,0.8328656
12986,PRSS8,0.55228126,0.5709679,0.5611534,0.99122196
12987,PRSS36,0.5835599,0.6117536,0.59468067,0.6133807
12988,FUS,0.6977551,0.835835,0.7797545,0.81082124
12989,PYCARD,0.6298884,0.658844,0.6424734,4.946065
12990,TRIM72,0.48156038,2.872094,0.4907181,2.869243
12991,PYDC1,0.30961382,1.4313738,0.31352174,1.435105
12992,ITGAM,0.65183127,0.70817274,0.66669995,0.7016984
12993,ITGAX,0.6617183,0.7195246,0.6797383,0.74051225
12994,ITGAD,0.38716623,2.0054255,0.40361884,2.0034368
12995,COX6A2,0.4577287,0.4742027,0.46223176,2.6266987
12996,ZNF843,0.5585397,0.5746922,0.5681142,3.7899127
12997,ARMC5,0.6722917,0.8348222,0.69450974,0.75110674
12998,TGFB1I1,0.6870091,0.74247193,0.7216007,6.673048
12999,SLC5A2,0.36293575,0.9813899,0.36379462,1.8159065
13000,C16orf58,0.69065213,0.7633963,0.73116565,0.78648543
13001,AHSP,0.3030299,1.3899099,0.3346183,0.38605797
13002,ZNF720,0.6626486,0.7080546,0.68371004,0.73722243
13003,ZNF267,0.6513691,0.6929375,0.66795915,5.426074
13004,TP53TG3D,0.34509584,1.6827748,0.34874105,1.6792196
13005,SHCBP1,0.582062,2.4797544,0.5924865,4.12601
13006,VPS35,0.6973407,0.84255105,0.7486721,7.4118204
13007,ORC6,0.5542543,3.7293117,0.5658648,0.57533705
13008,MYLK3,0.5259549,1.3468474,0.53509355,3.3637066
13009,C16orf87,0.64260566,5.2399316,0.6598251,0.6865599
13010,GPT2,0.68737483,0.75057024,0.7146584,1.4283321
13011,DNAJA2,0.69512653,7.241644,0.8010084,0.7656839
13012,NETO2,0.6192325,0.7165598,0.63247836,1.747995
13013,ITFG1,0.6908139,0.76092434,0.7310727,0.7622977
13014,PHKB,0.6954323,7.1830926,0.7419793,0.8008371
13015,ABCC12,0.27369684,1.1927198,0.2773708,0.7291079
13016,ABCC11,0.40679085,2.1654086,0.41563255,0.44816127
13017,LONP2,0.6961565,0.7602957,0.7673534,7.3719525
13018,SIAH1,0.6591294,4.0941124,0.6765095,5.626566
13019,N4BP1,0.69265705,0.76411843,0.7376217,0.79190797
13020,CBLN1,0.55130553,3.6915846,0.5607743,0.5826837
13021,C16orf78,0.12503475,0.41092727,0.13726188,0.37914765
13022,ZNF423,0.6550849,5.543281,0.6724749,0.6998178
13023,CNEP1R1,0.66667795,0.7121856,0.6894951,5.867805
13024,HEATR3,0.66955876,0.9061609,0.6992875,0.7305281
13025,PAPD5,0.6758355,0.7171311,0.70157754,1.0279714
13026,ADCY7,0.6362917,3.3979392,0.6503536,0.67861277
13027,BRD7,0.6926205,7.023614,0.76817733,7.0242352
13028,NKD1,0.67211574,0.73929393,0.6925465,0.73393816
13029,SNX20,0.5602753,3.8061476,0.5705545,0.6854966
13030,NOD2,0.6072039,4.53165,0.6192204,0.73210925
13031,CYLD,0.69444233,0.7582935,0.7536028,0.77483714
13032,SALL1,0.5414088,0.9217615,0.5518885,0.56946427
13033,C16orf97,0.11633144,0.11683258,0.113435045,0.11571749
13034,TOX3,0.47336018,2.7887106,0.4818083,0.4890799
13035,CHD9,0.6934325,7.066909,0.78670466,1.0787057
