,0
0,CDKN3
1,NOXA1
2,DNAJC27
3,GLMN
4,KIF12
5,NR4A3
6,ZNF175
7,ZNF653
8,KCNJ15
9,CENPQ
10,TLR5
11,GLT8D2
12,C15orf61
13,STXBP4
14,CCL18
15,SLC16A14
16,SLC2A5
17,PEX11A
18,RPS6KA5
19,FAIM3
20,CMYA5
21,STAMBPL1
22,SPHAR
23,RND1
24,ZNF675
25,ZNF594
26,LCA5
27,PDP2
28,RASGRP1
29,APOBEC3B
30,EXOC6B
31,PLA2R1
32,C9orf40
33,KLHL6
34,ZNF273
35,GRAP
36,HSD11B1L
37,C2orf72
38,C16orf87
