,0
282,GTF3C6
283,DSCR3
284,AKAP12
285,FLT1
286,MON2
287,DDT
288,EML3
289,BCL3
290,SPAG7
291,ZNF672
292,USP40
293,TMUB2
294,DDX19A
295,CTAGE5
296,DPAGT1
297,LUZP1
298,BTF3L4
299,TTC7A
300,PPP1R16A
301,NOSIP
302,PITPNM1
303,SASH1
304,SSH3
305,ARHGAP23
306,HBS1L
307,TBC1D13
308,GSR
309,SIK3
310,ATG2A
311,SLC43A3
312,TANC1
313,RNF38
314,TMX3
315,ALDH4A1
316,SHMT1
317,C10orf54
318,GOLPH3L
319,FERMT2
320,KLHL9
321,UBE2Q2
322,CSF1R
323,FAM129A
324,ABCA1
325,SNRPE
326,MAFK
327,CDK10
328,CMAS
329,UBL7
330,TMEM222
331,ISYNA1
332,TRABD
333,BCOR
334,F2R
335,CAMK2D
336,CHCHD3
337,ARHGAP32
338,SLC5A3
339,CHD1L
340,TPMT
341,DLAT
342,TRIM14
343,TRAM2
344,THOC3
345,B3GAT3
346,GPCPD1
347,ASAP2
348,GLE1
349,PGAP3
350,CRY2
351,DAK
352,SLC27A4
353,ZRANB1
354,FXR2
355,MRPS10
356,FAM136A
357,MAF
358,CNOT6L
359,CLPP
360,SARNP
361,DEF8
362,TBL1X
363,TCTA
364,CEP250
365,DCTN3
366,RABGGTB
367,GOPC
368,PIM1
369,ADAMTS1
370,ARPC5L
371,C2
372,PPHLN1
373,ATM
374,TMX4
375,HEBP1
376,MYO5B
377,UBE2J2
378,DIS3
379,GRAMD4
380,SECISBP2
381,HAT1
382,RNF139
383,DGKZ
384,QDPR
385,TESK1
386,FN3KRP
387,GLRX3
388,SCNN1A
389,PLEKHG3
390,SIAH2
391,RPS6KA4
392,CORO1A
393,CD34
394,STK38L
395,HIST1H2AC
396,SPSB3
397,ARRDC1
398,CECR1
399,PIAS3
400,ZNF598
401,CYFIP2
402,MARCH5
403,CREB1
404,ERCC1
405,SCFD1
406,UBA6
407,SH3BP5L
408,PTPRM
409,SYNE1
410,TCERG1
411,CCDC115
412,ANGPTL2
413,UBAP2
414,MTMR12
415,LIMD1
416,NIPAL3
417,RAP2B
418,SNN
419,CIRH1A
420,FAM127B
421,UBA3
422,CXXC1
423,SLC25A44
424,CIAPIN1
425,HSD17B11
426,RPL7L1
427,TBC1D17
428,NCAPH2
429,CTNNBIP1
430,ZC3H7A
431,TBC1D9
432,MMP11
433,GLRX5
434,CTSK
435,ZNF410
436,DPM2
437,RNF41
438,LAD1
439,MICALL1
440,SEZ6L2
441,ODF2
442,TRIM44
443,ZNF385A
444,OCIAD2
445,APPBP2
446,FLAD1
447,FCGBP
448,PPP2R2A
449,BAX
450,CISD3
451,SNRK
452,EHBP1
453,PLXNA3
454,NPNT
455,PCK2
456,SUZ12
457,PLEKHA1
458,ITFG1
459,FAM20C
460,NPRL3
461,C9orf16
462,PEX2
463,SACM1L
464,APBB2
465,ITGB1BP1
466,WWC1
467,MRPL14
468,SRPK2
469,POLR2H
470,FAM98A
471,KLHDC2
472,VPS16
473,UXS1
474,CFDP1
475,PWP1
476,ZDHHC4
477,PTPRJ
478,DHX16
479,SGCB
480,CCDC97
481,RAP2A
482,C15orf39
483,WDR48
484,NAV2
485,FAM96B
486,RRP12
487,MRPL18
488,PTPN6
489,WDR81
490,SEC24B
491,UNC5B
492,RREB1
493,ORAI2
494,SERTAD2
495,MAP1S
496,SPON2
497,BMP1
498,TBC1D15
499,MKL2
500,RNMT
501,PDK2
502,WDR43
503,NDFIP2
504,PPP1R3B
505,LRRFIP2
506,HLTF
507,PSMD9
508,SETD1B
509,C17orf70
510,PI4K2A
511,CLASP2
512,NDUFA8
513,H2AFX
514,SEC23IP
515,ARHGEF10L
516,YPEL3
517,NUDT4
518,LMBR1
519,SPRED1
520,FBXL3
521,TPP2
522,MRTO4
523,SLC6A6
524,GOLT1B
525,PIK3CB
526,RRM2B
527,PLEKHJ1
528,KIAA1598
529,HSPBP1
530,POM121C
531,METTL13
532,GNPNAT1
533,ABHD4
534,POLR2K
535,LPHN1
536,CNOT6
537,NOP2
538,TDP2
539,SUV420H1
540,SLC30A5
541,RGS3
542,ATAD1
543,PSD4
544,BAZ1A
545,NRP2
546,RBPMS
547,RABGEF1
548,TNFRSF12A
549,ZCCHC14
550,OAS2
551,CRCP
552,RPTOR
553,TCEAL8
554,AXIN1
555,MKKS
556,MORC2
557,RFXANK
558,AKAP8L
559,VBP1
560,LEPROTL1
561,PRDM2
562,TMEM87B
563,ERO1L
564,C1orf21
565,FEM1A
566,CNNM3
567,ITPKC
568,MEGF9
569,MDC1
570,PMM2
571,TRIP10
572,STK4
573,SPRED2
574,TMF1
575,PHF20L1
576,FAM3A
577,RFWD2
578,PSMG2
579,ACADM
580,ZC3H18
581,TMEM50B
582,GATAD1
583,SNAP29
584,MXI1
585,CD4
586,PPAP2A
587,FTO
588,VPS53
589,TM2D2
590,CDC73
591,VTA1
592,TMEM54
593,FAM120AOS
594,DCBLD2
595,AFAP1
596,HMGCL
597,GON4L
598,GPS2
599,NR1D2
600,P4HA2
601,BAD
602,GPT2
603,HLA-DMB
604,ARL4C
605,PVR
606,ZNF770
607,CASP2
608,TSPAN17
609,PILRB
610,PMF1
611,SMARCA1
612,ACAD9
613,TMC6
614,EFEMP1
615,C9orf69
616,IKBKAP
617,PHF8
618,ECHDC1
619,CHPT1
620,RAPH1
621,PPP1R8
622,TAOK3
623,DCAF13
624,NAGLU
625,SMN2
626,MRPL10
627,RAB3GAP2
628,GET4
629,YIPF5
630,PRPS2
631,MLXIP
632,RTKN
633,DENND4C
634,SEMA3F
635,UBR3
636,SFN
637,AGTRAP
638,DLG3
639,NARF
640,TINAGL1
641,VPS36
642,COL4A3BP
643,HIRA
644,CUEDC2
645,HCFC1R1
646,GRB10
647,OTUD4
648,ACSS1
649,SYNJ2BP
650,GBP1
651,NIN
652,ASCC3
653,ACTR10
654,CLDN12
655,GYG1
656,KPNA3
657,SLC39A13
658,PRKACB
659,PPA2
660,SLC35B1
661,SYS1
662,TTC1
663,LAS1L
664,MAPK9
665,SETD1A
666,MRPS5
667,LETMD1
668,ISLR
669,NAA15
670,ALDH1B1
671,TIPRL
672,RNF31
673,TMEM98
674,ENOPH1
675,MEN1
676,CDK13
677,CERCAM
678,NOL11
679,TMEM14B
680,KLF5
681,CHMP7
682,HEATR1
683,AP3S1
684,PPCS
685,DAPK3
686,SPPL2B
687,KLHL12
688,PTPN9
689,MAOA
690,SMURF1
691,PSMD10
692,PARL
693,RRP1B
694,FMOD
695,TTC19
696,COL15A1
697,BIN1
698,LSM12
699,ELOF1
700,AAK1
701,NF2
702,MXRA8
703,GTPBP2
704,NFX1
705,CHMP4A
706,PLCB3
707,SHOC2
708,GALNT7
709,FMNL2
710,ADSL
711,TNPO3
712,SLC12A9
713,TRAFD1
714,ABCC5
715,HIST1H2BK
716,MPG
717,SSNA1
718,EEF2K
719,TOMM5
720,TUBG1
721,PCOLCE
722,VAMP7
723,FBXO28
724,NOP14
725,ISOC2
726,CCNK
727,NUP93
728,SETDB1
729,GCLC
730,INADL
731,RCAN1
732,CEBPD
733,GORASP1
734,SEC11C
735,C16orf62
736,DGAT1
737,BRD3
738,GLT8D1
739,CERK
740,COX15
741,TRIM33
742,FARSB
743,ATXN1L
744,C14orf119
745,SUPT7L
746,URB1
747,SENP3
748,PLEKHA2
749,SLC23A2
750,ARID4B
751,URGCP
752,DHTKD1
753,PACSIN2
754,RBM33
755,UXT
756,SIDT2
757,DHPS
758,IPO13
759,BCL6
760,ZNF655
761,HLA-DQA1
762,GATAD2B
763,KAT5
764,BRD8
765,MRPL15
766,NMD3
767,WIPF1
768,FOXP1
769,KCTD2
770,IKBKB
771,UBR7
772,PTGES2
773,WWC3
774,KIAA1033
775,BACE1
776,RAB3D
777,TMEM179B
778,TSNAX
779,APOC1
780,UNC119B
781,WBP5
782,TRIB2
783,MRPS2
784,ITPR2
785,RBM22
786,IFRD2
787,STX5
788,CDC34
789,EPN2
790,PLEKHO2
791,UBE2O
792,FAM89B
793,EFNB1
794,ZNF687
795,FYCO1
796,FAM53C
797,RUSC1
798,N4BP2L2
799,MTSS1
800,POLR2G
801,SYNRG
802,PHF20
803,MLST8
804,EBP
805,DHX8
806,RBX1
807,USF1
808,NR2F2
809,SLU7
810,PFDN2
811,WDR11
812,HPCAL1
813,XPC
814,MRPS26
815,MRPS25
816,PLSCR1
817,LSG1
818,RAB21
819,USP32
820,HIAT1
821,CHMP2B
822,ZNF652
823,SORD
824,GAPVD1
825,NUPL1
826,AHNAK2
827,PKN2
828,ZC3H4
829,HES1
830,SLMAP
831,KDM6B
832,MTMR4
833,PLAU
834,SNF8
835,FKBP15
836,BRMS1
837,WHSC1L1
838,DENND4B
839,PHLDA3
840,SCAND1
841,AGPS
842,AMPD2
843,NNMT
844,FAM8A1
845,CLN6
846,LRP11
847,RPA2
848,MID1IP1
849,PCF11
850,CHSY1
851,PPM1B
852,ANKRD28
853,TSR2
854,TMCO3
855,RING1
856,MKL1
857,OCRL
858,ELL2
859,LRCH4
860,USP1
861,HS2ST1
862,AKR7A2
863,FRMD8
864,FBLIM1
865,TWSG1
866,STARD3
867,DR1
868,ROMO1
869,MBD1
870,SIL1
871,SLC41A3
872,CYLD
873,DIABLO
874,LZTR1
875,RNF103
876,STK35
877,BCL2L2
878,ZMYND8
879,AIMP1
880,PYGL
881,ASAP1
882,COPS3
883,CARS
884,NAV1
885,TBL2
886,SPOCK2
887,BRPF3
888,CRTC3
889,TP53BP1
890,GADD45GIP1
891,LEMD2
892,METAP1
893,TBL3
894,C14orf1
895,ENO2
896,KANK1
897,ITSN2
898,RNF141
899,TROVE2
900,BICD2
901,ERI3
902,COPS8
903,RANBP9
904,PQLC1
905,FRYL
906,DDX49
907,TIMM50
908,BNIP3
909,FAM160B2
910,CDC5L
911,SAMM50
912,GOSR1
913,PROSC
914,WDR5
915,SNRPB2
916,VPS72
917,RNF26
918,HOOK3
919,NAA10
920,BTN3A2
921,PDLIM7
922,TMEM132A
923,NADSYN1
924,MCM6
925,KRAS
926,NFIA
927,CTNNBL1
928,PAIP1
929,TOMM34
930,PIGQ
931,NIPA2
932,PPP1R12B
933,EPT1
934,RNF149
935,SLBP
936,LGALS9
937,HDAC3
938,CAMTA2
939,ETV6
940,TSEN34
941,CLDN1
942,SEMA4C
943,C16orf72
944,AAGAB
945,SMTN
946,CCNC
947,PPRC1
948,NCOA5
949,GOSR2
950,ZMYM3
951,ZNF148
952,APOL2
953,PNMA1
954,NKIRAS2
955,PRKRIR
956,TSPAN31
957,ASH2L
958,EPB41
959,ISG15
960,NR2F6
961,NUBP2
962,ERCC3
963,TACC2
964,STAB1
965,DUT
966,PRPF38B
967,ESRRA
968,CHURC1
969,B4GALT3
970,RNF5
971,KIAA1147
972,PPP3CB
973,MED25
974,VPS11
975,GRIPAP1
976,ELMO2
977,SIPA1L1
978,FPGS
979,CTDSPL
980,INTS10
981,CRLS1
982,KLF9
983,SLC12A4
984,IMPDH1
985,CD82
986,ERLIN1
987,PRR12
988,TINF2
989,AP1G2
990,POLG
991,WDR46
992,MTR
993,CA12
994,ID3
995,CRIP1
996,WDFY3
997,NDUFS7
998,CBFB
999,TP53INP1
1000,PRKCI
1001,ACSS2
1002,ST6GALNAC6
1003,PYCR1
1004,PPIG
1005,HMGB3
1006,MRPL17
1007,HLA-DRB5
1008,SH3D19
1009,RBMS1
1010,NAB1
1011,UNC13B
1012,AIDA
1013,ATL2
1014,ANKS1A
1015,SECISBP2L
1016,MMP15
1017,MAPK8IP3
1018,VPS25
1019,LLGL2
1020,FNBP4
1021,ATG4B
1022,GTPBP4
1023,TSPAN6
1024,TMEM141
1025,UNG
1026,ADPGK
1027,ACTL6A
1028,ZXDC
1029,HELZ
1030,TCF4
1031,CC2D1A
1032,ATP6V0E2
1033,NDUFAB1
1034,MTHFD2
1035,ALG3
1036,USP8
1037,WIPF2
1038,IRF3
1039,MRPL9
1040,ELP2
1041,TRAPPC10
1042,NFYC
1043,ARHGAP17
1044,TMX1
1045,VPS37B
1046,SNX14
1047,TTC17
1048,NPC1
1049,CRYAB
1050,FAM198B
1051,DNAJC21
1052,NR3C1
1053,NCOA7
1054,PIH1D1
1055,CCNG2
1056,PHACTR4
1057,UBE2E3
1058,SH3PXD2B
1059,RANBP1
1060,NDUFA2
1061,RNF185
1062,KIAA0141
1063,EXT1
1064,RNF14
1065,BCL7B
1066,IGSF3
1067,CREB3
1068,LAMC2
1069,FZR1
1070,TNFRSF14
1071,RAD50
1072,CASK
1073,TNKS
1074,RXRB
1075,C17orf49
1076,MAGEF1
1077,NBAS
1078,RAI14
1079,C14orf2
1080,IER3IP1
1081,NT5DC2
1082,SSH1
1083,EIF2B1
1084,SEPHS1
1085,RIN2
1086,PGLS
1087,EMILIN1
1088,CRTC2
1089,TNRC6A
1090,FAM53B
1091,RB1
1092,CAMK2N1
1093,NFKB2
1094,CCM2
1095,WDR45
1096,RHOBTB3
1097,DDX47
1098,CELSR1
1099,NDUFAF3
1100,SMCHD1
1101,CEBPB
1102,BCCIP
1103,AP1S1
1104,VAPB
1105,HIF1AN
1106,PLIN2
1107,SIN3B
1108,VKORC1L1
1109,TXNDC15
1110,SEPT10
1111,ZC3H14
1112,POLR3H
1113,SOX9
1114,TCTN3
1115,RPS27L
1116,TUBA4A
1117,SPNS1
1118,ENC1
1119,PCNX
1120,B4GALT2
1121,YIPF2
1122,RAB2A
1123,SKIV2L
1124,GIT2
1125,NUP160
1126,IPO4
1127,RYBP
1128,CLDN7
1129,CYB5A
1130,IREB2
1131,CDC123
1132,NBEAL2
1133,SLC12A2
1134,MRPL19
1135,SMG6
1136,ERCC5
1137,SMAP2
1138,PMVK
1139,GPD2
1140,PNPO
1141,IWS1
1142,SIVA1
1143,IDH3A
1144,SEC24D
1145,RUFY1
1146,MFSD6
1147,FBXW11
1148,CITED2
1149,CXCR4
1150,RFX5
1151,HSDL2
1152,NAGA
1153,KBTBD2
1154,PSMD6
1155,PPFIBP1
1156,MRPS15
1157,TSR1
1158,MAP1B
1159,PCIF1
1160,MAPKAPK3
1161,STK11
1162,CARKD
1163,OXSR1
1164,PHF2
1165,CEP350
1166,EPS8
1167,SQLE
1168,PHF12
1169,DNAJC14
1170,CX3CL1
1171,BCKDHA
1172,EHD4
1173,NSMCE1
1174,CUL7
1175,IDI1
1176,ARHGEF17
1177,RAB11FIP3
1178,PLAT
1179,RARA
1180,HEBP2
1181,DRG1
1182,GNPDA1
1183,RAB34
1184,PEX5
1185,NDRG3
1186,MAML1
1187,BIRC2
1188,PCDH1
1189,AMOTL1
1190,SLAIN2
1191,BTBD6
1192,VPS41
1193,TOR3A
1194,MTA1
1195,PSMC6
1196,ATF7
1197,PSENEN
1198,HMOX2
1199,ZAK
1200,SLC1A4
1201,PBRM1
1202,SLC7A8
1203,PTCD3
1204,TMEM189
1205,GMPS
1206,LIMK1
1207,WBSCR16
1208,NCK2
1209,SERPINE1
1210,LARP4
1211,NANS
1212,C18orf32
1213,MAN2C1
1214,RAB35
1215,TWF2
1216,TMEM167B
1217,NEDD9
1218,IRF1
1219,DPF2
1220,PNP
1221,ACAP2
1222,HIBADH
1223,BRD7
1224,CNOT3
1225,ZBTB44
1226,SYF2
1227,EIF2AK4
1228,DDRGK1
1229,DNAJC11
1230,CLCN3
1231,ATF5
1232,S100A4
1233,JMJD1C
1234,DCXR
1235,LDLR
1236,RAI1
1237,RHOG
1238,FAM49B
1239,GALNT11
1240,ADCY6
1241,C11orf31
1242,VOPP1
1243,ROCK1
1244,TRIM25
1245,MRPL43
1246,LRRC58
1247,PRKAG1
1248,ANAPC7
1249,COQ9
1250,PDCD11
1251,THAP4
1252,CYTH1
1253,TRAPPC3
1254,PIK3C2A
1255,SRXN1
1256,ITPKB
1257,BOLA2
1258,MRPL4
1259,SYAP1
1260,RUVBL1
1261,NOB1
1262,VAV2
1263,GBA2
1264,TP53BP2
1265,AKAP11
1266,ATP2B1
1267,PCGF5
1268,SNX27
1269,BRWD1
1270,NOP10
1271,GOLGA7
1272,PHF1
1273,ATP5G1
1274,MED12
1275,ATPAF1
1276,RYK
1277,YEATS2
1278,RRN3
1279,DOCK9
1280,COMMD4
1281,VPS4B
1282,DKK3
1283,ACP2
1284,FAR1
1285,DPP3
1286,CFH
1287,SOS1
1288,KIAA0232
1289,TIMM17A
1290,THUMPD1
1291,SLC20A2
1292,SLC16A1
1293,SRP54
1294,PARN
1295,VMA21
1296,TTC37
1297,EXOC5
1298,CLN3
1299,TUBB2A
1300,SERPINE2
1301,ANAPC13
1302,HLA-DMA
1303,BLVRB
1304,TAF9
1305,CMTM4
1306,PHC3
1307,SUCLG2
1308,PSMB10
1309,VPS29
1310,MCM2
1311,SGSM2
1312,SLC16A3
1313,CDK12
1314,RNF20
1315,HECTD3
1316,UBE3B
1317,MYD88
1318,PIP4K2C
1319,TCF20
1320,MEF2A
1321,N4BP1
1322,MCRS1
1323,UFD1L
1324,TRA2A
1325,UBL4A
1326,AP3B1
1327,BACE2
1328,ZC3HAV1
1329,BCAP29
1330,USP39
1331,MYO1E
1332,CREBZF
1333,MBNL2
1334,PPP3CA
1335,CTSF
1336,UBE2G1
1337,CCNL1
1338,COMMD7
1339,INSIG1
1340,USP48
1341,SRGN
1342,NDUFA6
1343,LMBRD1
1344,ANKRD13A
1345,SUDS3
1346,ARFIP2
1347,EXTL3
1348,SH2B1
1349,ZZEF1
1350,ZNF532
1351,POLR2J
1352,ZNF609
1353,UBE2B
1354,MED1
1355,NUP133
1356,FOXK1
1357,MOV10
1358,SIPA1L3
1359,ACVR1B
1360,TMEM115
1361,BAG5
1362,APPL1
1363,ZNF768
1364,RPRD1A
1365,FAM84B
1366,FMR1
1367,ACAT1
1368,SEC61G
1369,MAP2K3
1370,KRT7
1371,GGCT
1372,MRPL38
1373,CEBPZ
1374,NFKB1
1375,KLHL21
1376,STK38
1377,XPNPEP1
1378,PFKM
1379,AIP
1380,ENTPD1
1381,NEK7
1382,PCGF3
1383,TMEM129
1384,GFM1
1385,GPATCH8
1386,UAP1
1387,SQRDL
1388,SPOP
1389,PSMD11
1390,ERAL1
1391,IMP3
1392,GMPR2
1393,AIFM1
1394,PREX1
1395,ARID5B
1396,RPS19BP1
1397,NADK
1398,FBXW4
1399,TBC1D2B
1400,PHIP
1401,PPL
1402,VAC14
1403,TGFB1
1404,FUBP3
1405,VEZT
1406,MLX
1407,EDEM3
1408,MPST
1409,LPIN2
1410,AP3M1
1411,KLHL24
1412,SEC23A
1413,USP4
1414,PATL1
1415,NAGK
1416,ACO1
1417,CCDC124
1418,WFS1
1419,TSKU
1420,C10orf10
1421,PPIL2
1422,FBXO21
1423,FKBP2
1424,FHL1
1425,ERF
1426,MKI67
1427,CD93
1428,PRKD2
1429,NAA20
1430,MAPK6
1431,GOLGA5
1432,MRPL28
1433,CHD6
1434,VTI1B
1435,PATZ1
1436,SSBP1
1437,RBM14
1438,AKT1S1
1439,SAP30BP
1440,ALAD
1441,TP53INP2
1442,RNF181
1443,PMP22
1444,TBC1D20
1445,MRPS24
1446,USP36
1447,COPS5
1448,MMS19
1449,TMED4
1450,UACA
1451,ACAA2
1452,TNFRSF10B
1453,PHRF1
1454,RAP1A
1455,OSBPL2
1456,CRAT
1457,EHBP1L1
1458,DAB2
1459,WDFY1
1460,FIBP
1461,LSM14B
1462,LTBP1
1463,CPSF2
1464,HDAC6
1465,HMGN3
1466,DNAJB12
1467,C5orf24
1468,SLC20A1
1469,RPS6KA1
1470,NDUFS6
1471,EHMT1
1472,ZNF384
1473,TMEM183A
1474,ERMP1
1475,HERC1
1476,NENF
1477,SKIV2L2
1478,PDDC1
1479,ZNF592
1480,E2F4
1481,CEBPG
1482,SH3BP2
1483,MYBBP1A
1484,SEL1L3
1485,MRPS21
1486,FAM162A
1487,TMEM63A
1488,TMEM181
1489,RFC1
1490,PCMTD1
1491,KIAA0196
1492,IL1R1
1493,AKIRIN1
1494,ARNT
1495,NPDC1
1496,LMO7
1497,IBTK
1498,MBP
1499,ATP6V1H
1500,CTR9
1501,PPP1R2
1502,MICAL2
1503,KDM4B
1504,LMO4
1505,WRNIP1
1506,MYH11
1507,BLOC1S1
1508,MAST2
1509,IDH3G
1510,NUP50
1511,NOL6
1512,PRKCD
1513,IGF2
1514,SHARPIN
1515,KDM4A
1516,CCAR1
1517,C19orf48
1518,NUP153
1519,HS6ST1
1520,RAB5A
1521,COMMD6
1522,PVRL1
1523,EIF2B5
1524,ATP11B
1525,HIP1R
1526,NCOA1
1527,MED14
1528,SCAMP1
1529,ABI2
1530,DNTTIP2
1531,USP33
1532,PFDN1
1533,STX12
1534,SWAP70
1535,ANKRD40
1536,SRPK1
1537,NCOA3
1538,MED16
1539,LDB1
1540,SPATA20
1541,GOT1
1542,PQBP1
1543,PPARD
1544,ARHGEF18
1545,TMEM9B
1546,YY1
1547,ARL2
1548,CDK5RAP2
1549,TMEM2
1550,LBR
1551,URM1
1552,GPR108
1553,STX7
1554,NSF
1555,TLK1
1556,CELSR2
1557,PPP1R7
1558,EBNA1BP2
1559,C7orf50
1560,TRAK2
1561,PRSS8
1562,PDPK1
1563,UBE2M
1564,NKTR
1565,AP1M1
1566,SIRT2
1567,PDHB
1568,TIMM13
1569,AHCTF1
1570,SLC25A36
1571,PPME1
1572,CETN2
1573,GNPAT
1574,KIF13B
1575,HIGD2A
1576,MADD
1577,H2AFJ
1578,PTPRS
1579,CNOT8
1580,BMS1
1581,UBE4B
1582,GNPTAB
1583,THOC2
1584,MARK3
1585,SLC9A1
1586,ANKIB1
1587,DHX40
1588,RBM6
1589,ABCD3
1590,CDK9
1591,MICAL3
1592,DDX46
1593,FAM60A
1594,LSS
1595,RBBP6
1596,SLC31A1
1597,TOMM40
1598,ELF1
1599,WAPAL
1600,MPDU1
1601,TRIM2
1602,ATP13A2
1603,LAMA4
1604,FKBP3
1605,PCBD1
1606,MET
1607,BCL2L13
1608,RAB22A
1609,SPTLC2
1610,ALAS1
1611,LETM1
1612,ARFGAP3
1613,TYMP
1614,SELENBP1
1615,DNAJC13
1616,UGDH
1617,MFF
1618,NRIP1
1619,RARS
1620,DYNLT1
1621,ACSL4
1622,NFIB
1623,MANBAL
1624,SNX6
1625,GNL2
1626,PMPCA
1627,PER1
1628,GNPTG
1629,ZDHHC7
1630,FUCA1
1631,CNOT2
1632,XPR1
1633,HMGXB3
1634,BCKDK
1635,CCND2
1636,FOXJ3
1637,KCTD20
1638,HPS1
1639,GGA1
1640,KIAA1109
1641,SMAD5
1642,RNF44
1643,SNAP23
1644,STX6
1645,PHF10
1646,ARHGEF7
1647,ZMYM4
1648,ALDH7A1
1649,DOCK1
1650,PPFIA1
1651,EMD
1652,AMOTL2
1653,PPP5C
1654,FBXO11
1655,XPO5
1656,TBC1D1
1657,MIB1
1658,IPO8
1659,ZNF358
1660,MAP2K1
1661,RHEB
1662,GGNBP2
1663,HDGFRP2
1664,MAN2A2
1665,OSBPL8
1666,NUCB2
1667,PPP1R12A
1668,IP6K1
1669,ATF6
1670,AMZ2
1671,DUSP16
1672,GTF3C5
1673,UROD
1674,HMGCR
1675,SLC25A11
1676,HEXIM1
1677,TBC1D5
1678,NUS1
1679,ABCF3
1680,STK40
1681,RNF216
1682,ZNF217
1683,KAT2A
1684,WWP1
