,0
0,CDC6
1,PDPN
2,ZNF248
3,FUZ
4,FCHSD1
5,HDDC3
6,DNAJB5
7,ZNF654
8,GEMIN7
9,MPP7
10,TBKBP1
11,WDR89
12,COX10
13,ATAD2B
