,0
0,ORAI3
1,PFDN6
2,UTP20
3,NT5DC1
4,CEP68
5,KIAA1468
6,C6orf211
7,WFDC2
8,ASB13
9,TMEM134
10,RSF1
11,CHCHD1
12,RHBDF1
13,DIS3L
14,ADO
15,RASSF7
16,AMACR
17,IL17RC
18,DEDD2
19,ABCC3
20,STK16
21,GBE1
22,TMEM55B
23,GUCY1A3
24,TUT1
25,PRKRIP1
26,IFFO2
27,SHB
28,POLR1B
29,UBR1
30,FAM13B
31,PFKFB2
32,DLC1
33,ATR
34,TMEM164
35,PMS2
