,0
0,EREG
1,SLC26A9
2,DOC2A
3,C2CD4C
4,CKMT2
5,CXCL6
6,FCER1A
7,DLGAP1
8,FCRL5
9,MPZL3
10,PPARGC1B
11,SIRPG
12,CLDN8
13,PCDHA4
14,CTLA4
15,TMPRSS6
16,DUSP9
17,PTPRN
18,SLC16A7
19,PDE11A
20,RIMS2
