,0
201,CNBP
202,PEBP1
203,ATN1
204,RPL35
205,HNRNPA3
206,SFPQ
207,TMSB10
208,NPM1
209,ZFP36
210,HNRNPH1
211,NFE2L1
212,AP2M1
213,MPRIP
214,RPS13
215,CTNNA1
216,GNB1
217,PPIA
218,PRPF8
219,TPM2
220,OGT
221,SF1
222,MYL9
223,P4HB
224,UBA1
225,EIF4B
226,IGFBP5
227,SEPT2
228,FHL1
229,MSN
230,CYB5R3
231,AES
232,OMP
233,BTF3
234,LUC7L3
235,PGK1
236,CAPNS1
237,DDX3X
238,CALD1
239,GNAI2
240,SRSF11
241,WSB1
242,ZFAND5
243,S100A6
244,HNRNPC
245,WDR1
246,KIF1C
247,GPI
248,MORF4L1
249,FAU
250,NUMA1
251,RBM39
252,ANXA2
253,SLC22A6
254,PRRC2A
255,TPM1
256,SERINC1
257,MRFAP1
258,PFN1
259,SKP1
260,PNISR
261,EPAS1
262,TUBB
263,SON
264,LMNA
265,CLTC
266,ILF3
267,PPP2R1A
268,PER1
269,MTCH1
270,CTDSP2
271,MGEA5
272,EIF4H
273,BRD2
274,HUWE1
275,CALR
276,LDHB
277,ATP2A2
278,PTRF
279,CCNL2
280,SERPING1
281,WNK1
282,CTNNB1
283,MAT2A
284,UBE2D3
285,EEF1B2
286,RAB7A
287,PEA15
288,YWHAB
289,CAPN2
290,CAP1
291,UBR4
292,STAT3
293,JUN
294,TAGLN2
295,GABARAP
296,COX4I1
297,PRKAR1A
298,RAC1
299,LAMP1
300,IGFBP4
301,RPL38
302,NUCKS1
303,ST13
304,SLC38A2
305,RPL22
306,ADAR
307,STOM
308,RPL36
309,CALM3
310,PLXNB2
311,PABPN1
312,TGOLN2
313,NUCB1
314,TSC22D1
315,PKD1
316,XRCC6
317,RPS28
318,MYL12B
319,CALCOCO1
320,GDI1
321,PRDX6
322,NONO
323,HP1BP3
324,MLLT6
325,YBX3
326,DDX39B
327,ARPC2
328,ALDH2
329,NDRG2
330,MKNK2
331,HMGB1
332,NISCH
333,ZFP36L2
334,RERE
335,JUNB
336,CFLAR
337,RPL23A
338,TPM3
339,ANXA5
340,PPP1CB
341,GUK1
342,DCTN1
343,BAG6
344,ANXA6
345,IDS
346,SNRNP200
347,LRP10
348,PTTG1IP
349,CAPZB
350,ZYX
351,LAPTM4A
352,EWSR1
353,FOS
354,HADHA
355,FOSL2
356,RNF10
357,WBP2
358,PFDN5
359,EIF3A
360,TMBIM1
361,CTNND1
362,NCOR2
363,GSTP1
364,RPS29
365,SEPT9
366,ACTN1
367,CSNK1A1
368,SF3B2
369,RAB5B
370,SARAF
371,DAZAP2
372,ABLIM1
373,IGFBP7
374,PDIA3
375,GRINA
376,LTBP4
377,SEC61A1
378,EIF3E
379,LGALS1
380,FLII
381,JUND
382,TACC1
383,LRRC74B
384,AP2B1
385,YWHAQ
386,PTGES3
387,IGLL1
388,DDB1
389,IL6ST
390,TRIM28
391,TMED10
392,PTMS
393,SLC44A2
394,GNB2
395,XRCC5
396,TMEM59
397,HNRNPL
398,CHD4
399,FASN
400,SRSF3
401,SERBP1
402,KLF6
403,GLG1
404,CD99
405,LAMB2
406,BCL6
407,VCL
408,RBM6
409,LARP1
410,FKBP5
411,MT2A
412,SERINC3
413,PLD3
414,CD46
415,RPS21
416,CTTN
417,COL1A2
418,NME2
419,ARGLU1
420,NFIC
421,SET
422,ITGB1
423,CRTAP
424,PICALM
425,MORF4L2
426,PRKCSH
427,CDC37
428,HNRNPUL1
429,BHLHE40
430,FLOT1
431,HDGF
432,MAP7D1
433,TMEM259
434,SUGP2
435,NKTR
436,CAST
437,SBF1
438,RNH1
439,YWHAG
440,HNRNPM
441,IQGAP1
442,PHC2
443,C1S
444,PTP4A2
445,AEBP1
446,SQSTM1
447,CD164
448,ACIN1
449,AQP1
450,KTN1
451,DDX24
452,HSPD1
453,LTBP3
454,LAMA5
455,KIF5B
456,COPA
457,TTC3
458,SRP14
459,RTN3
460,FAM170A
461,GPX4
462,PRRC2C
463,JAK1
464,EIF3F
465,HNRNPUL2
466,CLIC4
467,CLSTN1
468,GHITM
469,MLF2
470,SCARB2
471,C3
472,PYGB
473,VAMP2
474,ATP2B4
475,TARDBP
476,SERF2
477,CRYAB
478,SUN1
479,QKI
480,ATP6V0C
481,MFGE8
482,SYNPO
483,TSPYL2
484,STX16
485,HK1
486,FUS
487,PPP1R12B
488,FSTL1
489,SDCBP
490,FKBP1A
491,MGAT1
492,MYO1C
493,MFN2
494,TKT
495,COL4A2
496,COX7C
497,PAFAH1B1
498,ACSL1
499,PALLD
500,KLC1
501,RPL36A
502,SUN2
503,CHD3
504,ENSA
505,CS
506,RBM3
507,SYNE1
508,SRSF6
509,EIF5A
510,EIF4EBP2
511,MAPK8IP3
512,PPP1R12C
513,PPDPF
514,WASF2
515,RNF213
516,SREBF2
517,PBXIP1
518,MYH11
519,TBC1D9B
520,CLK1
521,PNN
522,WAC
523,AHCYL1
524,EIF3H
525,OGDH
526,KPNB1
527,ZNF207
528,GABARAPL1
529,PSMD2
530,TRIP12
531,CASC3
532,GRN
533,ATP5G2
534,EIF5B
535,SORBS1
536,C1R
537,SOD1
538,SUPT5H
539,MARCH6
540,LAMC1
541,PFKL
542,ECE1
543,BCAP31
544,PTBP1
545,HNRNPD
546,UQCRC2
547,RBM25
548,DNM2
549,SUPT6H
550,TOMM20
551,BTG2
552,LPP
553,HNRNPH3
554,PAM
555,CDC42
556,CSNK1D
557,ARHGEF12
558,PDGFRB
559,FLNB
560,NXF1
561,PJA2
562,SMG1
563,CHD2
564,ARF3
565,H1F0
566,SEC31A
567,MRAP
568,EPN1
569,ATXN2L
570,MDH2
571,FBXW5
572,NGRN
573,HADHB
574,COL18A1
575,TM9SF3
576,RBMX
577,ETS2
578,SRSF1
579,GOLGB1
580,GAS6
581,EZR
582,EIF3D
583,MINK1
584,KDM2A
585,AKT2
586,MBNL1
587,CCT7
588,CIC
589,TAF1L
590,NDUFA4
591,CYBRD1
592,FBLN1
593,CHCHD2
594,WDR6
595,TUBB4B
596,ARPP19
597,VAT1
598,PRRC2B
599,USF2
600,TUBA1A
601,CKB
602,RRBP1
603,SLC25A5
604,GLUD1
605,BAZ2A
606,ATP5E
607,MSL1
608,MLXIP
609,ACTR1A
610,SNX3
611,GDI2
612,UBB
613,UBXN6
614,KIAA0368
615,UQCRB
616,RPN2
617,ACTR2
618,NBR1
619,PDCD6IP
620,CELF1
621,NCKAP1
622,MAPK1
623,PRDX1
624,CD151
625,SPAG9
626,MYL12A
627,HECTD1
628,TNRC18
629,SURF4
630,INPPL1
631,ZBTB4
632,EID1
633,NDUFV1
634,TSPAN3
635,NCOA4
636,SNX1
637,SARS
638,ZMIZ2
639,TPP1
640,EDF1
641,VAPA
642,ASAH1
643,MAP4K4
644,TGFBR2
645,SORT1
646,COL1A1
647,PAPOLA
648,DDX42
649,RHOC
650,OS9
651,RBM5
652,SRCAP
653,ABR
654,ERGIC1
655,UBE2H
656,PARK7
657,PHB2
658,WDR26
659,RAD21
660,REEP5
661,QSOX1
662,CAPN1
663,EIF3B
664,CDV3
665,ZMIZ1
666,CAPRIN1
667,RAN
668,IPO5
669,C1orf43
670,UQCRC1
671,FAM168B
672,C4orf3
673,TCP1
674,DYNLL2
675,KANK2
676,MAGED2
677,KLF9
678,NFKBIA
679,SMARCA2
680,VDAC1
681,SYNE2
682,SRRM1
683,INTS1
684,UGP2
685,PDK4
686,RAD23B
687,TAPBP
688,CCT3
689,OPTN
690,THRAP3
691,CHMP4B
692,TNKS1BP1
693,EIF3L
694,PNPLA2
695,CDC42BPB
696,MVP
697,SETD5
698,HSPG2
699,BTG1
700,RAB1A
701,FAM129B
702,ACTA2
703,USP22
704,CALCOCO2
705,C6orf106
706,TOM1L2
707,RGS5
708,NFIX
709,SPEN
710,AKAP13
711,SORBS3
712,SRSF2
713,TOP2B
714,INF2
715,RXRA
716,DVL3
717,ENG
718,SSFA2
719,KMT2D
720,HINT1
721,RAB11B
722,LGALS3BP
723,CDKN1A
724,ANKRD11
725,FAM120A
726,FGFR1
727,PLEKHM2
728,SRSF4
729,GIGYF1
730,PNRC1
731,ESYT2
732,MGLL
733,TUFM
734,ARHGDIA
735,USP7
736,PRNP
737,RAF1
738,SH3PXD2A
739,RPN1
740,STAT2
741,MCAM
742,ILK
743,POGZ
744,ANKHD1
745,NPLOC4
746,FAM127A
747,USP9X
748,BGN
749,ANXA1
750,PTPN11
751,TCF25
752,ARCN1
753,MDH1
754,MEF2D
755,C10orf10
756,ABL1
757,ARHGAP1
758,ATP6AP1
759,UPF1
760,C6orf62
761,RSRP1
762,CSNK1E
763,NOTCH2
764,DCTN2
765,DNAJB2
766,TPD52L2
767,GPX1
768,RAB6A
769,LUC7L2
770,BRK1
771,KAT2A
772,TNIP1
773,PCM1
774,PSMB4
775,AP2A1
776,CPSF7
777,SMG5
778,PRDX5
779,MYO9B
780,KLF13
781,YWHAH
782,GABBR1
783,ISCU
784,BCLAF1
785,PPP1R15A
786,GRB2
787,EIF3K
788,IGF2R
789,F8A3
790,MAVS
791,EIF3G
792,KDM5C
793,ZNF106
794,EFCAB14
795,EGR1
796,MXRA7
797,ATP6V1E1
798,ANP32B
799,STAT5B
800,ASPH
801,HNRNPF
802,CNN3
803,RABL6
804,DHX9
805,SKI
806,PLCG1
807,RALY
808,ECH1
809,ACTR3
810,SEC62
811,KIF1B
812,CTDSP1
813,CXCR5
814,PLXNB1
815,ANAPC5
816,RPS26
817,C6orf89
818,SDF4
819,GNS
820,TNFRSF1A
821,AARS
822,IVNS1ABP
823,SRRT
824,NEK9
825,DNAJB1
826,SND1
827,QARS
828,HMGN2
829,BRD4
830,TRIM8
831,TOMM7
832,PABPC4
833,FURIN
834,NDUFS2
835,SDHA
836,UBXN4
837,ULK1
838,PSMC5
839,HNRNPA0
840,SYNCRIP
841,MAP2K2
842,ERGIC3
843,DBNL
844,TGM2
845,DGCR2
846,CLPTM1
847,CLIC1
848,SEC16A
849,XPO1
850,WDR82
851,TRPC4AP
852,SF3A1
853,PUM2
854,CREBBP
855,RAB2A
856,NDFIP1
857,DPYSL2
858,DYNLL1
859,CDK5RAP3
860,RNPS1
861,VPS13D
862,ZRANB2
863,IFITM2
864,COPG1
865,CLIP1
866,RHOT2
867,NDST1
868,RAPGEF1
869,TSC2
870,AFF4
871,TPR
872,TMED2
873,EIF3I
874,STK25
875,MLLT1
876,DIAPH1
877,SH3GLB1
878,UBQLN1
879,ABCA2
880,ATP6V1B2
881,SREBF1
882,GANAB
883,AFF1
884,ARHGEF7
885,ZC3H7B
886,CORO1C
887,ZNF638
888,PTEN
889,LAMB1
890,TMEM43
891,PRKACA
892,CIZ1
893,ATP5G3
894,H6PD
895,TPCN1
896,KIAA1109
897,LGALS3
898,SLC3A2
899,RANBP2
900,GBF1
901,LRRFIP1
902,CD9
903,KHSRP
904,CEBPD
905,TUBGCP6
906,POLR2E
907,GBA2
908,ADD3
909,ARPC3
910,LAMP2
911,SHISA5
912,HDAC7
913,TNK2
914,PI4KA
915,PDXK
916,CCNL1
917,GAK
918,LRPAP1
919,PSMD8
920,EEF1D
921,MYLK
922,RPL36AL
923,PSMA7
924,UBR5
925,METTL7A
926,DDOST
927,KDELR2
928,ZSWIM8
929,NR4A1
930,TXNDC5
931,RALGDS
932,VWF
933,NAMPT
934,HDAC5
935,VPS39
936,LASP1
937,KIR2DL1
938,ASXL1
939,PECAM1
940,PKN1
941,DYNC1LI2
942,AHSA2
943,RAB10
944,PPP2CA
945,NFE2L2
946,IPO7
947,CMPK1
948,WDR13
949,SMARCC2
950,ATP5C1
951,NCOR1
952,NBL1
953,ADAMTS1
954,SSR2
955,PRKDC
956,FNBP4
957,TAX1BP1
958,TIMP1
959,PRELP
960,VPS28
961,RAB14
962,RBM33
963,SERPINB6
964,PSMD4
965,MLEC
966,NARS
967,TM9SF2
968,KMT2C
969,DNAJA1
970,H2AFV
971,MAF1
972,MIDN
973,C19orf43
974,CCT8
975,ARL6IP5
976,ARPC4
977,DUSP3
978,GOLGA4
979,DMPK
980,GSPT1
981,DHX15
982,THBS1
983,ARHGEF1
984,PSMB1
985,ARF4
986,TNPO2
987,UBE2G2
988,TRIM44
989,BAP1
990,HSD17B4
991,STARD7
992,USP47
993,FAM193B
994,SSU72
995,DNAJB6
996,ARHGAP21
997,SERP1
998,CALU
999,SF3B3
1000,HERPUD1
1001,ANKRD10
1002,ADH5
1003,RAB11A
1004,ANXA7
1005,PPP1CC
1006,RNF11
1007,ETF1
1008,NPTN
1009,CPSF1
1010,CD44
1011,UBE2V1
1012,PCNP
1013,PIK3R1
1014,ATP6V0E1
1015,SH3GLB2
1016,COL3A1
1017,RNF187
1018,CNOT1
1019,MTURN
1020,STT3B
1021,PFKFB3
1022,MAN2A2
1023,UBTF
1024,MAP1B
1025,PPP2R5C
1026,DDX6
1027,CLTB
1028,ITGB5
1029,PIP4K2B
1030,NUDCD3
1031,HERC1
1032,BNIP3L
1033,OR7A5
1034,CYR61
1035,EIF2S3
1036,CLUH
1037,NRBP1
1038,FNBP1
1039,EZH1
1040,CTSZ
1041,MTPN
1042,PPP2CB
1043,CHMP3
1044,SIN3B
1045,YME1L1
1046,TALDO1
1047,NRBP2
1048,CUX1
1049,VEGFA
1050,TMEM248
1051,HNRNPR
1052,MED13L
1053,RAB5C
1054,SRSF7
1055,SMTN
1056,NMT1
1057,NDUFA10
1058,CLTA
1059,KIAA0100
1060,G3BP1
1061,SYNPO2
1062,SAMHD1
1063,BLCAP
1064,HTT
1065,MXD4
1066,ADAM15
1067,MED15
1068,STIP1
1069,DPP7
1070,XPO6
1071,GABARAPL2
1072,HIPK2
1073,COL4A1
1074,PHF1
1075,MYO18A
1076,KIDINS220
1077,ARL6IP1
1078,NOTCH3
1079,TCEAL4
1080,NPDC1
1081,DNAJC5
1082,SPG7
1083,HIF1A
1084,CRIP2
1085,ATP5F1
1086,SMIM18
1087,GADD45B
1088,YY1
1089,ARID1A
1090,PTP4A1
1091,LRPPRC
1092,SAP18
1093,AGAP3
1094,ITPK1
1095,PITPNA
1096,FDFT1
1097,GLYR1
1098,H2AFY
1099,CREBZF
1100,PACSIN2
1101,ARFGAP1
1102,GPBP1L1
1103,TMEM123
1104,RANGAP1
1105,LSM14A
1106,PUF60
1107,KLHL21
1108,IRF2BP2
1109,NUDC
1110,EPHX1
1111,SLTM
1112,FBRS
1113,CSNK2B
1114,TFE3
1115,FCGRT
1116,RNASEK
1117,RSL1D1
1118,DVL1
1119,IMPDH2
1120,CDC42SE1
1121,RBPJ
1122,SYMPK
1123,RELA
1124,HECTD4
1125,AP1B1
1126,SBDS
1127,SSRP1
1128,ATP6V0A1
1129,SLC38A10
1130,NUFIP2
1131,KHDRBS1
1132,DHCR24
1133,STAU1
1134,MKRN1
1135,PACS2
1136,COPE
1137,RBBP4
1138,KMT2A
1139,SGSM2
1140,ESYT1
1141,KIAA0430
1142,IK
1143,GTF3C1
1144,OXA1L
1145,LITAF
1146,ANAPC16
1147,PDLIM5
1148,SVIL
1149,CTBP1
1150,THRA
1151,MMP2
1152,COX5B
1153,KDELR1
1154,JTB
1155,DLGAP4
1156,ANKRD17
1157,PSMF1
1158,DAG1
1159,ZNF664
1160,YPEL3
1161,TRIO
1162,MBD6
1163,MBP
1164,ACAP3
1165,MBTPS1
1166,AUP1
1167,FOXO3
1168,IQSEC1
1169,ADIPOR1
1170,SDC4
1171,WDTC1
1172,EHD2
1173,MCFD2
1174,DIDO1
1175,AP2A2
1176,FAM134A
1177,ADIPOR2
1178,SMARCA4
1179,MROH2A
1180,PRPF4B
1181,SYNGR2
1182,UTRN
1183,MICAL3
1184,GSTK1
1185,SEC14L1
1186,COX8A
1187,DENND5A
1188,SEL1L
1189,TBL1XR1
1190,PPP6R1
1191,TNRC6A
1192,PARP1
1193,PACS1
1194,KMT2E
1195,EMP1
1196,SAR1A
1197,GOLGA8A
1198,VAMP3
1199,COL6A3
1200,GOLGA2
1201,ARPC5
1202,CPE
1203,PI4KB
1204,MYCBP2
1205,CAB39
1206,ATP6AP2
1207,KMT2B
1208,COPB1
1209,NPEPPS
1210,MARS
1211,ARL6IP4
1212,UBXN1
1213,SP1
1214,SERPINF1
1215,ITGA5
1216,SCAF11
1217,ZFR
1218,PRDX2
1219,PIP5K1C
1220,MAGED1
1221,TSPAN14
1222,TTLL3
1223,PSMD3
1224,AKAP12
1225,MGRN1
1226,HERC2
1227,STIM1
1228,ALKBH5
1229,LSS
1230,ASH1L
1231,NDUFA13
1232,TERF2IP
1233,PA2G4
1234,BTBD2
1235,BSDC1
1236,UBE2R2
1237,TAF7
1238,G3BP2
1239,TAOK2
1240,KDM3B
1241,TMEM30A
1242,SUPT16H
1243,HTRA1
1244,KARS
1245,ATG9A
1246,NR1H2
1247,LZTS2
1248,CTDNEP1
1249,FBXO7
1250,STRAP
1251,RBBP7
1252,AP1G1
1253,DPYSL3
1254,ZMYND11
1255,STRN4
1256,IARS
1257,CABIN1
1258,CSTB
1259,VPS4A
1260,PSMC3
1261,PDXDC1
1262,SCD
1263,FXR1
1264,C11orf58
1265,PRDX3
1266,RBCK1
1267,GGA2
1268,APH1A
1269,AZIN1
1270,ECHS1
1271,NDUFS5
1272,CD47
1273,TNPO1
1274,TMEM127
1275,PRPF6
1276,COPB2
1277,CENPB
1278,OCIAD1
1279,PIEZO1
1280,GPR107
1281,ZER1
1282,ERRFI1
1283,CDK16
1284,KLHDC3
1285,VDAC2
1286,ARHGAP35
1287,CREG1
1288,EPB41L2
1289,YPEL5
1290,KIAA0930
1291,USP11
1292,ARL8B
1293,SCYL1
1294,RGL2
1295,TMEM109
1296,GOLGA3
1297,SNX17
1298,WDR45B
1299,ZFP91
1300,EIF2AK1
1301,GPC1
1302,S100A10
1303,TRA2B
1304,SH3BGRL
1305,DENND4B
1306,ARAP1
1307,PMP22
1308,SH2B1
1309,OAZ2
1310,HIPK1
1311,RBFOX2
1312,DICER1
1313,AKT1
1314,ITPR3
1315,PSME1
1316,MAN2C1
1317,EXOC7
1318,SEC63
1319,ZKSCAN1
1320,DCAF5
1321,ATP6V0D1
1322,PIGT
1323,TOLLIP
1324,FAM160B2
1325,MAPK3
1326,HNRNPH2
1327,FIS1
1328,HSF1
1329,PAGE2B
1330,AAMP
1331,YIPF3
1332,AKAP17A
1333,GIT1
1334,RNF167
1335,TRIOBP
1336,GPS1
1337,CNP
1338,HLA-DRA
1339,EIF4G3
1340,NUP98
1341,CNDP2
1342,YTHDC1
1343,SLK
1344,COX6B1
1345,CYC1
1346,DGKZ
1347,TNFAIP2
1348,CBX7
1349,MECP2
1350,S100A11
1351,SSR3
1352,NSMF
1353,PLEKHB2
1354,SBNO2
1355,SCAP
1356,SSR1
1357,ATP1B3
1358,TMEM214
1359,SCRIB
1360,POLDIP2
1361,ITM2C
1362,BIRC6
1363,DHX30
1364,PILRB
1365,PHF10
1366,CRIM1
1367,TAF15
1368,VPS51
1369,CPNE1
1370,SAMD4B
1371,SUMO2
1372,ABHD2
1373,TXLNA
1374,TOB2
1375,EPS15
1376,POLDIP3
1377,RABAC1
1378,IFNGR1
1379,ILF2
1380,USP24
1381,HGSNAT
1382,MBD1
1383,CBX3
1384,PTPRF
1385,TRAM1
1386,PLXND1
1387,SETD2
1388,CDIPT
1389,SRP9
1390,TAOK1
1391,PDLIM7
1392,SLC25A39
1393,MAST2
1394,COLGALT1
1395,CYFIP1
1396,LARS
1397,TMEM245
1398,HM13
1399,GLS
1400,LRRC8A
1401,PTPN23
1402,HSPA4
1403,LY6E
1404,UBAP2L
1405,TIAL1
1406,PTPRA
1407,TYK2
1408,MARCKS
1409,STK40
1410,GPAA1
1411,PLS3
1412,CAV1
1413,USO1
1414,NASP
1415,N4BP2L2
1416,EMC10
1417,AKAP1
1418,KDM3A
1419,DES
1420,FAM65A
1421,WARS
1422,CAND1
1423,U2SURP
1424,PRMT1
1425,CUL4A
1426,PUM1
1427,PHLDB1
1428,UBA2
1429,DAB2IP
1430,MPHOSPH8
1431,SSR4
1432,SRSF10
1433,CKAP5
1434,LRRC41
1435,KCTD12
1436,RBM17
1437,PCGF3
1438,CAPZA1
1439,SPCS3
1440,CCDC50
1441,COPZ1
1442,SCAF1
1443,LMF2
1444,NID1
1445,DDX23
1446,SUB1
1447,CHMP1A
1448,PDAP1
1449,KANSL3
1450,CBX6
1451,SENP6
1452,APMAP
1453,SMG7
1454,FAM234A
1455,JUP
1456,MTDH
1457,TRAK1
1458,ATG13
1459,SNX19
1460,ADNP
1461,SGTA
1462,DDX1
1463,PPP6R2
1464,VPS35
1465,TSC22D4
1466,CD99L2
1467,DYRK1A
1468,PPP6R3
1469,RAB1B
1470,CTGF
1471,SLC39A7
1472,SYPL1
1473,BTAF1
1474,STAT1
1475,CYCS
1476,HGS
1477,PIM3
1478,PSMD1
1479,CGGBP1
1480,BAZ1B
1481,BCL2L2
1482,TJP2
1483,PQLC1
1484,CHP1
1485,CLASP1
1486,DMTF1
1487,EPRS
1488,MXI1
1489,CAPZA2
1490,SRF
1491,CAMTA2
1492,KPNA4
1493,NCSTN
1494,OAT
1495,ALDH3A2
1496,SETX
1497,SGSM3
1498,FUBP1
1499,EDC4
1500,OSBPL9
1501,CSNK1G2
1502,CDS2
1503,PPP1R12A
1504,PCBP1
1505,REPIN1
1506,MBD3
1507,SIRT2
1508,NCOA1
1509,PPT1
1510,RABGAP1
1511,ITGAV
1512,VEGFB
1513,CRKL
1514,SMARCE1
1515,OTUD5
1516,SIDT2
1517,TXNRD1
1518,MGP
1519,PPA1
1520,PTK2
1521,MAU2
1522,PPP1R9B
1523,TECR
1524,PTGDS
1525,MED24
1526,NBEAL2
1527,SHC1
1528,TFG
1529,MADD
1530,ARHGEF2
1531,SCP2
1532,TSPYL1
1533,SH3BGRL3
1534,STAB1
1535,EXOC3
1536,PFKM
1537,CRY2
1538,AGPAT3
1539,CDK9
1540,PTPN12
1541,COX6C
1542,ACLY
1543,STK11
1544,DKK3
1545,POR
1546,FBXW2
1547,PRPF19
1548,UBE2Z
1549,KPNA6
1550,PAN2
1551,HIGD1A
1552,SREK1
1553,EGLN1
1554,TJP1
1555,NDUFA11
1556,AGPAT1
1557,DUS1L
1558,SLC25A23
1559,TAB2
1560,SRP68
1561,NUMB
1562,KIAA0141
1563,ELL2
1564,TUBA1B
1565,RBPMS
1566,MMP14
1567,FKBP4
1568,PITRM1
1569,LONP2
1570,C14orf166
1571,NOP56
1572,CBX5
1573,DEK
1574,GPBP1
1575,ATL3
1576,ENTPD6
1577,CCT2
1578,PNPLA6
1579,GTPBP1
1580,CDC42EP4
1581,ACTR1B
1582,KIAA1191
1583,IRAK1
1584,TEX261
1585,GSE1
1586,DDR1
1587,FBRSL1
1588,NOTCH1
1589,ZFAND3
1590,RER1
1591,ATP5D
1592,IMMT
1593,ABCC5
1594,HCFC1
1595,RBBP6
1596,FLYWCH1
1597,AMFR
1598,LZTR1
1599,TBC1D17
1600,XBP1
1601,TP53INP2
1602,SPPL2B
1603,OTUB1
1604,PPM1A
1605,SETD7
1606,TMED4
1607,AKAP2
1608,NDUFS1
1609,CAT
1610,NSFL1C
1611,PARP6
1612,RBL2
1613,AK2
1614,CPSF6
1615,DAZAP1
1616,IMPAD1
1617,CHTOP
1618,FBXW4
1619,PDE4DIP
1620,SZRD1
1621,ZNF655
1622,RAP1A
1623,PSMD13
1624,TMEM184B
1625,NEDD8
1626,DOCK9
1627,KCTD10
1628,PGRMC1
1629,DYNLRB1
1630,IARS2
1631,MPZL1
1632,LPIN1
1633,MARK3
1634,LMAN2
1635,ATP6V0B
1636,RNPEPL1
1637,SPRYD3
1638,TIA1
1639,SLC38A1
1640,BAG3
1641,EVL
1642,ARPC1A
1643,UBE2L3
1644,SZT2
1645,MGAT4B
1646,ZEB2
1647,ATP5L
1648,EIF3M
1649,MAPRE1
1650,RAB31
1651,ANKH
1652,DNAJC10
1653,ESD
1654,SLC35A4
1655,NAA50
1656,ACO2
1657,KIAA0319L
1658,IDH2
1659,GAA
1660,RNF130
1661,ATXN7L3B
1662,ATF6B
1663,TBCD
1664,GRSF1
1665,PRMT2
1666,SMAD4
1667,PSMB7
1668,EHD1
1669,YLPM1
1670,CELF2
1671,DAP
1672,BRWD1
1673,COL16A1
1674,GAS7
1675,USP19
1676,IP6K2
1677,GUCD1
1678,DCAF6
1679,CCDC47
1680,PHF3
1681,BPTF
1682,VPS13C
1683,UBE2D2
1684,PFKP
1685,LMAN1
1686,TPRG1L
1687,MOB1A
1688,BCL2L1
1689,SLC29A1
1690,ACACB
1691,SMAD3
1692,COMT
1693,CDKN1B
1694,GNL1
1695,SDHC
1696,PLOD1
1697,DCAF11
1698,SSBP3
