,0
535,GP5
536,CD300E
537,RAB41
538,OR7D2
539,DMRT1
540,RTL1
541,GUCA2A
542,PF4
543,MYH1
544,MYL1
545,OR13A1
546,ZIC3
547,POU3F4
548,OR7A5
549,RIPPLY2
550,ZP1
551,PGA4
552,HIST1H2BF
553,ODF3L2
554,C2orf80
555,EVX1
556,GABRB1
557,TCTE1
558,CFHR4
559,FCN2
560,KRT2
561,C9orf173
562,GALR2
563,OPALIN
564,IL19
565,CRYBB2
566,KCTD19
567,AGTR2
568,NBPF6
569,CHRM5
570,OOEP
571,RS1
572,CCR9
573,FAM163B
574,TMEM179
575,SLC17A8
576,DPEP3
577,VAX1
578,OCLM
579,CEACAM3
580,XIRP2
581,CHRNA9
582,PRDM13
583,GNGT1
584,KCNS2
585,IRS4
586,CR1L
587,ALAS2
588,DEFB4A
589,CCR3
590,GPR61
591,GPR26
592,CA7
593,C2orf73
594,KRTAP5-2
595,ACOT6
596,C11orf16
597,SLC39A12
598,GPR21
599,CLVS2
600,ACTBL2
601,TLX2
602,OTOS
603,DPPA4
604,CPA1
605,MYH8
606,NHLH2
607,SLC5A2
608,ANKRD7
609,TREML1
610,LY6G6D
611,RFX6
612,APOBEC1
613,BFSP2
614,STOML3
615,PNLIPRP3
616,ELANE
617,IMPG2
618,AKNAD1
619,HUS1B
620,GUCA1A
621,SYT16
622,PHOX2A
623,FAM106A
624,KCNK4
625,TTC24
626,GKN2
627,KIAA0087
628,NPAS4
629,CFC1B
630,WNT9B
631,MBOAT4
632,ZDHHC19
633,IL5RA
634,KLRC4
635,CA1
636,VSTM2B
637,UTS2
638,EMR3
639,SPATC1
640,C15orf26
641,CSNK1A1L
642,RETN
643,FGF10
644,ATOH7
645,MAGEA10
646,SPINK7
647,TTC9B
648,ONECUT1
649,TRIM72
650,CTNNA3
651,IDO2
652,RGR
653,FER1L5
654,UGT2A1
655,SLC10A2
656,PADI4
657,IL27
658,HBG1
659,RNF222
660,SLC5A7
661,GRAPL
662,C2orf71
663,FABP2
664,MYL2
665,MYPN
666,PRLHR
667,ATP1A4
668,MYH2
669,RAPSN
670,CGA
671,CRYBA2
672,ZNF280A
673,PYDC1
674,DSCR8
675,IMPG1
676,ZFP42
677,GAGE12D
678,HIST1H2BO
679,NKX6-2
680,ZFP92
681,CLEC4D
682,MAGEE2
683,SOX3
684,REG1B
685,GALR1
686,CST5
687,UROC1
688,TEKT1
689,TEKT5
690,ADAD2
691,LCTL
692,CNTNAP5
693,MATN1
694,RLN1
695,ZNF648
696,ALS2CR12
697,SLC26A8
698,COX6A2
699,KLK15
700,SLC18A3
701,SOHLH1
702,RBP2
703,ACR
704,ENTHD1
705,ARRDC5
706,MYBPHL
707,NR2E3
708,ZCCHC16
709,HSD3B2
710,SLC22A10
711,KLF17
712,TSKS
713,C6orf118
714,TPH1
715,HMSD
716,SIAH3
717,TMEM190
718,FAM153B
719,LAIR2
720,ADCY10
721,CNTN5
722,HIST1H2AK
723,OLFM3
724,GALNTL6
725,SPRR2B
726,CCDC33
727,FOXI2
728,CCDC129
729,CXorf49B
730,MYO1H
731,FAM19A1
732,KRT79
733,GABRA4
734,HIST3H2BB
735,FAM19A4
736,HRK
737,GRM7
738,GDF3
739,FBXW10
740,ACOT12
741,GRID2
742,TDRD12
743,WBSCR28
744,GLRA3
745,FAM180B
746,TMEM229A
747,WFDC12
748,GPR15
749,GAGE12J
750,AQP8
751,LPO
752,CDH7
753,LRRC69
754,KERA
755,BPI
756,KRT24
757,KCTD4
758,RPTN
759,AMY2A
760,GATSL2
761,UNC45B
762,POU6F2
763,FRMPD4
764,CHIA
765,PCDHA9
766,C22orf15
767,LECT1
768,MBL2
769,CPNE9
770,SSTR5
771,TRIM74
772,ABCB11
773,VWA5B1
774,CNR2
775,LDLRAD1
776,MATN4
777,PAGE4
778,TMEM189-UBE2V1
779,SPP2
780,NXF2
781,SPACA4
782,ZNF80
783,TP53TG3B
784,CLCN1
785,PSG4
786,ADAMTS20
787,HRH3
788,CALCB
789,GALNT8
790,LECT2
791,APOA4
792,CCL3L3
793,MMD2
794,IL20
795,C14orf180
796,SLC22A9
797,C10orf91
798,KRT9
799,TRPM1
800,HIST1H1D
801,STON1-GTF2A1L
802,AZU1
803,NMUR2
804,LHX1
805,NEUROD1
806,SPDYC
807,NXPH2
808,SPATA4
809,PZP
810,LCNL1
811,MYOZ2
812,LMAN1L
813,CCDC116
814,OR2A1
815,CT45A1
816,VCX3A
817,TMEM72
818,ASB12
819,CXorf30
820,PYY
821,EPO
822,UMOD
823,XKR4
824,LINGO3
825,TBX10
826,FXYD4
827,SERPINB11
828,GNRHR
829,C11orf88
830,VWC2
831,CLDND2
832,FGF5
833,IL17REL
834,SPERT
835,ANKRD55
836,KRTAP5-9
837,C5orf58
838,FFAR3
839,CHRNA6
840,CPA2
841,HIPK4
842,SSX1
843,DKK4
844,ENPP7
845,CACNG1
846,C1QL2
847,C9orf50
848,DBX2
849,COLEC10
850,DUSP13
851,KHDRBS2
852,RHD
853,F9
854,CMTM2
855,PROK2
856,WDR88
857,SCT
858,SLC22A16
859,CDHR4
860,IL17B
861,ETV3L
862,HIST1H3G
863,CCDC62
864,CYP2C19
865,INS-IGF2
866,C1QTNF9B
867,MAGEB2
868,NTSR2
869,ESRRB
870,RPE65
871,HIST1H4E
872,KHDC1L
873,CDRT1
874,CFHR5
875,B3GALT1
876,PROK1
877,INSRR
878,SLC28A2
879,RIMBP3C
880,EFCAB5
881,LOXHD1
882,GUCY2D
883,SMN1
884,HMX1
885,F13B
886,P2RX2
887,OBP2B
888,NPPA
889,MYH6
890,FBXO39
891,TNMD
892,TEX11
893,DAND5
894,CYP7A1
895,FCAR
896,NLRP11
897,CT62
898,PSAPL1
899,PNPLA1
900,FAM25A
901,PKD2L1
902,GRIN3B
903,DKKL1
904,DNAH8
905,SLC5A4
906,CYP2A7
907,ALPI
908,HSPB9
909,TRPC5
910,IFNE
911,NXF3
912,MYLPF
913,RTP3
914,TEPP
915,MMP8
916,DCC
917,GPR20
918,FEZF1
919,NGB
920,SMPX
921,SLC13A1
922,RLBP1
923,SLC18A1
924,GABRR1
925,INSL3
926,SOST
927,PAX7
928,LRTM2
929,PLA2G1B
930,CCL24
931,CCL7
932,CYP1A2
933,UPP2
934,GBX2
935,KLK9
936,CTAG2
937,TTLL2
938,FAM92B
939,LAMB4
940,SMYD1
941,TCP11
942,AMPD1
943,KIAA1751
944,SLC25A41
945,CCDC67
946,PTCRA
947,MAGEC1
948,CCDC60
949,NPHS1
950,NR5A1
951,GLP1R
952,C1QTNF9
953,GBP7
954,VSIG8
955,NPY5R
956,TAC3
957,TRPM5
958,KRT83
959,MYADML2
960,ANKRD30B
961,TTLL10
962,TAS1R1
963,SI
964,KIF25
965,ADAM21
966,UGT1A4
967,CRNN
968,TRIM61
969,CNGA4
970,BTNL3
971,GP6
972,CSF2
973,ITLN2
974,TCTEX1D4
975,GABRA1
976,KCNJ9
977,FATE1
978,TRIM50
979,AQPEP
980,LCE3D
981,SLC10A1
982,HEATR4
983,LHX9
984,CIDEA
985,CALCR
986,DSC1
987,GTF2A1L
988,KCNV1
989,DLEU7
990,AKR1D1
991,CCL16
992,SLC6A7
993,SOAT2
994,IL22RA2
995,LGALS9B
996,LPA
997,NLRP9
998,SIM1
999,RAB40AL
1000,KCNH4
1001,MADCAM1
1002,SLC17A2
1003,C9orf171
1004,CACNG6
1005,MAP3K15
1006,C11orf86
1007,TRDN
1008,KCNB2
1009,GJC3
1010,S100A5
1011,WDR38
1012,WNT16
1013,NPFFR2
1014,DACH2
1015,CTAG1B
1016,EPHA8
1017,LIN28B
1018,ACTL6B
1019,TREH
1020,PCDHA8
1021,LHX4
1022,ANKFN1
1023,GRM6
1024,GPR12
1025,SLC22A6
1026,HIST2H3C
1027,BTBD17
1028,CLEC4G
1029,PIRT
1030,MARCH10
1031,SLURP1
1032,TAF7L
1033,KCNA2
1034,DTHD1
1035,UNC13C
1036,EFNA2
1037,C10orf67
1038,GABRG1
1039,CCDC158
1040,SLC35D3
1041,FEV
1042,ZNF556
1043,CYP4F8
1044,ZBBX
1045,GAPDHS
1046,PM20D1
1047,PROZ
1048,SPINK2
1049,CASP14
1050,CHRM4
1051,KIR2DL4
1052,LINGO2
1053,TGM4
1054,SNTN
1055,DAB1
1056,C14orf182
1057,C1orf110
1058,TUBA3E
1059,WFIKKN2
1060,GYS2
1061,IL31RA
1062,FAM177B
1063,NRN1L
1064,UGT1A3
1065,FRMPD2
1066,GYPE
1067,HTR2C
1068,KRT31
1069,TRH
1070,TMPRSS9
1071,CASR
1072,FOLR3
1073,SLC4A1
1074,SLC24A2
1075,DCAF12L1
1076,CCIN
1077,GABRG3
1078,ZNF560
1079,PNMA5
1080,GPR179
1081,CLCA1
1082,CASP5
1083,ZPLD1
1084,ZNF732
1085,HS3ST6
1086,SYNPR
1087,PNLDC1
1088,APOBEC2
1089,DNAH12
1090,ZG16
1091,TMPRSS11A
1092,SOX1
1093,WDR16
1094,KCNK12
1095,PLA2G4E
1096,PABPC1L2B
1097,PRMT8
1098,NRAP
1099,GPR62
1100,PGLYRP3
1101,GLTPD2
1102,CCL23
1103,SIX3
1104,FAM19A3
1105,PDE6A
1106,RAB3C
1107,KAAG1
1108,UGT1A7
1109,FCRL1
1110,RSPH10B2
1111,PRSS33
1112,ASAH2
1113,CC2D2B
1114,PAQR9
1115,NR0B1
1116,IFNG
1117,CD5L
1118,CAMP
1119,MAGEA11
1120,KIAA1210
1121,GPR156
1122,C20orf85
1123,SPRR2G
1124,CALY
1125,CD1B
1126,KCNJ1
1127,NAP1L6
1128,C9
1129,HS3ST5
1130,RBM44
1131,ANKRD34B
1132,UGT1A8
1133,ZNF878
1134,POTEE
1135,CDC20B
1136,LGI1
1137,IL9R
1138,KCTD8
1139,SLC12A3
1140,CRYGN
1141,RALYL
1142,MYT1L
1143,FOXN4
1144,CDH18
1145,SLC5A11
1146,KISS1
1147,CARTPT
1148,XKR5
1149,SLC22A12
1150,MAGEC2
1151,C11orf87
1152,NBPF4
1153,DCAF12L2
1154,SLITRK1
1155,SPATA9
1156,EGR4
1157,C9orf139
1158,LRRC3B
1159,C20orf197
1160,C10orf111
1161,SOX30
1162,INSC
1163,STAB2
1164,INHBC
1165,NPB
1166,HTR1F
1167,AFM
1168,SPHKAP
1169,KRTAP5-1
1170,CLEC17A
1171,SCRT1
1172,TPSG1
1173,APOA5
1174,ABCG8
1175,HTR2A
1176,ARSF
1177,LPAR4
1178,SIGLEC6
1179,BTBD8
1180,APOC4
1181,FRMD1
1182,SP8
1183,AQP2
1184,PTPRQ
1185,CEACAM4
1186,TEKT3
1187,HCN1
1188,CRCT1
1189,PLD5
1190,KLHL38
1191,FAM186A
1192,NR2E1
1193,SERPINA7
1194,ZBTB8B
1195,SPRR2F
1196,KPNA7
1197,PPBP
1198,PTGER1
1199,NKX2-8
1200,COL20A1
1201,LMOD3
1202,TTC36
1203,POU4F1
1204,CTAGE6
1205,THEM5
1206,WBP2NL
1207,PIWIL1
1208,GABRA5
1209,PFKFB1
1210,GRM3
1211,RGS13
1212,PAPL
1213,C9orf84
1214,LRRTM3
1215,NHLH1
1216,PFN4
1217,HAO1
1218,DHH
1219,C2orf50
1220,CLDN19
1221,CCR8
1222,PLA2G2F
1223,ATP13A5
1224,MDGA2
1225,KCNA1
1226,C8A
1227,LYPD2
1228,MAGEA1
1229,TNFRSF13B
1230,NKX6-1
1231,LRIT3
1232,C11orf53
1233,CGB7
1234,AMTN
1235,C19orf45
1236,C2orf48
1237,CALCA
1238,ADRA1A
1239,FGF19
1240,GABRQ
1241,SLC14A2
1242,MOG
1243,CATSPER1
1244,LDHC
1245,CPLX3
1246,VIP
1247,SLCO1B1
1248,TUSC5
1249,MCF2
1250,C20orf202
1251,LHFPL1
1252,C11orf65
1253,SPATA12
1254,RAET1L
1255,FAM150A
1256,SLC7A10
1257,RGAG1
1258,ELAVL4
1259,PEX5L
1260,SCN11A
1261,SGCG
1262,KCNE1L
1263,CAPN11
1264,SMTNL1
1265,MAP1LC3C
1266,GABRA2
1267,C6orf201
1268,HSPB3
1269,NODAL
1270,PGLYRP4
1271,TMEM74
1272,MORN5
1273,CPNE6
1274,WDR49
1275,HAPLN2
1276,GRM1
1277,GJB7
1278,TM4SF20
1279,FOXD4L1
1280,TYR
1281,GHRL
1282,OR2W3
1283,COL19A1
1284,TDRD1
1285,SLAMF9
1286,SLN
1287,C7orf57
1288,GRIK1
1289,NOS1
1290,MYL4
1291,CCKBR
1292,FAM71F2
1293,PRH2
1294,CDR1
1295,LRFN2
1296,ASB5
1297,RP1L1
1298,CCL26
1299,ROPN1
1300,RFPL3S
1301,GPR128
1302,LGSN
1303,CNTNAP4
1304,SVOP
1305,RTBDN
1306,ACTL8
1307,CLEC18C
1308,LEP
1309,ITGAD
1310,DCT
1311,PAX3
1312,SLC9A4
1313,ABHD12B
1314,GPR141
1315,SERINC4
1316,SYCE1
1317,GAS2L2
1318,RGS9BP
1319,SPINK4
1320,NDST3
1321,GSG1L
1322,PCDH11X
1323,RFX8
1324,SLC17A1
1325,HFM1
1326,TGM5
1327,CACNG7
1328,RPGRIP1
1329,GCKR
1330,CCDC36
1331,TEKT4
1332,EFCAB10
1333,DNASE2B
1334,C6orf163
1335,SRRM4
1336,TMEM155
1337,KLRC1
1338,TTPA
1339,FXYD7
1340,C4orf36
1341,GAL3ST2
1342,OTC
1343,KRT78
1344,ANKRD30A
1345,AFP
1346,AGBL4
1347,ASAH2B
1348,HIST1H1E
1349,SHISA7
1350,HIST1H2AG
1351,ENAM
1352,PLAC1
1353,NKX2-5
1354,KLRC3
1355,ABCB5
1356,SYCP2L
1357,HPSE2
1358,ZNF474
1359,KISS1R
1360,C1orf127
1361,TAC1
1362,C1orf194
1363,CLEC3A
1364,ART3
1365,BTBD16
1366,MPPED1
1367,SLC12A1
1368,ISX
1369,CYP19A1
1370,GJA9
1371,TRPC3
1372,SPDYE5
1373,FAM129C
1374,CTAGE1
1375,KCNT1
1376,CCK
1377,C6orf15
1378,KCNJ13
1379,VWA3A
1380,ART4
1381,DRD1
1382,NKX2-3
1383,FCER2
1384,HES5
1385,ANGPTL7
1386,TKTL1
1387,AGBL3
1388,EPHA6
1389,DLGAP2
1390,TEX15
1391,GCGR
1392,TAS2R14
1393,NEK5
1394,IGSF5
1395,ALX1
1396,WFDC5
1397,NOX5
1398,PCDH15
1399,MYBPH
1400,CREG2
1401,CCL25
1402,PGA3
1403,SLC1A6
1404,FAM183A
1405,CPN1
1406,CSAG1
1407,C20orf195
1408,ANKRD2
1409,REG3A
1410,HIST1H2AM
1411,CNGA3
1412,TTC16
1413,SHISA6
1414,MOGAT2
1415,APOF
1416,PAPPA2
1417,FAM181A
1418,UGT2B11
1419,FAM184B
1420,USH2A
1421,KCNH6
1422,HFE2
1423,B3GNT6
1424,RP1
1425,DAO
1426,C2orf70
1427,CXXC4
1428,NRSN1
1429,FGF17
1430,CRHR1
1431,CDH12
1432,RGS7
1433,ABCG5
1434,CAPSL
1435,ZNF534
1436,NAT2
1437,C2orf82
1438,LRRC7
1439,SLC13A4
1440,RPL21
1441,UCN
1442,ALPPL2
1443,PAX1
1444,CYP1A1
1445,AKR1C4
1446,ALS2CR11
1447,LMO1
1448,RFX4
1449,FETUB
1450,HTRA4
1451,TEX14
1452,CRYBB1
1453,FADS6
1454,CHRNA2
1455,NCR3
1456,HSD17B3
1457,RAB40A
1458,FAM151A
1459,SERPINA10
1460,TAS2R5
1461,SALL3
1462,TMEM215
1463,MGAT4C
1464,GABRG2
1465,MYL3
1466,CLEC2L
1467,RXFP1
1468,PLEKHG7
1469,ZNF98
1470,ADAMTS19
1471,SH2D1B
1472,ATP2B3
1473,CFHR3
1474,GPR174
1475,TRPM3
1476,TNFRSF13C
1477,TREX2
1478,CLEC9A
1479,NLRP6
1480,SULT1B1
1481,CHRNA7
1482,C9orf47
1483,SHBG
1484,NRG4
1485,SYNPO2L
1486,SLC10A6
1487,ZSCAN1
1488,MYOT
1489,HS3ST4
1490,KLRF1
1491,MOBP
1492,MS4A15
1493,PRKCG
1494,TMEM82
1495,RLN2
1496,OTOF
1497,UGT2B10
1498,ZIC4
1499,SLC4A10
1500,ZNF492
1501,FCRL2
1502,MAGEA12
1503,PAX5
1504,CSMD3
1505,CNGB1
1506,TIFAB
1507,CCDC135
1508,PLA2G4D
1509,NTN5
1510,PSORS1C2
1511,NETO1
1512,PURG
1513,CLECL1
1514,ATP12A
1515,SLCO1C1
1516,MYO18B
1517,KCNJ4
1518,KEL
1519,GPC5
1520,SNX31
1521,TUBAL3
1522,NXNL2
1523,TNR
1524,HAO2
1525,C8B
1526,PCDH8
1527,SLC7A3
1528,DYDC2
1529,UMODL1
1530,SCTR
1531,TTC23L
1532,SLC7A14
1533,KIF4B
1534,LGALS12
1535,UGT3A2
1536,EPHA5
1537,ALPP
1538,CDH20
1539,TH
1540,CACNA1F
1541,KIRREL2
1542,TNFSF14
1543,LPPR5
1544,SLC34A3
1545,SLC22A7
1546,DCAF4L1
1547,ENDOU
1548,UNC93A
1549,CPA6
1550,CST4
1551,ISM2
1552,MOGAT3
1553,GPR113
1554,ELOVL3
1555,DNAI1
1556,PRODH2
1557,MAEL
1558,GPR82
1559,TUBB8
1560,OPRK1
1561,HTR3A
1562,KCNC2
1563,ISL2
1564,CLEC4F
1565,SLC5A5
1566,SRMS
1567,C10orf90
1568,F11
1569,EPYC
1570,ASPDH
1571,CORT
1572,AKR1B15
1573,ILDR2
1574,TUBA3D
1575,TMEM213
1576,NTSR1
1577,CHRNB4
1578,ARL9
1579,SLC6A2
1580,SLC45A2
1581,SLC30A8
1582,DMBX1
1583,KRTDAP
1584,DMRTA2
1585,LILRA1
1586,SCN1A
1587,FAM196B
1588,MOV10L1
1589,NKAPL
1590,ZMAT4
1591,ART5
1592,LINGO4
1593,CNTN6
1594,DSCAM
1595,ST8SIA5
1596,NXPH1
1597,GPR123
1598,LRRIQ3
1599,MPO
1600,WISP3
1601,BHLHA15
1602,OXCT2
1603,HIST1H2BN
1604,HAVCR1
1605,RTDR1
1606,FAM81B
1607,DLX2
1608,RHBG
1609,FAM153A
1610,S100A7A
1611,ZBTB32
1612,ALOX12B
1613,KCNK9
1614,GRM5
1615,PRR18
1616,GPRC5D
1617,PIWIL2
1618,TMIGD2
1619,ARG1
1620,CMTM5
1621,SLFNL1
1622,ADRA1D
1623,KCNG3
1624,FER1L6
1625,UBQLNL
1626,ZDHHC22
1627,HGFAC
1628,MAB21L1
1629,ACOXL
1630,RNASE7
1631,TFF2
1632,SPDYE1
1633,C19orf18
1634,TMEM132D
1635,KCNE2
1636,CYP3A4
1637,FOXH1
1638,VWA3B
1639,NLRP12
1640,DEPDC4
1641,SLC30A10
1642,SVOPL
1643,LRRTM4
1644,CRIP3
1645,ST8SIA3
1646,HORMAD1
1647,SLFN12L
1648,TRIM10
1649,QRFPR
1650,MAGEA2
1651,STMN4
1652,GGTLC1
1653,PCP2
1654,TRIM63
1655,ZFP57
1656,MYOC
1657,PAK3
1658,HHIPL2
1659,NANOS3
1660,BCL2L10
1661,SYN3
1662,CDH10
1663,ANGPTL6
1664,CAMKV
1665,RSPO2
1666,FOXD3
1667,PHGR1
1668,C1QTNF4
1669,NKX2-2
1670,FAM163A
1671,MAB21L2
1672,KCTD16
1673,ASB14
1674,ABCG4
1675,B4GALNT2
