,0
202,BCKDHA
203,PQBP1
204,REV3L
205,RUSC1
206,ARPC5L
207,NHLRC2
208,CARM1
209,MRPL20
210,C7orf50
211,FAM96B
212,ZFYVE16
213,BAG5
214,FEZ2
215,HBB
216,ITPRIP
217,SMS
218,TAOK3
219,MOAP1
220,HEXA
221,HBP1
222,TRIM26
223,CTC1
224,TRMT1
225,SOCS3
226,MLLT10
227,AAAS
228,GPATCH8
229,USMG5
230,MARCH2
231,PCID2
232,TELO2
233,MRPS15
234,EPB41L1
235,LPIN2
236,CHMP4A
237,ACVR1B
238,OSER1
239,NECAP2
240,MTHFR
241,PDLIM2
242,PIK3R2
243,CUEDC1
244,ZFYVE27
245,HMOX2
246,METTL17
247,SP100
248,GOPC
249,SORBS2
250,PAIP1
251,KIAA1671
252,PLOD3
253,ZKSCAN8
254,CYB5B
255,LMO7
256,AKAP8
257,TRPM7
258,KAT8
259,MCM3
260,BAZ2B
261,SYNRG
262,PLCD3
263,THUMPD1
264,SF3B5
265,NDUFB2
266,RYBP
267,TRAPPC12
268,POMT1
269,WDR5
270,NAB1
271,PAPD7
272,WRNIP1
273,NR1D2
274,LIMS1
275,LAPTM5
276,DDI2
277,TECPR2
278,RHOG
279,ALAS1
280,FAM177A1
281,VPS4B
282,CLPX
283,ZNF512B
284,PLEKHM1
285,RAI1
286,EMC4
287,ARHGAP29
288,RBM19
289,KLF7
290,TBC1D13
291,PLA2G4B
292,CBFA2T2
293,PCED1A
294,ARHGAP26
295,KIAA1468
296,SHOC2
297,RTEL1
298,LBR
299,SPAG7
300,UBE2J2
301,ZDHHC20
302,RNF20
303,TMEM9B
304,RYK
305,HDAC3
306,ARFIP2
307,RNF40
308,PHYKPL
309,TP53INP1
310,XIAP
311,BACE1
312,COMMD6
313,USP16
314,USP39
315,SH3BP5L
316,EMC7
317,PHLDA3
318,CARS2
319,CREB3
320,PEX26
321,HCFC1R1
322,SLC43A3
323,RMND5B
324,PFDN1
325,NAA10
326,SEPT10
327,FADS2
328,CLIP2
329,SRC
330,MAPKBP1
331,FSCN1
332,PHKA2
333,ZYG11B
334,ARID5A
335,PAIP2
336,MEGF9
337,RAP1B
338,PDPK1
339,WBSCR22
340,SMPD1
341,FAM107B
342,COPS3
343,KAT6B
344,NUMBL
345,ETFB
346,KLC2
347,NSF
348,POLR1A
349,ANTXR2
350,EIF4E2
351,DHX8
352,G6PD
353,TBC1D4
354,DNAJC21
355,SNTB2
356,SSBP4
357,MARCKSL1
358,LTBP1
359,FHOD1
360,SEMA3B
361,CEBPG
362,CHID1
363,CLEC16A
364,ARSA
365,BLVRB
366,TARBP1
367,SENP2
368,FAM120B
369,ZNF33A
370,HN1L
371,PPP2R5B
372,C9orf3
373,NBAS
374,SNX14
375,DLG5
376,CDC5L
377,RAB22A
