,0
0,MCEE
1,ZDBF2
2,PRF1
3,ZNF577
4,EFCAB2
5,RIMS3
6,ANKRD36
7,PVRL3
8,RSPH3
9,SYTL3
10,MNDA
11,SYT17
12,RBM41
13,HYAL1
14,CCNE1
