,0
0,CDK17
1,ITGA1
2,KIAA0556
3,FGFR2
4,FILIP1L
5,TMEM30B
6,FAM156A
7,PKP3
8,PHF19
9,C7orf26
10,DERL2
11,XPO4
12,POP7
13,JAG2
