,0
148,ADSSL1
149,ADH1B
150,ERCC8
151,BRAF
152,ARID3B
153,LAMC3
154,C1orf210
155,MAPK8IP2
156,FAM65B
157,ZSCAN12
158,ARHGAP9
159,FAM92A1
160,BATF2
161,GALNT14
162,PID1
163,CYP2J2
164,C15orf41
165,AMICA1
166,SMOC1
167,ADAT2
168,TMEM143
169,RTP4
170,AKAP6
171,SCN1B
172,EPOR
173,ZNF595
174,TMEM136
175,SLC17A9
176,RPGRIP1L
177,C3orf18
178,C12orf73
179,CENPV
180,SMPD3
181,KIAA1586
182,FBXL20
183,SLC36A4
184,KRT16
185,ZNF586
186,FLVCR1
187,WDFY4
188,HEXIM2
189,DEPDC1
190,RAPGEF4
191,KDELC1
192,TSPAN8
193,LIN9
194,ZNF708
195,EXOG
196,B4GALNT4
197,C3orf62
198,OSCP1
199,TRIM34
200,U2AF1L4
201,CYTIP
202,ZNF714
203,RPL39L
204,SLC4A3
205,ZNF234
206,CHST1
207,WNT7B
208,NEK11
209,PLA2G4A
210,PTK6
211,MUC5B
212,GNAZ
213,C9orf85
214,SHF
215,APBA1
216,RASAL3
217,CD8A
218,MAMLD1
219,TAF13
220,THAP8
221,PARS2
222,ACOX2
223,ZNF689
224,GIMAP2
225,DOK3
226,RNF207
227,APOC2
228,GPR4
229,ALKBH6
230,NRXN2
231,CHN2
232,DDX26B
233,ETV3
234,GMEB1
235,CDK5R1
236,GATA6
237,PNMA2
238,RHOV
239,PLK4
240,BIN2
241,FGGY
242,PTPN14
243,IDO1
244,SRPX2
245,ADAMTS5
246,TTC30B
247,ABCB9
248,TULP4
249,RNPC3
250,SERPINI1
251,DNAJC18
252,CPZ
253,CENPM
254,ZNF611
255,LENG9
256,LRRN2
257,ZNF711
258,SLC47A1
259,CCL21
260,MSC
261,DNLZ
262,CDC45
263,GRAMD1C
264,SLC38A6
265,C1orf50
266,HAUS8
267,SLC25A14
268,ARSK
269,CAPN3
270,EIF5A2
271,CDC14A
272,CENPL
273,PRKAA2
274,TRPV1
275,KIF5C
276,TMEM180
277,PPP1R14C
278,ZNF772
279,SLC2A11
280,CYB5R2
281,PGBD5
282,KIF7
283,TIGD2
284,KCTD14
285,ABCB1
286,SRCIN1
287,SPATA7
288,ADAL
289,LPAR5
290,CHL1
291,LOXL4
292,ALDH1L2
293,PUS10
294,TIGD6
295,MRM1
296,RNF208
297,ARHGAP42
298,GSTO2
299,SEPT3
300,PCLO
301,PTPLB
302,ZCCHC4
303,HLX
304,ZNF341
305,DUS4L
306,LDLRAD2
307,ADAMTS7
308,TRIM52
309,SH3RF2
310,HSPA4L
311,CLCN2
312,GSDMB
313,RNF168
314,INPP4B
315,PLEKHG6
316,PRSS16
317,ZNF493
318,PRX
319,SLC27A5
320,DISC1
321,DENND2A
322,NUDT8
323,TIMM8A
324,C9orf9
325,PRIM1
326,ZNF419
327,CD2
328,SNPH
329,C5
330,DNAH1
331,RSC1A1
332,GTPBP8
333,KIAA1407
334,BICD1
335,GINS4
336,COQ3
337,CDADC1
338,ZNF616
339,NME1-NME2
340,GPR183
341,KIAA1524
342,ZNF600
343,ITGBL1
344,CDK3
345,B3GNT3
346,ESM1
347,RNF125
348,ZP3
349,NCF4
350,SOX18
351,SHE
352,FLVCR2
353,KIAA1324L
354,HOMER1
355,CACNB1
356,MST1
357,CLIC5
358,HDAC9
359,PUS7L
360,NELL2
361,MFSD9
362,GPC3
363,SLC27A2
364,ANKRD16
365,SPN
366,ANKRD22
367,ZNF180
368,FNDC4
369,CAPN12
370,CSTA
371,MS4A4A
372,CD300A
373,SLC2A12
374,FKBP14
375,CCR1
376,CCDC142
377,BAG4
378,CCDC146
379,C1orf162
380,C10orf35
381,BEND3
382,RAD51AP1
383,ACOT11
384,KCNE4
385,ZUFSP
386,KIF26B
387,ELL3
388,UBASH3B
389,C17orf96
390,IRAK2
391,E2F5
392,LIN37
393,RBM45
394,MORN4
395,KCNC4
396,SHCBP1
397,RERG
398,CBLC
399,PLXNC1
400,METTL7B
401,FAM169A
402,PITPNM3
403,DBF4B
404,WDR62
405,FAM173A
406,ZNF467
407,IL4I1
408,PNPLA7
409,CRADD
410,GJB1
411,MYO7A
412,ZNF827
413,NUF2
414,ZNF704
415,TEK
416,ZNF557
417,PDE2A
418,ZFYVE28
419,KLHL29
420,TXLNG
421,ABCC9
422,HS3ST1
423,CGREF1
424,RTN4IP1
425,RPGR
426,ELMOD2
427,TESK2
428,ATOH8
429,CCDC126
430,STK32C
431,VAV1
432,CBR3
433,RTN1
434,CDK8
435,NGEF
436,ZDHHC20
437,PTPDC1
438,CD48
439,ZNF14
440,FKBPL
441,COQ10A
442,IL17RB
443,ZNF521
444,LDHD
445,MMACHC
446,PTPRCAP
447,ZNF607
448,OSGEPL1
449,MAP3K8
450,DTWD2
451,MBLAC2
452,ZNF845
453,ZBTB46
454,SERPINF2
455,ZNF628
456,RBM15
457,FGR
458,MAGI2
459,PDK3
460,TRIM16L
461,PDCD2L
462,DACT1
463,MMP1
464,PLA2G4C
465,MYO1G
466,ZNF232
467,EDN1
468,CENPW
469,CBX8
470,TRAF6
471,TESC
472,MGAT5
473,CCDC102A
474,CMC1
475,FAM89A
476,CDKN2A
477,CDK20
478,BMP8A
479,PRKD1
480,GLI4
481,IGF1
482,PTPRD
483,ANKRD26
484,NAF1
485,CCDC61
486,C11orf74
487,WTIP
488,AMT
489,ZNF566
490,ZNF808
491,CCDC112
492,INPP5J
493,TNFAIP8L1
494,MYPOP
495,FUT11
496,NBEA
497,NANOS1
498,ITGB3
499,SERINC5
500,PCGF6
501,ZNF71
502,ZNF550
503,FAM78A
504,DCLK1
505,RASSF3
506,LRIG2
507,PRRG4
508,COMP
509,RFX2
510,TTK
511,MT1G
512,ZNF738
513,NUDT18
514,NRN1
515,F8A1
516,CXorf23
517,SCIN
518,PRKCB
519,SLC16A5
520,CREB5
521,PGM5
522,FOXQ1
523,SGCD
524,PRLR
525,ATL1
526,RILP
527,GPRIN1
528,HOXB2
529,SLC24A3
530,APOBEC3F
531,CD86
532,PRICKLE3
533,SKP2
534,NDUFAF2
535,C5orf45
536,CELSR3
537,ZNF100
538,PTGS2
539,SLAMF7
540,ZNF138
541,AKAP7
542,ROR2
543,NR3C2
544,NHS
545,C1QTNF3
546,ARHGEF15
547,SGOL2
548,REC8
549,CENPH
550,NOV
551,MN1
552,FABP3
553,FAM63B
554,FASTKD3
555,ALDH1L1
556,CDC7
557,APBA2
558,CNTLN
559,POMZP3
560,SEC16B
561,SCLT1
562,GLYCTK
563,LIME1
564,LIPG
565,RGL3
566,ADCY1
567,ALKBH8
568,ECM2
569,BRWD3
570,FAM50B
571,GTSE1
572,PBK
573,FAM171B
574,FGF2
575,SLC15A2
576,CLIC6
577,MGAT3
578,CTXN1
579,RASGEF1B
580,NEK3
581,CNRIP1
582,HIC2
583,LRRC27
584,C2orf74
585,HOXA10
586,ADAMTS2
587,HHEX
588,CCDC113
589,AFF3
590,TMEM116
591,ZFP30
592,FAM188B
593,OSBP2
594,STEAP1
595,ZFP14
596,TTLL1
597,SLC16A4
598,USP45
599,PTRH1
600,PEX7
601,BCDIN3D
602,MARK1
603,TMC5
604,ZNF469
605,GIMAP7
606,ATE1
607,SLC29A4
608,SEMA6C
609,WDR76
610,RASL12
611,C1orf112
612,ZNF821
613,SNCG
614,ECHDC3
615,SATB2
616,OASL
617,CLDN15
618,PDE3B
619,TMLHE
620,TLCD1
621,TMEM110
622,ARHGAP8
623,ITGB7
624,KIRREL
625,CLCN4
626,ATP10A
627,SYNC
628,ZNF367
629,C19orf44
630,CACNA1C
631,SLC7A6OS
632,TUBD1
633,ZNF90
634,FABP5
635,ANKRD13B
636,ESPN
637,TCP11L1
638,TSEN2
639,CEP135
640,DUSP2
641,HSPBAP1
642,EVI2A
643,TADA2A
644,LRP8
645,ASTE1
646,NAT6
647,NANP
648,FAM111B
649,ZNF182
650,PPP1R3C
651,WAS
652,C12orf76
653,SPIN4
654,POC1A
655,COL11A1
656,FLRT2
657,ZNF224
658,KCTD6
659,OSGIN1
660,TMEM67
661,ZC3H10
662,CCDC77
663,TFB1M
664,TAF3
665,AMN1
666,FBF1
667,LNPEP
668,PLCL2
669,DHODH
670,CD3E
671,ZFP3
672,TTC12
673,FAT4
674,CDCA3
675,SLC10A7
676,FAM168A
677,POU6F1
678,ZBTB8OS
679,CSF3R
680,LINGO1
681,DCUN1D3
682,IPP
683,FANCE
684,NOL9
685,MAP7D3
686,FJX1
687,CCNJ
688,ATG4C
689,BMP4
690,ASTN2
691,BBS5
692,TASP1
693,SPTLC3
694,SPEG
695,ZNF333
696,C10orf88
697,SUV420H2
698,PANK1
699,KIAA1804
700,CCDC64B
701,GYG2
702,RNF122
703,EXPH5
704,ZNF525
705,DERL3
706,ZDHHC1
707,NEXN
708,LIAS
709,TUBE1
710,ZNF253
711,HBB
