,0
221,OXT
222,F10
223,NPIPB3
224,PRODH
225,FAM26E
226,HDDC3
227,TENM4
228,CDC7
229,DTWD2
230,PRR5L
231,P2RY1
232,TSPAN11
233,TMEM198
234,HSD11B1
235,SLC27A5
236,TRMT10A
237,SYPL2
238,CEP76
239,PGR
240,TMEM88
241,XRCC4
242,PARD6A
243,FAM198A
244,CYP4X1
245,ZNF132
246,PRTN3
247,ASPRV1
248,SLC9A5
249,L3MBTL4
250,ULK4
251,HVCN1
252,IKZF1
253,ZNF487
254,ARHGEF39
255,WFDC1
256,KLHL13
257,PRRG4
258,ASPN
259,NRARP
260,MOGAT1
261,PTGS2
262,CCNB1
263,STAT4
264,ZNF581
265,GCNT2
266,FCHO1
267,FAM105A
268,HENMT1
269,BAALC
270,E2F1
271,SNX10
272,CECR2
273,STAP2
274,ZSCAN21
275,USP27X
276,IL17RB
277,SRPK3
278,ENPEP
279,GALNT3
280,CTU1
281,KATNAL2
282,KIF20B
283,ZNF484
284,KCNH2
285,ADRA2C
286,WWC1
287,WDR76
288,NAP1L3
289,NPY1R
290,ZNF433
291,ZKSCAN4
292,TCTE3
293,CEMIP
294,C3orf33
295,ADAMTSL1
296,DUS4L
297,RBKS
298,DNA2
299,ZNF782
300,ZNF30
301,COL28A1
302,DSG2
303,COL4A6
304,C3AR1
305,AADAT
306,ADCYAP1R1
307,TRIM9
308,SYT17
309,GPR183
310,KIF9
311,GRIP2
312,YEATS4
313,ZNF287
314,BST1
315,SLC4A5
316,GLI2
317,IL7R
318,APOL4
319,CLIC5
320,ARMC2
321,PTX3
322,ZNF675
323,B4GALNT4
324,ZNF718
325,THNSL1
326,TRIL
327,SOX17
328,CD274
329,ZIK1
330,HYPK
331,APOC1
332,CDH2
333,SPATA18
334,TLR5
335,PARK2
336,RAB9B
337,RAB37
338,IL17D
339,APOBEC3G
340,CXCL2
341,FNDC5
342,FREM1
343,CCIN
344,EFCAB13
345,ANK1
346,ZNF112
347,SLC6A16
348,ZNF682
349,LIPT1
350,DZANK1
351,GRHL1
352,PTGIR
353,ZNF337
354,LRCH2
355,CACNA1A
356,THSD7A
357,ZNF790
358,MAPK8IP2
359,TIMM8A
360,CHEK2
361,GNA15
362,KDM8
363,TTC30A
364,CHEK1
365,NSG1
366,FBXO27
367,TXNRD3
368,MIPOL1
369,HRH1
370,NMB
371,CLHC1
372,PNMA2
373,MT1F
374,TIGD6
375,ZNF823
376,C5orf63
377,CXorf57
378,DYRK3
379,CACNB4
380,ENDOG
381,CCNF
382,B3GNT7
383,NRROS
384,NNAT
385,TEFM
386,MAPK4
387,KIF1A
388,TRPV3
389,RND2
390,YPEL4
391,NXPH3
392,EML6
393,NUDT8
394,LRRN4CL
395,AQP7
396,SCN3B
397,PROSER2
398,FAM161A
399,PSTPIP1
400,HRC
401,CA13
402,PPM1J
403,ZNF799
404,SASH3
405,TIGD2
406,RBM20
407,MAP6D1
408,ZNF79
409,PCDHGB7
410,BEND5
411,LAMC3
412,ROR1
413,BBS12
414,CA4
415,PSAPL1
416,GIMAP2
417,FUOM
418,SLC6A1
419,FKBP6
420,PAK3
421,MREG
422,BIN2
423,HAUS8
424,RPS6KA6
425,CD38
426,SFR1
427,CLEC1A
428,KIAA1683
429,TMEM229B
430,PMM2
431,CYP2E1
432,CNKSR2
433,ADAMTSL5
434,TG
435,CKM
436,CDC42EP5
437,ILDR1
438,NBPF10
439,GPM6A
440,RAB7B
441,FAM103A1
442,TK1
443,ZNF583
444,STX11
445,HSPA6
446,YPEL1
447,RHPN2
448,ZNF404
449,ABCG2
450,TOX
451,XCR1
452,FRK
453,GPR135
454,GREM1
455,SASS6
456,ROR2
457,NEK8
458,WNT9A
459,IRAK1BP1
460,AGTR1
461,MYO1G
462,ZNF668
463,ZBTB20
464,VIT
465,CMPK2
466,IQCK
467,FPR1
468,IGSF9B
469,ANXA9
470,FAM222A
471,EMID1
472,SUV39H2
473,GALNT6
474,CCDC7
475,ZNF774
476,METTL18
477,C4B
478,TMEM133
479,ZNF737
480,LRR1
481,ZNF816
482,CCDC113
483,ZNF788
484,PDE10A
485,PCDHB15
486,TIRAP
487,HYKK
488,A1BG
489,SETD9
490,LRRC29
491,TIAM2
492,MB
493,FOLR2
494,ISM1
495,PTPRZ1
496,FKBPL
497,ACOT1
498,FEM1A
499,ZNF57
500,SLC14A1
501,ZNF77
502,TRIM29
503,ANO5
504,GIPC3
505,TUBB2B
506,INHBA
507,RASA4
508,SERINC2
509,ST8SIA1
510,RSAD2
511,ZKSCAN7
512,ZNF324B
513,CACNA2D3
514,CTH
515,ALG11
516,ZRANB3
517,TACSTD2
518,EVI2A
519,MYO7B
520,RELL1
521,NETO2
522,LCN10
523,CCDC68
524,PCDH17
525,NPIPA5
526,BCR
527,CCDC171
528,BDKRB2
529,HHAT
530,HYLS1
531,CPS1
532,MEMO1
533,MYBL1
534,MSX1
535,ZNF792
536,KRT1
537,TMEM106A
538,ZC3H12B
539,ZNF20
540,SNX22
541,SDSL
542,ZBED6CL
543,TYW1B
544,KIF27
545,ZNF416
546,CDH6
547,SLC1A2
548,BRSK2
549,PPP2R2B
550,FJX1
551,MACROD2
552,CGN
553,WDR31
554,WDR62
555,C1orf112
556,CCNA2
557,MSC
558,ZFP69
559,CENPQ
560,PRCD
561,LRMP
562,TCEANC
563,CDHR3
564,ZNF391
565,CEP128
566,TWIST2
567,C2orf81
568,ANLN
569,STRIP2
570,RBM24
571,HK3
572,PNMAL2
573,TGM1
574,WDR86
575,WDHD1
576,CATSPER2
577,SHROOM2
578,ANKAR
579,NLRP1
580,HOOK1
581,SEPT1
582,SYN1
583,GATC
584,GPR35
585,IGDCC4
586,ADAMTS17
587,LILRB5
588,CDC42BPG
589,PTGER3
590,ZNF543
591,TMEM59L
592,TLR3
593,CDCP1
594,PCLO
595,ZNF763
596,BSN
597,ZSCAN5A
598,KCNAB3
599,EPHA1
600,ADAM28
601,FAM19A5
602,PLK1
603,LRRC2
604,TDRD6
605,RBP4
606,TNFRSF10A
607,TTYH1
608,EVPL
609,ZNF19
610,CCDC18
611,TM4SF18
612,SLC13A3
613,PUS10
614,CBX8
615,SNAP25
616,LACE1
617,UNC5C
618,GPR89B
619,TMEM154
620,CDH19
621,ENTPD7
622,ZFP82
623,ANKRD24
624,BEGAIN
625,NTNG2
626,ZNF229
627,NUDT13
628,FMO4
629,DOK6
630,NEURL1
631,PGBD4
632,MYOCD
633,VAV1
634,GPR68
635,NTM
636,MT1G
637,SRR
638,AP3B2
639,KDELC1
640,ZNF490
641,SOX15
642,OMD
643,ZGLP1
644,ATAD5
645,ZSCAN2
646,RAC3
647,ADAM11
648,WDFY4
649,B3GNTL1
650,CMTM8
651,ASIC1
652,MS4A4A
653,OSR1
654,SCUBE3
655,BAIAP2L2
656,KHK
657,PKP1
658,FST
659,TMEM74B
660,NINJ2
661,TCEAL7
662,CYP4F12
663,KCNN4
664,PSTK
665,VWCE
666,MASP2
667,LINGO1
668,ZNF469
669,IQCC
670,KCNA2
671,DPP4
672,ZNF709
673,CNTNAP3
674,CDS1
675,PPBP
676,ANG
677,HHIPL1
678,TCTEX1D2
679,NCR3LG1
680,GALNT12
681,TMEM37
682,ZNF486
683,SLC16A9
684,ARHGAP11A
685,ADD2
686,CCL14
687,HSD17B1
688,PDSS1
689,NAT8L
690,IL2RG
691,EFNA4
692,ZNF565
693,SMIM5
694,C10orf35
695,UBE3D
696,ZNF821
697,SLC4A11
698,CCDC74A
699,FBXO48
700,TBXA2R
701,PGBD5
702,SRL
703,ZBTB3
704,TRABD2B
705,TGFB2
706,UBE2QL1
707,CDPF1
708,CCDC102B
709,HIST3H2A
710,WNT11
711,CSRNP3
712,MAGIX
713,ZNF749
714,CBWD7
715,C15orf62
716,LIN9
717,ZNF677
718,TIPIN
719,HOXA11
720,HAS3
721,MEX3B
722,RAPH1
723,GPAT2
724,SCUBE1
725,ZNF630
726,FBXO5
727,TNNC1
728,EBF3
729,YIPF7
730,RASGRP1
731,GREB1L
732,C20orf196
733,FBLN7
734,NOMO3
735,C11orf63
736,CCDC85A
737,ZNF582
738,EDA2R
739,SLC44A3
740,ZFP92
741,EPHB1
742,CKS2
743,ARHGEF16
744,EGR2
745,DERL3
746,CEACAM1
747,LNP1
748,CHADL
749,ZXDA
750,SAMD14
751,B4GALNT1
752,CYS1
753,NAP1L2
754,MED31
755,NFAM1
756,ABCB6
757,CYTIP
758,C10orf11
759,SLC26A1
760,UBAP1L
761,SLC17A7
762,ZNF879
763,MAP4K1
764,ZNF443
765,PHKG1
766,SCN9A
767,CEP72
768,KAZALD1
769,GCNT4
770,SLC2A9
771,LILRB3
772,ZNF674
773,ARHGAP15
774,CRACR2A
775,IGDCC3
776,CDA
777,NUSAP1
778,TNFSF13B
779,PRIM1
780,MEOX2
781,ZNF660
782,PARS2
783,CD22
784,ITGA4
785,B4GALT6
786,FAM47E
787,FAM122C
788,HELLS
789,BCDIN3D
790,ANKRD34A
791,CD300A
792,CDH1
793,MNDA
794,DPYSL4
795,PRR16
796,SLC51A
797,NPIPB11
798,MB21D1
799,C1QTNF7
800,CCDC121
801,PCDHGB6
802,IQSEC3
803,SGPP2
804,CLDN7
805,PCDHGA6
806,MST1R
807,WDR17
808,ZSWIM3
809,RPL39L
810,SGK494
811,JAKMIP3
812,PCSK4
813,FOXF1
814,COL23A1
815,MYLK4
816,FAM227B
817,MTMR7
818,ZNF222
819,FOSL1
820,RTN4RL1
821,ZNF425
822,LHX6
823,SLFN12
824,SAMSN1
825,RASGEF1A
826,ATP6V1C2
827,BTK
828,SERPINA5
829,ZNF684
830,KRT7
831,FBXO36
832,MROH8
833,CTHRC1
834,EPS8L1
835,SRGAP2B
836,FBP1
837,GDF15
838,CCL28
839,APOBR
840,EFCAB11
841,TGFA
842,TMEM178B
843,GYG2
844,SSTR2
845,PTGFR
846,CACNA2D4
847,STAC3
848,C8orf37
849,CLIC6
850,ZFP37
851,SPAG8
852,B9D2
853,ZNF530
854,IPCEF1
855,HDX
856,MCOLN3
857,BTBD19
858,FAM78B
859,SLC4A8
860,DACH1
861,EXO5
862,IGSF10
863,HS3ST1
864,CRTAC1
865,LTF
866,EFNA3
867,LONRF3
868,LILRB2
869,ARSJ
870,TDRD10
871,SPIN2B
872,APLF
873,MAMSTR
874,PANX2
875,AHRR
876,ZNF563
877,CTXN1
878,KLHDC9
879,PSMC3IP
880,UCP3
881,EID2B
882,EXPH5
883,CYP46A1
884,LRRC56
885,FAM229A
886,ZAP70
887,PCDHB4
888,PEX11G
889,TLR1
890,KLHL41
891,FANCA
892,UNC5CL
893,LRRC4
894,FAM212A
895,HSPA1L
896,TNFRSF11A
897,TLDC2
898,LMTK3
899,FADD
900,MAL2
901,TNNI3K
902,TRIM59
903,CNTN4
904,ZNF829
905,LGI2
906,ZFHX2
907,LRRC17
908,RSG1
909,HIST1H4H
910,KRT14
911,GNB3
912,TMEM81
913,TPX2
914,KIF17
915,STK32A
916,MAD2L1
917,ZNF813
918,MYO15A
919,ZNF239
920,CENPL
921,GRID1
922,POMC
923,NOTCH2NL
924,SELL
925,C1orf74
926,C14orf37
927,KCNJ12
928,WDR73
929,PPP1R3G
930,PAK6
931,FAM131B
932,FUT1
933,PDE4C
934,FAM86C1
935,SV2B
936,RELL2
937,ATP2A1
938,TAF1A
939,ZNF575
940,HPSE
941,IRX3
942,RGS6
943,CYP2W1
944,KCNQ3
945,ATP6V1G2
946,LEF1
947,RNASE6
948,TTC39A
949,CAMK4
950,PARD6B
951,MYBPC1
952,PPP2R2C
953,BCAS1
954,EXOC3L1
955,CENPN
956,KCNK5
957,SNCAIP
958,ST20
959,ZNF501
960,RPP40
961,CA3
962,GJC2
963,TSNAXIP1
964,C18orf54
965,LENG9
966,LSMEM1
967,RABGEF1
968,TTC30B
969,ACADL
970,APC2
971,CLDN4
972,NLGN4X
973,ZWINT
974,POLR3G
975,CNIH3
976,USP18
977,TNNT3
978,MICB
979,GGACT
980,S100A1
981,KIAA1524
982,NPIPB13
983,PRR22
984,SLAMF8
985,GDPGP1
986,KCNT2
987,ANKEF1
988,NAALADL2
989,TBC1D10C
990,CLEC12B
991,API5
992,WNK3
993,ZSCAN16
994,ELOVL4
995,SUSD4
996,NRG2
997,SDK2
998,ZFP2
999,RSPO3
1000,SLITRK4
1001,SH2D3A
1002,NOD2
1003,SLC1A7
1004,LTB4R2
1005,GPR27
1006,PINLYP
1007,DUSP19
1008,XK
1009,GLRB
1010,SCRG1
1011,ZNF624
1012,BGLAP
1013,PRR33
1014,JPH4
1015,ASAH2B
1016,TMEM132C
1017,KLHL6
1018,ANKS1B
1019,ANKRD36B
1020,DNMT3B
1021,WDR66
1022,CCDC30
1023,C5AR2
1024,CCM2L
1025,SLC25A53
1026,FAM110D
1027,SGK2
1028,PROCA1
1029,DUSP18
1030,DFNB59
1031,CEL
1032,CCL5
1033,CENPH
1034,DNER
1035,PSPN
1036,PIEZO2
1037,LIF
1038,AVPR1A
1039,TMEM158
1040,TRPC6
1041,SIDT1
1042,B3GAT2
1043,DNAH10OS
1044,FKBP1B
1045,CARD16
1046,RHBDL1
1047,PODNL1
1048,RNF165
1049,NYAP1
1050,BMPR1B
1051,CDHR1
1052,LEAP2
1053,C19orf71
1054,CHD5
1055,SCN8A
1056,AOC2
1057,GRB14
1058,NRIP3
1059,ZNF285
1060,ZNF850
1061,DIRAS3
1062,FAM83D
1063,TEC
1064,CCDC17
1065,SOCS1
1066,ESYT3
1067,MMP11
1068,SORCS1
1069,TMEM102
1070,KCNE3
1071,PIANP
1072,KRTAP5-10
1073,NCAM2
1074,GNA14
1075,NRXN1
1076,AURKA
1077,CGREF1
1078,GFRA2
1079,SLC16A10
1080,CEP19
1081,TYMS
1082,TSPAN8
1083,LRRN3
1084,CTRL
1085,ZNF69
1086,FHOD3
1087,KRBA2
1088,STEAP1
1089,FMO3
1090,LRRC75A
1091,STK32B
1092,WFDC2
1093,TMEM132B
1094,ZNF547
1095,C6orf132
1096,KCNK4
1097,MTBP
1098,INCA1
1099,ADAMTS8
1100,PAPPA
1101,TPRG1
1102,PRG4
1103,NUDT16L1
1104,SLC25A15
1105,KIF26B
1106,CFP
1107,COL13A1
1108,ZBTB12
1109,GABRB3
1110,CXADR
1111,ZSCAN20
1112,ADRA2B
1113,ZNF385B
1114,ADAMTS12
1115,TRIM6
1116,CBR3
1117,MFAP2
1118,MOCOS
1119,FAT2
1120,CYP3A5
1121,SBK1
1122,FXYD3
1123,SCN3A
1124,RAD51B
1125,ADORA1
1126,COL24A1
1127,NT5M
1128,TRIM46
1129,TSPAN1
1130,TMEM240
1131,MYL3
1132,RTN4R
1133,GXYLT2
1134,SHANK2
1135,KIF11
1136,PCSK1N
1137,SAMD11
1138,GPR39
1139,ADAT3
1140,BMPER
1141,CD72
1142,TMEFF1
1143,BCHE
1144,CADM2
1145,DOK2
1146,GJA5
1147,SLC7A11
1148,STK33
1149,PTTG1
1150,CCNJL
1151,ZNF646
1152,SEMA3A
1153,MPPED2
1154,TMEM200A
1155,EPHA3
1156,HSPB2
1157,CCDC122
1158,C17orf97
1159,PARP15
1160,RORC
1161,RASGRP4
1162,HS3ST3B1
1163,IL13
1164,CACNA1D
1165,DDTL
1166,ASPHD2
1167,KIAA1644
1168,TFAP2E
1169,LRRC6
1170,RANGRF
1171,CRYGS
1172,LRRC25
1173,TSGA10
1174,CSTA
1175,OSR2
1176,KCNJ11
1177,LPAR5
1178,LST1
1179,ZNF124
1180,SFN
1181,LRFN1
1182,DSCC1
1183,GPR89A
1184,HAUS7
1185,FSD2
1186,PRR7
1187,APOM
1188,SLC22A4
1189,ERCC5
1190,GTF2H2C
1191,SCML2
1192,DDIT4L
1193,METTL12
1194,KCNJ2
1195,SAA1
1196,RANBP17
1197,ENOX1
1198,GRIN2C
1199,CRYGN
1200,NPFF
1201,CAMK2A
1202,ELL3
1203,SEC14L5
1204,CCNE1
1205,NELL2
1206,CRYBA1
1207,AKAP5
1208,PCDHGA12
1209,APLN
1210,MDFI
1211,VSIG2
1212,ZNF620
1213,ABCC2
1214,TRAIP
1215,SERTAD4
1216,TBX6
1217,TLR6
1218,RGS17
1219,SYT1
1220,TVP23A
1221,ZNF155
1222,RGPD8
1223,SYNC
1224,BEX5
1225,ZNF665
1226,NPIPB12
1227,PCDHGA2
1228,LY96
1229,MS4A14
1230,SYDE2
1231,LETM2
1232,MBLAC1
1233,RBP5
1234,HARBI1
1235,GPR146
1236,CCDC152
1237,DLEC1
1238,TM6SF1
1239,FAM167B
1240,NANOS1
1241,AOAH
1242,ABCC6
1243,GAS2L3
1244,CENPBD1
1245,TMEM184A
1246,SPRED3
1247,TMEM182
1248,DNAJC5G
1249,OSCAR
1250,TMEM108
1251,TUBB4A
1252,CARD11
1253,SLC24A4
1254,POC1A
1255,ZNF442
1256,CPXM1
1257,ZC2HC1C
1258,COMP
1259,HCG27
1260,CABP1
1261,PLA2G5
1262,CCR1
1263,BATF3
1264,AK5
1265,FDXACB1
1266,NLRP3
1267,ARHGAP28
1268,DMGDH
1269,C3orf52
1270,NGEF
1271,TXLNB
1272,PTPN7
1273,JPH1
1274,RGL4
1275,CNTN3
1276,ZDHHC15
1277,CD3EAP
1278,OPRL1
1279,PRAM1
1280,ARG2
1281,C17orf100
1282,ENTPD2
1283,CCT6B
1284,CERKL
1285,IL1RN
1286,PTPRO
1287,KNDC1
1288,TPO
1289,DUSP26
1290,COL17A1
1291,FLG
1292,C4orf36
1293,STIL
1294,SARDH
1295,DHRS13
1296,VAT1L
1297,ACER2
1298,MMP16
1299,P2RY2
1300,GSTT2B
1301,CD79B
1302,DUSP15
1303,TMEM71
1304,NKD2
1305,UBXN10
1306,LILRA6
1307,TPSB2
1308,RBFOX3
1309,USP51
1310,BEX1
1311,CD8A
1312,BTBD11
1313,TFEC
1314,TNNT1
1315,KL
1316,IFNLR1
1317,BMP7
1318,FOXM1
1319,HYAL3
1320,VPS37D
1321,ANXA2R
1322,FGFBP3
1323,CLEC4A
1324,OXER1
1325,USP6
1326,LHX4
1327,NSUN7
1328,NEFH
1329,GLI1
1330,TMEM255A
1331,WDR78
1332,CDKL3
1333,PNCK
1334,WNT3
1335,PAQR5
1336,RUNDC3A
1337,SCX
1338,CENPF
1339,IL20RB
1340,CCBE1
1341,PIWIL2
1342,LY6G5C
1343,C16orf89
1344,KLRD1
1345,GDF7
1346,ZNF669
1347,ACSM5
1348,ARC
1349,VSTM2L
1350,RND1
1351,DNAJC12
1352,PLCXD2
1353,LRRN1
1354,FAM227A
1355,ZNF837
1356,BCL11A
1357,CCDC183
1358,DDO
1359,CCL21
1360,FAM153A
1361,TICRR
1362,TLL1
1363,ARHGAP11B
1364,MATK
1365,NKX3-1
1366,PRDM6
1367,KIF23
1368,CLIC3
1369,SLC16A6
1370,GPR160
1371,CRISPLD1
1372,KLRK1
1373,IL1R2
1374,LRG1
1375,CBX2
1376,APOBEC3F
1377,LYPD3
1378,ATAD3C
1379,DCST2
1380,NOS1AP
1381,TBC1D3L
1382,CHI3L2
1383,FAM110C
1384,VWA7
1385,SMIM6
1386,C2orf16
1387,FGF12
1388,TMPRSS5
1389,INSL3
1390,LILRB4
1391,TMEM121
1392,RUNDC3B
1393,CD69
1394,XYLB
1395,ITIH3
1396,HPN
1397,SAMD5
1398,PNMT
1399,PAX8
1400,ADAMTS6
1401,TAGAP
1402,GPLD1
1403,FAM83F
1404,PTK6
1405,LILRB1
1406,ZNF713
1407,B3GAT1
1408,EBF2
1409,ZMYND15
1410,SLC12A8
1411,KHDC1
1412,GIPR
1413,CDCA5
1414,SWSAP1
1415,ANO2
1416,TMEM17
1417,SPN
1418,NCKAP5
1419,RERGL
1420,EID3
1421,SENP8
1422,PKD1L2
1423,CCDC184
1424,SELP
1425,UBE2T
1426,KIAA1324
1427,BLM
1428,CASQ1
1429,BLNK
1430,C1orf204
1431,IL2RB
1432,STAC2
1433,GREM2
1434,ATP8B3
1435,C16orf95
1436,NDNF
1437,C8orf88
1438,TNFSF4
1439,ZNF658
1440,S100A14
1441,CLDN23
1442,PNMA3
1443,TAS2R14
1444,CDCA7
1445,NALCN
1446,ZNF93
1447,TLR9
1448,ZNF485
1449,SCN4A
1450,CHAC1
1451,C19orf57
1452,KIF24
1453,POLN
1454,GPR34
1455,TDRD9
1456,FZD2
1457,CA8
1458,CYP39A1
1459,GPR132
1460,RAB27B
1461,FAM153B
1462,SEMA3D
1463,PCSK2
1464,TET1
1465,F2RL3
1466,RGS4
1467,IL20RA
1468,CDH4
1469,RASL11B
1470,C16orf46
1471,CD300LG
1472,LYPD5
1473,KCNMB3
1474,KYNU
1475,SPAG4
1476,C17orf67
1477,KRTCAP3
1478,SLC2A12
1479,ZNF781
1480,CES3
1481,ZNF396
1482,TMC7
1483,BCL11B
1484,ZNF681
1485,PCDHGA10
1486,LDLRAD2
1487,LMNTD2
1488,ZNF670
1489,PACSIN1
1490,RIMKLA
1491,ZNF460
1492,SIGLEC10
1493,CD209
1494,ACSM3
1495,THAP10
1496,TWIST1
1497,CD247
1498,RHOF
1499,B3GNT8
1500,ANO9
1501,ADAM12
1502,NUDT11
1503,STOX1
1504,RASSF9
1505,TBX15
1506,ISPD
1507,ZCCHC18
1508,MANEAL
1509,PRF1
1510,GTF2H2
1511,ZNF491
1512,PCDHB16
1513,PKP3
1514,AQP11
1515,P2RY8
1516,IP6K3
1517,P2RX6
1518,ZNF497
1519,C2orf71
1520,SMN2
1521,SERHL2
1522,GRIK3
1523,FANK1
1524,NPIPB15
1525,HSD11B2
1526,PKHD1L1
1527,PRKCQ
1528,KLHL11
1529,MYOC
1530,P2RY14
1531,DEPDC7
1532,CNTD1
1533,SHCBP1
1534,FBXL22
1535,ARIH2OS
1536,CATSPERG
1537,PDE6B
1538,TNNC2
1539,SAPCD1
1540,AKR1E2
1541,AREG
1542,ITGBL1
1543,CD226
1544,AFF2
1545,TNNT2
1546,NUDT17
1547,SUGCT
1548,ZNF321P
1549,RET
1550,KCNT1
1551,PIK3R6
1552,WSCD2
1553,CDC6
1554,P2RX5
1555,KCNH3
1556,FCGR2B
1557,ITPRIPL1
1558,CD86
1559,CDH26
1560,ZNF852
1561,HSD17B6
1562,SCG5
1563,KIF2C
1564,CENPU
1565,PHLDA2
1566,PTPN22
1567,RNF43
1568,FLRT3
1569,COLCA2
1570,FAP
1571,ELFN1
1572,RAB17
1573,CD163L1
1574,ZNF366
1575,SH3TC2
1576,MKI67
1577,FOXF2
1578,TBX1
1579,HRCT1
1580,TENM2
1581,PRPH2
1582,PLS1
1583,ADM5
1584,VNN3
1585,ZNF610
1586,TIGD7
1587,CYP7B1
1588,HOGA1
1589,PDZD7
1590,FAM53A
1591,DEGS2
1592,GPR63
1593,MMP24
1594,DSCAML1
1595,CDCA8
1596,AURKC
1597,ACVR1C
1598,EAF2
1599,SLC19A3
1600,C10orf25
1601,ZNF699
1602,CDK1
1603,BORA
1604,CD7
1605,C19orf33
1606,NLGN1
1607,PRTG
1608,PCDHB13
1609,CDT1
1610,TMEM130
1611,C9orf139
1612,PTGER2
1613,PDZRN4
1614,MILR1
1615,CHSY3
1616,DPP6
1617,C1orf228
1618,SCIN
1619,VTN
1620,SIRPB2
1621,RASA4B
1622,STAC
1623,GRIA1
1624,TPSAB1
1625,BANK1
1626,ELF3
1627,MYOT
1628,IGSF6
1629,SLITRK2
1630,TOP2A
1631,C11orf52
1632,DPEP2
1633,BSPRY
1634,VENTX
1635,SIM2
1636,SHC4
1637,LRRC7
1638,MYOZ1
1639,ACRBP
1640,STARD5
1641,ENTPD3
1642,C2CD4C
1643,FOXO6
1644,ADAMTS3
1645,ZNF483
1646,CYP2J2
1647,MT1A
1648,HRASLS5
1649,ZC3HAV1L
1650,CD52
1651,PPP1R14C
1652,NUDT7
1653,TEX9
1654,LGI3
1655,CHAD
1656,UNC13A
1657,FGF14
1658,ERBB4
1659,SLC35F1
1660,PRR29
1661,PMAIP1
1662,HIST2H2BF
1663,SPA17
1664,C1QTNF4
1665,SPATA24
1666,CD1D
1667,NLRC4
1668,ASB16
1669,GATSL2
1670,KCNJ14
1671,FERMT1
1672,MYCL
1673,PRRX2
1674,DISP2
1675,NUDT6
