,0
0,ATP6V1G2
1,AGAP5
2,TMEM35
3,IL17D
4,SRPK3
5,ABO
6,LILRA2
7,PROC
8,GFI1
9,PCDHAC2
10,DNAH2
11,NUP62CL
12,PCDH20
13,RHBDL3
14,C8orf46
15,MS4A1
16,SLC38A4
17,ANKS1B
18,TMEM71
19,CECR2
20,FGB
21,HS3ST2
22,LCN12
23,HOXD10
24,PIK3R6
25,HRCT1
26,MAMSTR
27,FOXL1
28,NALCN
29,UFSP1
30,WDR86
31,GPR87
32,NLGN1
33,EDN2
34,KCND2
35,DUSP15
36,SLC25A18
37,ZFP2
38,GPC2
39,GPR64
40,RAG1
