0,0
100130426,1.49436e-06
100133144,0.00080235995
100134869,0.00080258894
10357,0.011347218
10431,0.026889492
136542,3.048201e-08
155060,0.016843611
26823,4.237975e-05
280660,1.0208095e-05
317712,2.4606376e-07
340602,0.0013704028
388795,0.00016419998
390284,0.00040728788
391343,3.5582056e-05
391714,3.0766743e-05
404770,4.7806265e-07
441362,1.2040391e-07
442388,7.180158e-07
553137,0.0034079545
57714,0.018561691
645851,0.0010152701
652919,0.0008966256
653553,0.017764056
728045,2.6647822e-08
728603,5.6885154e-05
728788,7.1518574e-05
729884,0.0109365545
8225,0.020858191
90288,0.0027153774
1,0.011932265
29974,0.0031761527
54715,0.0032097271
87769,0.007747541
2,0.2451256
144568,0.032965798
53947,0.020435384
51146,0.00067848235
404744,3.0745632e-05
8086,0.0238352
65985,0.025059996
729522,0.001125474
13,0.008096035
344752,0.0002713609
126767,0.00012661946
343066,2.5748632e-05
51166,0.009464061
79719,0.031358298
22848,0.028797366
14,0.061281342
15,7.861124e-05
16,0.07757005
57505,0.017582182
80755,0.01801401
132949,0.008708837
60496,0.02558106
10157,0.01305485
26574,0.03680665
9625,0.008034738
18,0.035831887
10349,0.0022188919
19,0.031142
79963,0.0065575335
26154,0.013273176
154664,0.011445649
650655,0.0015530044
20,0.045487523
21,0.03995763
24,0.0067424113
23461,0.0133104855
23460,0.0073809195
10347,0.015218498
10351,0.008206754
10350,0.0057217507
23456,0.015494657
8647,0.0006173601
5243,0.015097195
5244,0.0053322646
340273,0.006993143
10058,0.021837043
22,0.013801927
11194,0.02319971
23457,0.012308589
89845,0.018091591
85320,0.011914473
94160,0.00044704758
150000,0.0008360739
4363,0.051367726
1244,0.012141184
8714,0.044228498
10257,0.029568698
10057,0.041579276
368,0.014703744
653190,0.0019166049
730013,0.0029000032
6833,0.0070920717
10060,0.0173486
215,0.017719954
225,0.002322609
5825,0.038149387
5826,0.020471277
6059,0.041663837
23,0.048928574
10061,0.038262557
55324,0.03452949
9619,0.024862368
9429,0.013926246
64137,0.0010533269
64240,0.001000296
64241,0.0010633605
55347,0.022067763
83451,0.02995658
26090,0.046791445
145447,0.001956828
84945,0.014598196
25864,0.0120486505
84836,0.043583896
116236,0.011919119
84696,0.0011464456
11057,0.10594318
171586,0.016822435
63874,0.028318267
51099,0.018108262
57406,0.010701647
79575,0.011288329
10006,0.040410463
10152,0.037575573
51225,0.008563222
25890,0.019295476
25,0.055998854
27,0.026779674
3983,0.075523354
84448,0.0118672
22885,0.018937029
28,0.0065134475
26,0.040319648
29,0.062628366
137735,0.00023811177
29777,0.021114344
80325,0.017459096
25841,0.010868198
30,0.0358482
10449,0.04501256
31,0.04652844
32,0.01837129
80724,0.019650169
84129,0.02273241
27034,0.01792523
28976,0.027318563
33,0.009975065
34,0.02943259
35,0.02006487
36,0.02817999
37,0.11303287
176,0.016535817
9744,0.017402802
23527,0.034990575
116983,0.02655846
38,0.040367976
39,0.01991184
64746,0.03893931
79777,0.010110456
91452,0.026829623
84320,0.01603819
414149,0.010761428
40,0.0017390831
41,0.010503865
9311,0.0024624649
55515,0.009256516
51802,1.1749198e-05
84680,0.008987558
390110,0.00010151121
65057,0.013849986
1636,0.020937582
59272,0.014165385
125981,0.00015105207
340485,0.008828348
55331,0.013283356
43,0.006133942
22985,0.072568126
47,0.09293835
130013,0.0096364925
57001,0.009139992
48,0.033190183
50,0.081116006
26027,0.0096811
134526,0.0004595079
55856,0.020719673
641371,0.01411116
10965,0.019953554
122970,0.007926597
641372,0.00022237189
11332,0.029296724
10005,0.015226911
23597,0.017160896
51,0.045903552
8309,0.007480517
8310,0.013721235
55289,0.0013199536
52,0.045790017
53,0.031111024
54,0.03888484
51205,0.024698636
92370,0.015244846
55,0.07858847
93650,3.5341716e-05
49,0.00030040625
84519,0.0032318654
93953,0.0019006367
56,0.00021871564
23205,0.006019677
81616,0.00013010147
80221,0.019920332
197322,0.014380916
2180,0.061260667
2181,0.05900793
2182,0.040241327
51703,0.04635737
23305,0.0057785586
116285,0.0068000974
123876,0.019118048
348158,0.012079285
6296,0.010527207
341392,7.1857185e-06
54988,0.0076079937
84532,0.036572896
55902,0.035657037
79611,0.018938545
58,0.025357872
59,0.1376356
60,0.68131334
345651,0.0003613426
70,0.015549485
71,0.61698025
72,0.07125337
86,0.03566751
51412,0.0026801387
10881,1.0333248e-05
10880,1.7644716e-05
81569,0.0037929604
284382,5.869215e-06
87,0.1076068
88,0.009947075
89,0.00029617958
81,0.20868067
55860,0.027327748
10121,0.06239287
10120,0.038988803
10097,0.12253135
10096,0.094725296
57180,0.008033256
653857,0.0034844056
79913,0.017500909
64431,0.016132522
93973,0.014042407
139741,5.648667e-06
140625,8.66768e-06
90,0.024825584
91,0.036751166
130399,0.0058144648
92,0.010910407
93,0.012577054
94,0.01873574
95,0.029344661
91703,0.010670645
97,0.008246508
98,0.009830087
100,0.012554075
132612,4.3579377e-05
161931,0.0004596621
161823,0.011303899
102,0.04422797
4185,0.0035308753
8038,0.01858663
8751,0.071641326
6868,0.021263136
8749,8.161868e-05
8728,0.016641013
8748,0.00011406383
8747,0.00039325308
145241,8.786047e-05
2515,0.0002257136
53616,0.0059479903
8745,0.0143022025
10863,0.017958963
11086,0.00016448084
11085,1.0644125e-05
203102,0.0013651418
80332,0.008381537
1587,3.5169928e-06
255926,1.1179005e-05
8755,0.41990793
8756,0.00021162647
101,0.016067645
8754,0.06893778
27299,0.0073228404
81794,0.010141891
81792,0.008230287
11093,0.0074392986
140766,0.009327593
170689,0.0073258495
170690,0.0058920598
170691,0.0059934165
170692,0.0029423358
171019,0.0021426952
9510,0.041195348
80070,0.0005620145
9509,0.010020945
9508,0.004695046
9507,0.018816404
11096,0.02035616
11174,0.0045811767
11173,0.015916709
11095,0.0060223485
56999,0.016177032
92949,0.011655787
9719,0.009050214
57188,0.012113544
54507,0.013728506
339366,0.0053387717
11033,0.020547196
55803,0.008218026
103,0.15031947
104,0.01584123
105,0.0014617027
23536,0.008138576
134637,0.013245815
113179,0.0048015583
113451,0.010016824
57143,0.0075467816
90956,0.02393666
79934,0.020708943
203054,0.008871052
55811,0.00036918483
107,0.015242149
108,0.008960861
109,0.029405588
196883,0.010311908
111,0.007562237
112,0.03676395
113,0.021082358
114,0.005280466
115,0.02287158
116,0.0039603286
117,0.0069361366
118,0.10367628
119,0.012671158
120,0.056529626
124,0.006871201
125,0.034812745
126,0.0121279275
127,0.009764816
128,0.0645296
130,0.0073937294
131,0.016588748
137872,0.008899585
55256,0.05216117
149685,3.459675e-05
9370,0.017337302
51094,0.06740093
79602,0.058562316
132,0.013097222
133,0.027786423
79924,0.010640731
22850,0.019713987
23394,0.06215322
84890,0.01986994
134,0.008459282
135,0.013627978
136,0.009501251
140,0.011454739
83440,0.03153124
141,0.009003958
113622,0.005366829
54936,0.024687856
148,0.0006652513
147,0.0033253364
146,0.0009847309
150,0.009501403
151,0.0031314143
152,0.011304804
153,0.0040626675
154,0.0072428924
155,0.00023089055
156,0.064856514
157,0.017423874
11047,0.059601188
158,0.030025203
159,0.038311746
122622,0.008734638
165,0.14748687
121536,0.022528335
64782,0.02182199
166,0.15030517
60312,0.031654786
134265,0.010659975
84632,0.022034897
246182,0.00028257963
4299,0.050696537
2334,0.0077924137
3899,0.018390099
27125,0.059237033
172,0.018730523
