3896,SOX21,0.16197793
5506,NR2E1,0.16234834
11915,FOXE3,0.16438535
8114,NR0B1,0.16709615
16245,FIGLA,0.16724056
11239,STRA8,0.16729322
662,FAM170A,0.16930988
3285,SCRT1,0.1702242
17354,TRIM15,0.17036383
17289,OTX2,0.17062129
19685,SP9,0.17079698
3903,IL5,0.17439534
5863,PF4,0.1745792
15522,POU3F3,0.17545773
7072,POU6F2,0.17617054
11710,MYOG,0.17704657
11388,PRL,0.17825243
14601,RPL10,0.17845704
18649,MAGEA2B,0.17878003
9499,DMRT1,0.17947808
18463,POU4F1,0.18015447
2818,ACTB,0.18090096
14315,RBL1,0.18098554
7565,EVX1,0.18193637
2293,SPIC,0.18327005
5748,HSF5,0.1839368
1241,NKX1-2,0.183939
6751,HMX3,0.1861147
4693,TMSB4X,0.1882129
11920,PSMA8,0.18828535
13405,MAGEA2,0.19050795
1146,CTAG2,0.19073841
2889,SOHLH1,0.19079833
12328,ERN2,0.19153748
17238,HMX1,0.19163573
1391,NPAS4,0.19297828
14037,ZIC5,0.19338423
12756,SHH,0.19379121
2925,FOXL2,0.19394077
6935,TBX10,0.19472024
10132,LHX9,0.19707519
965,BTBD18,0.20073399
465,SCGB1A1,0.20152313
18115,NHLH2,0.20176652
13650,IFNB1,0.20412895
17896,ZNF729,0.2050375
5393,CREB3L3,0.2068577
6247,SSX2B,0.20915091
4933,AICDA,0.21165448
2694,TCF23,0.21175505
2831,TBX22,0.21176958
1309,CALCA,0.21358894
13263,ATOH7,0.21402484
13617,PKHD1,0.21427639
7752,HMX2,0.21676585
9707,NANOG,0.21698722
16154,ZNF99,0.21711805
10098,RFX6,0.21723372
5112,RIPPLY2,0.21772182
15213,LHX1,0.218397
476,RIPPLY1,0.22133362
18964,DACH2,0.22387348
4617,OVOL3,0.22427809
9701,OR7D2,0.22482012
10782,GALR2,0.22615217
509,TRIML2,0.22676001
2643,MYOZ2,0.22757167
7809,CSF2,0.22826087
4594,PITX3,0.2284494
8392,ISL1,0.2285428
48,NEUROG2,0.22905245
10630,TCF24,0.22937304
6983,TCERG1L,0.23008682
7311,IL31RA,0.23098883
12120,CSF3,0.23342727
5100,ASCL4,0.23802404
8914,LHX8,0.24090473
3719,ALX1,0.24287318
7698,ETV3L,0.24290605
17490,CTAG1A,0.24348453
10214,MAFA,0.24406795
946,GFI1B,0.24602173
13086,ARID3C,0.24718994
3526,FOXD4L4,0.2481995
11214,WNT3A,0.24888718
17225,KLF17,0.24930543
1973,LMX1A,0.2512468
14463,OPRD1,0.2515664
4387,TLX2,0.2517819
9656,RPS3,0.25229752
14546,BRDT,0.252485
17121,POU4F3,0.2528128
10395,ZNF534,0.25319237
7334,RFPL1,0.25321567
17528,ASCL5,0.2539216
8519,DMRTC2,0.2542594
7690,SFRP5,0.25523865
3180,HOXB1,0.25645766
13931,HES7,0.25722167
9225,PAX7,0.25832707
4444,ZNF157,0.25882792
10897,FOXN4,0.26045516
10843,ISL2,0.26154456
10056,PRDM12,0.2617852
17114,EGR4,0.26189053
18751,C14orf39,0.2676195
5166,DYDC1,0.26848304
391,TAGLN3,0.2715005
2781,VSX1,0.27586272
10321,IL2,0.2760345
6560,HOXD13,0.27917707
18670,ELANE,0.28008738
8827,NKX2-8,0.28010473
5397,ALK,0.2807775
977,CHD5,0.2813249
10946,FOXD4L3,0.2815581
10615,DMRTC1,0.2820206
3205,MAGEA1,0.28208083
793,GATA1,0.28524804
8947,TBX20,0.2855283
6843,FOXI2,0.28589648
17998,UCP1,0.28657553
3887,RFPL2,0.28767276
10731,CEBPE,0.28992015
19241,PPIA,0.29106995
18552,TENM1,0.29152277
13841,EN2,0.29320884
16515,FRMD1,0.29585084
17725,KLF14,0.29609892
1773,SOX30,0.29750422
19142,NR1I2,0.29796705
6619,IFNL1,0.30191097
14239,DLX6,0.3026477
2110,GBX2,0.30390048
6979,DBX2,0.3044605
3591,HES5,0.30603915
13911,NODAL,0.30634454
11392,TBX4,0.30668655
6826,NKX2-2,0.30674985
180,ZNF728,0.30808425
9373,ZNF727,0.3092191
19376,ALX3,0.30940166
13928,ASXL3,0.3109435
4201,OLIG1,0.31208462
18862,FOXD4L1,0.3121385
4329,KLF1,0.31266922
13056,RPL23,0.313042
1946,GATA4,0.31365547
12445,GATA5,0.31420556
18276,NKX2-5,0.3162727
15747,CUX2,0.31837118
18367,MSTN,0.3193901
5736,HOXA13,0.320398
15240,IL1A,0.32049426
2657,ESRRB,0.32447276
9290,ZNF80,0.32501048
2385,LMO1,0.3266571
3932,CD74,0.32775283
1045,SMYD1,0.3326111
12666,TLX1,0.3328054
597,FOXD1,0.33421528
4059,MYOCD,0.3350942
8023,PAX3,0.33531588
13645,DACT2,0.33536217
3737,SUMO4,0.33593476
6954,TERT,0.3360279
16648,GCM1,0.3374642
14370,ONECUT2,0.33886233
5558,ZNF556,0.3390293
7361,HOXD11,0.34061196
680,ST18,0.34199002
7193,NHLH1,0.34313148
7991,BNC1,0.3464522
14670,UBC,0.34938693
15083,NPM1,0.3495622
9935,RHOXF1,0.35018948
18129,EREG,0.35076827
18678,UBB,0.35166103
5361,ARX,0.35276252
15355,PTMA,0.35424715
9682,SKOR1,0.3545322
10762,CCDC62,0.35490492
2669,PURG,0.35572138
8990,GDNF,0.35710818
7577,ZNF648,0.35793874
10878,PAX1,0.36042085
10393,DAND5,0.36081654
10455,HMGA2,0.3622704
2496,RPL6,0.36232775
13840,RPS14,0.3624373
3139,RPS27A,0.3629027
19459,BMP5,0.36405888
17084,DMRTA1,0.36814678
3934,NOG,0.36825547
9888,MAEL,0.37066802
14289,GTF2A1L,0.37079784
4549,CAMK2A,0.37114647
3328,ZIM2,0.37241304
4534,ZIC4,0.37244338
14609,PROX2,0.372794
11065,DUSP26,0.3754798
17754,RORB,0.37860796
10968,RSC1A1,0.3786726
19214,TRIM31,0.38204783
7627,ASCL1,0.38214108
18037,TLR9,0.38304877
6480,SIM1,0.38314572
9433,NWD1,0.3848361
5051,FOXD3,0.38617668
17376,DMBX1,0.38716593
15970,EPO,0.38723227
17228,LEFTY1,0.38862872
14779,MSANTD1,0.3894698
11306,SOX2,0.38953498
11749,PAX5,0.3899301
12234,UBA52,0.3904689
1741,S100A12,0.39175203
1481,ANKRD2,0.3948732
8280,RXRG,0.39492306
5312,ZNF280B,0.39496177
11802,ZFP92,0.39698833
16454,XBP1,0.3976584
6927,PLA2G1B,0.3990567
17397,FOXA3,0.40155986
10258,POU3F1,0.40203384
13218,TAL2,0.402293
8133,IFNG,0.40341082
11665,HOXC12,0.40341583
3310,ESR2,0.4035315
4288,HSFX1,0.4041952
330,MIXL1,0.40547618
18206,ANKRD1,0.4057503
782,SMTNL1,0.40981993
17303,COL1A1,0.41165078
4148,TFDP3,0.41360003
2411,ZNF488,0.41369802
1497,GDF6,0.41439813
10975,ZNF676,0.41547868
7326,ZNF492,0.4194406
18715,SIX3,0.41957936
6610,MT3,0.4221376
4424,HIF3A,0.42358115
2360,PAX2,0.42418063
14269,TNFSF18,0.42592686
17664,PRDM16,0.4265483
14913,FOXN1,0.42843062
15447,C8orf44-SGK3,0.4286
12235,HOXA2,0.42908347
8389,CDX1,0.42949212
12146,NLRP12,0.42993283
16733,HSPA8,0.4315283
3942,MAGEL2,0.4315932
17295,SOHLH2,0.4316642
10760,TNIP3,0.43240717
4579,ZFP57,0.43788853
6721,ZNF732,0.44287243
3933,HOXB13,0.4434634
6884,ALX4,0.4444692
1710,ZNF878,0.44515383
8604,PLAG1,0.44610843
15820,WNT10B,0.4465081
14555,INSM1,0.44737703
16284,FOXH1,0.44793895
12303,CLU,0.44935632
6477,MYT1,0.45020974
5350,PKNOX2,0.45107582
8655,DRD2,0.452498
7064,ADCYAP1,0.45427108
18517,ZNF114,0.45542714
12875,MLIP,0.45959145
13040,RELN,0.4600671
18852,BARX1,0.46032175
7297,IL18RAP,0.46152472
11537,ZIC2,0.4622327
9250,IRX6,0.4629673
13694,PROX1,0.4635226
1503,TCF15,0.46387282
19005,LEP,0.46580324
7015,NTRK1,0.4683655
16433,DLX2,0.4685661
592,CALR,0.4688076
14657,TXK,0.46954006
5472,CKS1B,0.46971303
1001,ZSCAN23,0.47042438
10470,WNT6,0.47110075
17297,HSPB1,0.47123286
17751,DLX1,0.47179323
11659,ZBED2,0.4725694
5990,FOXF1,0.47292933
2793,PPARGC1A,0.47393093
2623,GLIS1,0.4749215
296,PFDN5,0.47502226
11113,CSRNP3,0.4755213
8383,TMBIM6,0.47569856
11873,HNRNPA2B1,0.476252
14288,DPF3,0.47668362
19331,PCK1,0.4769218
7384,LHX2,0.47699153
10842,ENO1,0.47753266
2408,DMRT2,0.47906455
17062,NKX3-2,0.48084635
19224,VENTX,0.48263946
4352,ACTN2,0.48325184
11843,HOXC5,0.4848254
19586,P2RY1,0.4848385
10509,SOX6,0.48497903
76,LUM,0.48524952
17809,HOXA6,0.48787203
8500,HOXD4,0.48893592
11726,MAK,0.4894555
4354,PCBP2,0.4898195
4007,HOXA11,0.4923134
12020,CD81,0.49259797
12619,YWHAZ,0.49288872
15953,POU5F1,0.49545693
16231,ZNF215,0.49548814
6879,FOXD4,0.49580842
944,MNX1,0.49665105
11237,DPF1,0.4967754
335,ZBTB32,0.4968274
4704,CCNA1,0.4972061
17617,SPIN2A,0.4974248
937,DMRT3,0.4980095
13362,XCL1,0.4985874
1706,TBX21,0.4988289
15671,POU5F1B,0.5008627
2632,CEBPA,0.5015666
1322,POMC,0.50167495
17187,HNF1A,0.502383
7318,MED12L,0.5034198
3905,SOX8,0.50345635
18336,SP5,0.5058762
6567,NKX6-1,0.5063994
14789,FOXC2,0.5068697
5597,ZIC1,0.5073673
3280,CRABP2,0.50837713
6699,HOXA1,0.50915456
7454,SALL1,0.51079994
4490,HNRNPK,0.51289827
18720,LHX4,0.5130552
19397,EDF1,0.51586103
18799,EMX1,0.51626164
4726,HOXB8,0.5170907
1219,ZNF730,0.51745033
4439,FOXP2,0.5174948
1245,SCML4,0.51821226
19373,TENM2,0.519098
19029,ZNF454,0.51909864
731,FASLG,0.51982313
12956,TFAP2E,0.52038264
2467,TET1,0.5204002
14259,CDK15,0.5207523
10552,IFI27,0.5209076
2709,MCIDAS,0.52181274
5892,BMP2,0.5228434
7160,EMX2,0.5230086
16198,FOXD2,0.523616
17287,DMRTC1B,0.5242188
5615,IGSF1,0.5248684
249,APP,0.52502507
14020,HNF4G,0.5251468
14725,HOXB9,0.5256296
11256,FOXQ1,0.5258143
16205,FOXL1,0.52607447
16738,NFE2,0.5261256
13924,ZNF541,0.52645904
10772,CHCHD2,0.5279008
14893,ZSCAN1,0.52832156
2379,HOXD1,0.52865624
11186,ZNF660,0.52884144
14980,SOX11,0.5292052
5539,WT1,0.5295555
5745,DDX5,0.5295803
18403,NCL,0.53017616
2624,BHLHE22,0.53049
16558,CGA,0.53071284
5090,FOXJ1,0.53111446
1611,PTPRN,0.5311425
5770,ZNF578,0.53241605
14628,PITX2,0.5327723
5696,TNFSF11,0.5351085
7176,CD40LG,0.5354968
4839,MUC1,0.53561336
13958,MKX,0.5358649
12361,STOX2,0.5360742
14179,ZNF483,0.5362071
4692,PSMB4,0.5367238
671,FLNA,0.53777647
19429,NPAS3,0.54013675
7818,AHRR,0.54052746
3043,PRKCQ,0.5407734
17598,SUB1,0.5408107
1702,PARK7,0.5419282
19295,TRIM28,0.542245
2874,DCN,0.5425411
5136,GLI1,0.5428888
18027,MYRFL,0.5435421
3306,SOX5,0.54357994
13906,PAX6,0.5440149
17069,GFI1,0.5441935
17740,MYRF,0.5445191
11091,YBX1,0.5451636
15728,EOMES,0.54652107
4900,MYCN,0.54718393
9824,NR1I3,0.5472322
16856,GRIN1,0.54754645
11735,MORF4L2,0.5478558
7250,PRDM8,0.5481744
9282,ZNF98,0.5487644
7555,HMGB1,0.5498345
12030,PPARGC1B,0.55042225
5878,BCL11B,0.5509121
9176,PRDX2,0.551702
13555,MYOZ1,0.5518152
18566,IRX4,0.5519801
18361,ZNF366,0.55211484
14427,BHLHA15,0.55230844
1526,KLF15,0.55269915
5771,SQSTM1,0.55276465
9559,ELAVL2,0.5532048
5223,ZNF850,0.55386627
15457,EDA,0.5548731
6108,RFX8,0.5550837
19648,HSFX2,0.55508894
10766,ACTA2,0.55513954
7717,DYDC2,0.5557067
14599,RNF187,0.5560715
14189,SNAI3,0.55616844
13996,IL11,0.55654234
16219,LBX2,0.5572431
16858,ZNF835,0.55764264
16864,BACH2,0.55867547
16220,MLXIPL,0.5588552
18045,WBP2NL,0.5593399
7331,HOXD10,0.5594561
4462,TOX,0.56036496
396,CNBP,0.5603675
3765,NR6A1,0.56059295
359,VGLL1,0.5606084
12720,IL23A,0.56067413
18473,CA9,0.5611309
18767,ATF4,0.5613298
18742,PLA2G10,0.5615735
6088,IL10,0.5616374
16576,PSME1,0.5626553
8123,CSDC2,0.5627133
17011,HDGF,0.5628506
6577,HMGN1,0.5634225
5714,SET,0.56371605
12641,TAL1,0.5639129
9377,PCBP1,0.56414235
19553,DLX5,0.56417316
12813,IKZF3,0.56434554
1061,TXN,0.56444234
6799,CRYM,0.5653475
18776,ACTN4,0.5654899
8210,DLX4,0.5659665
18380,ZBTB20,0.56596935
7678,PYGO1,0.56665474
7828,PARP15,0.5676227
7052,HINT1,0.56764275
7510,HSPA5,0.5677238
6138,DDX39B,0.5686611
7199,CD80,0.56923777
530,NONO,0.5695609
7652,EBF2,0.5700339
14359,MAZ,0.57041407
3826,FHL5,0.5712445
5301,FUS,0.57130164
5873,PRDM6,0.57171446
16553,SOX15,0.5718566
16444,TSSK4,0.57199746
19730,ZNF221,0.57286
18082,HSPA1A,0.5740416
1844,AEBP1,0.5740575
5341,APOE,0.5745522
4560,GLI2,0.57482344
711,YWHAQ,0.5751648
4664,CAMK4,0.57528466
16514,NDUFA13,0.5758985
17432,PSME2,0.5761901
15468,MORF4L1,0.5763989
5859,HSPD1,0.5766155
1811,ZBTB16,0.57668936
12664,FBL,0.57697743
13696,PPP2R1A,0.5774221
16690,PDCD4,0.5787182
16008,AMH,0.5787732
13197,TXNIP,0.5791119
15645,PSMA7,0.57919353
13155,IRF4,0.5795409
7251,NRG1,0.5797411
15367,NR5A2,0.5801799
3554,HLA-DRB1,0.58018655
8979,UCN,0.5804217
13982,ZNF154,0.580603
16894,HAND2,0.5808219
3017,SPIB,0.5808813
7019,HNRNPU,0.58101815
16404,PSMB1,0.58177537
14260,SFRP2,0.5817932
17108,ARF4,0.581877
16041,SALL4,0.5819066
13015,SMAD9,0.58235526
2950,BEX1,0.5824704
15334,HOXD3,0.58258414
16271,PYDC1,0.58295184
11809,ILF2,0.5831614
15229,CSNK2B,0.5835152
16038,ZNF208,0.58398503
14048,TWIST2,0.58403647
9581,NR4A3,0.5844234
14759,PYHIN1,0.58451664
3876,CAND2,0.5849698
11811,SLA2,0.5849878
14081,HNRNPD,0.5853329
14420,OTX1,0.58542883
5581,PRDX5,0.5855434
7874,HNRNPF,0.585744
6912,SPAG8,0.58578974
2475,FLT3,0.5861677
18260,NEDD8,0.5863722
4730,HES2,0.5867866
10290,XRCC6,0.58715796
17857,AIM2,0.58792835
12888,SFPQ,0.58857566
19602,TMPRSS6,0.5885839
13989,SAMD13,0.58867985
10219,E2F7,0.5893622
14230,TCP10L,0.58979964
638,HOXB5,0.5902569
9094,ATOH8,0.5905488
17479,PSMB3,0.59066635
437,RIPPLY3,0.5906978
1749,NLRC4,0.59078074
14647,PSMD8,0.59093165
13021,ZFHX4,0.59096754
14069,PRAME,0.59117067
13520,IL18R1,0.5914674
19002,HOXC4,0.5920573
376,NDP,0.5925475
6530,ZNF177,0.592614
6919,ZNF460,0.59261936
15119,HOXA3,0.5928647
773,HIC2,0.59371996
16022,EBF3,0.5937964
10500,ZNF572,0.5942933
17588,PSMA6,0.5944538
1510,HYAL1,0.59461796
9386,EPCAM,0.5948492
17113,ZNF214,0.59486586
294,FGF2,0.5949002
1738,CBX3,0.59498894
18356,PSMD4,0.59506184
19396,HAS3,0.5955666
11759,YWHAB,0.59633464
11382,ZNF699,0.59636736
15575,MLF2,0.59687644
10368,ETV2,0.59699655
19547,SAP25,0.5971888
10349,BEND6,0.59747165
1857,DKK1,0.5975597
12095,ROR1,0.59758306
47,TBX5,0.5977665
1231,NUPR1,0.5977744
7460,TNF,0.59856784
17875,CTNNB1,0.59899914
16384,PHB,0.59932363
14067,ZNF334,0.59989
19199,PBX4,0.6005641
3035,L3MBTL4,0.60074323
5055,NPAS1,0.6009221
12476,COMMD6,0.60113835
1793,UBE2D3,0.60115206
1057,HSPA1B,0.60121745
7568,BMP6,0.6017043
5654,NRL,0.6017872
3570,VAX2,0.60198617
7234,JUP,0.6023539
18313,ZNF491,0.60254115
3728,CYTL1,0.6028482
855,PAX8,0.60299146
15551,SAP18,0.6032377
8154,ELF3,0.60327154
14559,ADRB2,0.60337657
18394,SATB2,0.6038432
15850,ZNF891,0.6038472
1063,TBX6,0.6041855
16785,DDX17,0.60441786
5717,NR3C2,0.6047579
11234,PSMB7,0.6049301
16860,ZFP37,0.6051011
7688,ZKSCAN7,0.605232
5247,ZNF233,0.60533196
12572,ESRRG,0.6056466
17100,ZNF257,0.6057132
2509,RUNX1T1,0.6057487
1149,CD28,0.6058875
19283,PRKCB,0.6059379
7951,PSMD2,0.6067446
18254,FZD5,0.6068577
9902,EN1,0.6070345
3510,ZNF442,0.60709155
8747,YY2,0.60709256
7032,FLOT1,0.6071077
14265,DLX3,0.607355
9511,PHB2,0.60744053
8624,TLR6,0.6075339
10034,TFR2,0.60778254
12158,POLR2L,0.6080636
8665,PRDM5,0.6081108
6511,HLF,0.60816544
17727,ZNF683,0.608196
12468,BHLHE40,0.6085585
13904,ZNF837,0.60928535
14357,TSHZ2,0.6093897
4272,EZR,0.6094747
18704,GSC,0.60950786
10009,GRHL3,0.6096054
14551,TP73,0.6096749
84,XRCC5,0.6097715
4413,EDA2R,0.609817
13157,SCML2,0.6098714
12780,ZFP2,0.6104135
9989,KRBOX1,0.61049104
9626,USP2,0.6105143
9425,OSM,0.6106446
5024,GAL,0.6107154
13739,HOXB4,0.6107623
12630,GTF2I,0.610893
6175,EID2B,0.61106515
2786,APEX1,0.61106724
1636,BRD2,0.6111178
11794,SREBF1,0.61126506
19606,ZNF575,0.6112671
12015,DNAJA1,0.61134535
15937,RCOR2,0.6119895
2759,LAMTOR5,0.61207545
10361,CREB5,0.6121857
13874,TNNI2,0.6124331
7023,ZSCAN20,0.61251324
16850,GATA3,0.6126154
16448,ZNF300,0.61284506
1718,MEOX1,0.61294234
5396,ZNF284,0.6131445
18864,NLRP3,0.6133075
2777,MAMSTR,0.613514
14317,MEOX2,0.61389744
12094,ZNF546,0.61409235
5119,ZNF667,0.6142487
1272,SIM2,0.61425024
8920,ZNF286B,0.6145353
6398,PSMA4,0.61472917
8117,GPER1,0.6148259
13923,HOXA4,0.61511594
10444,ZIK1,0.61548275
431,ZNF471,0.6155127
17035,ZNF706,0.61572284
18685,RHEBL1,0.61591536
9600,ZNF391,0.61600256
19603,EWSR1,0.61608016
18570,PRDX3,0.6162998
7167,ZNF311,0.6164212
16269,RAD21,0.6164672
18408,TBX18,0.6165413
761,ASCL2,0.6166035
3831,IRAK3,0.61662775
8432,SOX10,0.6167995
11012,ZNF70,0.6168278
5906,FGF10,0.616834
16023,CHD4,0.61684686
1434,PSMA1,0.616942
10482,PSMC5,0.61729103
11120,PSMA2,0.6174615
5408,STAT4,0.61751175
18038,ZNF502,0.6176909
9128,RBMX,0.61778414
753,ZFHX2,0.61800426
14194,YWHAH,0.61810106
13786,HMGB2,0.6181689
10282,BCL11A,0.61818266
15317,TSC22D1,0.6182769
8639,SPP1,0.618279
7751,MAGED1,0.6183702
2840,TAF10,0.61843616
15902,RBBP7,0.6184781
6126,SOX17,0.61857027
8361,ZNF695,0.61862415
827,MEF2B,0.6186907
7204,ENY2,0.6190622
13818,HNRNPAB,0.6190858
14573,SOD2,0.61934054
15803,SRSF2,0.6196807
17731,SHOX2,0.6204453
19452,FOXF2,0.6205598
19131,MESP2,0.6205688
13997,ZNF229,0.62057996
17389,PSMB6,0.6206035
5587,ZNF354C,0.6206055
6007,KRBA2,0.62082374
6190,RALY,0.62106967
6831,ZNF852,0.6211526
13403,ZNF540,0.6211816
1566,RNF10,0.62118596
4396,ZFPM2,0.6213984
8008,WNT11,0.6214103
14088,TBX19,0.62147874
3412,ADIPOQ,0.6215978
16184,ZNF280C,0.6216883
4857,HDX,0.6218544
4936,ZNF709,0.6220864
6301,SMARCE1,0.6221943
2937,CD38,0.6223826
328,SRI,0.6224546
1047,C1QBP,0.6225868
15505,TNFRSF11A,0.62261415
18243,POU2AF1,0.62262946
12706,PRKAR1A,0.62266475
18156,FOSL1,0.62277067
10303,SUMO1,0.6228302
6072,UXT,0.62306345
3853,SF1,0.62311596
6573,ERBB2,0.6232014
17509,OSR1,0.6233145
2250,ZNF658,0.62343794
12702,ZNF774,0.6235403
12359,HOXA9,0.6237397
14575,ACTR3,0.62394
18830,USF2,0.6243434
17827,PTPRT,0.6243853
15864,HOXA5,0.6244658
9064,ZNF382,0.62448204
16629,HESX1,0.62477684
9208,BNC2,0.6248301
13254,VGLL3,0.6248945
14627,IL6,0.6252817
18598,PSMC3,0.6252876
18224,ACTN1,0.62535924
10516,CDK5R1,0.6254692
6679,POLR3G,0.62548286
19340,PSMB5,0.6255032
12963,KHSRP,0.6255416
19094,PKIA,0.6256414
